trial_id,detector,shift,clutter,seed,episodes,detections,collisions,successes,stalls,collision_rate,mean_length,mean_waits,score_mean,score_max,coverage_margin
34,sharp,-0.6,nominal,3,1,110,1,0,0,1.0,12.863961031,0.0,0.026682266,0.539776365,-0.539776365
35,sharp,-0.6,nominal,4,1,96,1,0,0,1.0,13.106601718,0.0,0.158590487,1.078226577,-1.078226577
36,sharp,-0.6,nominal,5,1,174,0,1,0,0.0,26.506096654,0.0,0.009190472,0.095574184,-0.095574184
37,sharp,-0.6,nominal,6,1,25,1,0,0,1.0,6.656854249,0.0,0.22478009,0.878815892,-0.878815892
38,sharp,-0.6,nominal,7,1,92,1,0,0,1.0,11.313708499,0.0,0.09297314,0.778540702,-0.778540702
39,sharp,-0.6,nominal,8,1,144,0,1,0,0.0,26.213203436,0.0,0.011447428,0.093648319,-0.093648319
40,sharp,-0.6,nominal,9,1,167,0,1,0,0.0,27.091883092,0.0,0.006693881,0.125124594,-0.125124594
1,sharp,-0.6,sparse,0,1,154,0,1,0,0.0,27.213203436,0.0,0.011342235,0.099664721,-0.099664721
2,sharp,-0.6,sparse,1,1,85,0,1,0,0.0,25.627416998,0.0,0.185338815,0.785407047,-0.785407047
11,sharp,-0.6,sparse,10,1,62,1,0,0,1.0,11.192388155,0.0,0.005813324,0.088596392,-0.088596392
12,sharp,-0.6,sparse,11,1,122,0,1,0,0.0,26.213203436,0.0,0.091007298,0.521867386,-0.521867386
13,sharp,-0.6,sparse,12,1,16,1,0,0,1.0,5.949747468,0.0,0.002157261,0.052453859,-0.052453859
14,sharp,-0.6,sparse,13,1,151,0,1,0,0.0,26.213203436,0.0,0.12415161,0.807670912,-0.807670912
15,sharp,-0.6,sparse,14,1,70,0,1,0,0.0,24.748737342,0.0,0.304807686,0.825705996,-0.825705996
16,sharp,-0.6,sparse,15,1,79,0,1,0,0.0,25.334523779,0.0,-0.001463249,0.119837075,-0.119837075
17,sharp,-0.6,sparse,16,1,78,0,1,0,0.0,25.920310217,0.0,0.004357572,0.080051881,-0.080051881
18,sharp,-0.6,sparse,17,1,90,0,1,0,0.0,25.04163056,0.0,0.006437513,0.115453906,-0.115453906
19,sharp,-0.6,sparse,18,1,17,1,0,0,1.0,4.328427125,0.0,0.013291423,0.081775198,-0.081775198
20,sharp,-0.6,sparse,19,1,71,0,1,0,0.0,24.748737342,0.0,0.01573018,0.081598548,-0.081598548
3,sharp,-0.6,sparse,2,1,82,0,1,0,0.0,25.04163056,0.0,0.008830465,0.068518368,-0.068518368
21,sharp,-0.6,sparse,20,1,78,0,1,0,0.0,24.748737342,0.0,0.00683746,0.099867872,-0.099867872
22,sharp,-0.6,sparse,21,1,97,0,1,0,0.0,27.970562748,0.0,0.002719702,0.070033132,-0.070033132
23,sharp,-0.6,sparse,22,1,97,0,1,0,0.0,24.748737342,0.0,0.005543643,0.110731092,-0.110731092
24,sharp,-0.6,sparse,23,1,103,1,0,0,1.0,21.763455967,0.0,0.116955673,0.843901302,-0.843901302
25,sharp,-0.6,sparse,24,1,49,1,0,0,1.0,11.692388155,0.0,0.008473128,0.125823393,-0.125823393
26,sharp,-0.6,sparse,25,1,80,0,1,0,0.0,24.748737342,0.0,0.198589144,0.790564377,-0.790564377
27,sharp,-0.6,sparse,26,1,109,0,1,0,0.0,25.920310217,0.0,0.009394362,0.152523218,-0.152523218
28,sharp,-0.6,sparse,27,1,53,1,0,0,1.0,16.313708499,0.0,0.488766106,0.977576851,-0.977576851
29,sharp,-0.6,sparse,28,1,121,0,1,0,0.0,24.748737342,0.0,0.000687229,0.07923427,-0.07923427
30,sharp,-0.6,sparse,29,1,103,1,0,0,1.0,21.470562748,0.0,0.01001942,0.108035447,-0.108035447
4,sharp,-0.6,sparse,3,1,84,0,1,0,0.0,24.748737342,0.0,0.016842725,0.120678423,-0.120678423
5,sharp,-0.6,sparse,4,1,58,1,0,0,1.0,12.606601718,0.0,0.375212391,0.854384701,-0.854384701
6,sharp,-0.6,sparse,5,1,146,0,1,0,0.0,27.091883092,0.0,0.101614081,0.702213698,-0.702213698
7,sharp,-0.6,sparse,6,1,67,0,1,0,0.0,25.04163056,0.0,0.151526879,0.804232433,-0.804232433
8,sharp,-0.6,sparse,7,1,144,0,1,0,0.0,25.920310217,0.0,0.005113676,0.105550539,-0.105550539
9,sharp,-0.6,sparse,8,1,116,0,1,0,0.0,26.506096654,0.0,0.132665239,0.811401996,-0.811401996
10,sharp,-0.6,sparse,9,1,56,1,0,0,1.0,13.313708499,0.0,0.221216996,0.835827937,-0.835827937
