t,x,y,z,roll,pitch,yaw,v
0.483333,-18.261286,-3.882147,1.436093,3.088749,-0.064746,1.522083,1.190465
0.500000,-18.244680,-3.871101,1.447041,3.122287,-0.050291,1.503123,1.196622
0.516667,-18.226542,-3.860714,1.457877,-3.124734,-0.036552,1.484470,1.254147
0.533333,-18.207495,-3.850799,1.469565,-3.087020,-0.022014,1.466131,1.288366
0.550000,-18.188190,-3.841865,1.480970,-3.048608,-0.010931,1.447735,1.276283
0.566667,-18.168142,-3.833348,1.491729,-3.009217,0.000440,1.429451,1.306931
0.583333,-18.147203,-3.825256,1.501929,-2.968649,0.012257,1.411327,1.346899
0.600000,-18.125219,-3.817615,1.511561,-2.926699,0.024596,1.393433,1.396445
0.616667,-18.102049,-3.810440,1.520544,-2.883183,0.037546,1.375770,1.455353
0.633333,-18.077532,-3.803769,1.528826,-2.837901,0.051162,1.358377,1.524509
0.650000,-18.051550,-3.797621,1.536292,-2.790737,0.065602,1.341327,1.601965
0.666667,-18.028973,-3.791053,1.540888,-2.756404,0.080731,1.324894,1.410790
0.683333,-18.005167,-3.784811,1.544767,-2.721013,0.096931,1.308997,1.476630
0.700000,-17.979969,-3.778936,1.547731,-2.684201,0.114218,1.293714,1.552420
0.716667,-17.953222,-3.773460,1.549674,-2.645753,0.132680,1.279145,1.638096
0.733333,-17.924770,-3.768419,1.550443,-2.605388,0.152431,1.265435,1.733706
0.750000,-17.894499,-3.763846,1.549807,-2.562861,0.173594,1.252755,1.836898
0.766667,-17.862164,-3.759816,1.547550,-2.517575,0.196306,1.241313,1.955127
0.783333,-17.828035,-3.756278,1.543292,-2.470169,0.220659,1.231349,2.058666
0.800000,-17.798540,-3.760262,1.537338,-2.428826,0.227006,1.215119,1.785789
0.816667,-17.769567,-3.769713,1.531757,-2.385750,0.225619,1.198777,1.828503
0.833333,-17.739628,-3.781674,1.524632,-2.337744,0.223426,1.184274,1.934439
0.850000,-17.711493,-3.797483,1.514665,-2.289400,0.213789,1.167846,1.936343
0.866667,-17.685040,-3.817199,1.501891,-2.239868,0.197341,1.150958,1.979522
0.883333,-17.659693,-3.839799,1.486137,-2.188659,0.177110,1.137666,2.037551
0.900000,-17.634459,-3.863745,1.467099,-2.135368,0.156295,1.136625,2.087258
0.916667,-17.604887,-3.891301,1.441964,-2.064075,0.132984,1.133597,2.425241
0.933333,-17.574657,-3.921888,1.410829,-1.983623,0.104147,1.128176,2.580261
0.950000,-17.540976,-3.955608,1.378910,-1.884608,0.073301,1.119488,2.859620
0.966667,-17.511126,-3.981092,1.356704,-1.801410,0.054998,1.110481,2.354923
0.983333,-17.492809,-3.993363,1.348034,-1.761263,0.050392,1.105395,1.322824
1.000000,-17.473650,-4.008386,1.335350,-1.710343,0.044988,1.100071,1.460785
1.016667,-17.457928,-4.020200,1.326017,-1.671178,0.046259,1.093239,1.179995
1.033333,-17.443672,-4.031938,1.315230,-1.634816,0.045907,1.086105,1.107965
1.050000,-17.431181,-4.045819,1.302384,-1.596714,0.038283,1.080813,1.120441
1.066667,-17.420954,-4.060316,1.289734,-1.560407,0.031189,1.074766,1.064453
1.083333,-17.412321,-4.075672,1.275659,-1.525297,0.021628,1.068807,1.056999
1.100000,-17.404915,-4.091711,1.260091,-1.491177,0.009296,1.063628,1.059979
1.116667,-17.399004,-4.108246,1.243344,-1.459283,-0.005471,1.059007,1.053601
1.133333,-17.393078,-4.124979,1.225080,-1.424787,-0.021184,1.054549,1.065040
1.150000,-17.387020,-4.135628,1.214792,-1.395875,-0.020556,1.049575,0.735096
1.166667,-17.382135,-4.145792,1.205374,-1.375630,-0.032941,1.049627,0.676651
1.183333,-17.378408,-4.154977,1.197941,-1.366900,-0.048945,1.050431,0.594705
1.200000,-17.372883,-4.160005,1.194867,-1.365622,-0.055386,1.055098,0.448258
1.216667,-17.367495,-4.164788,1.191164,-1.367510,-0.064942,1.062228,0.432280
1.233333,-17.362803,-4.169171,1.188439,-1.372203,-0.073956,1.070970,0.385269
1.250000,-17.358620,-4.169353,1.190170,-1.380145,-0.073370,1.076789,0.251204
1.266667,-17.353914,-4.169831,1.188885,-1.384631,-0.073065,1.083946,0.283783
1.283333,-17.351843,-4.170919,1.190374,-1.398421,-0.077007,1.091949,0.140388
1.300000,-17.351511,-4.172801,1.193608,-1.416207,-0.085260,1.102802,0.114639
1.316667,-17.350275,-4.173487,1.193270,-1.429539,-0.089334,1.113476,0.084806
1.333333,-17.351633,-4.171621,1.198013,-1.446962,-0.087982,1.119667,0.138442
1.350000,-17.356972,-4.171273,1.203637,-1.463991,-0.087190,1.119429,0.321002
1.366667,-17.362148,-4.171277,1.208325,-1.478847,-0.086608,1.121010,0.310593
1.383333,-17.365311,-4.171282,1.213495,-1.494427,-0.084730,1.126784,0.189743
1.400000,-17.367052,-4.170431,1.218530,-1.509235,-0.077941,1.133515,0.116310
1.416667,-17.368616,-4.170145,1.222880,-1.520420,-0.072823,1.140123,0.095399
1.433333,-17.370365,-4.167753,1.228245,-1.534422,-0.068529,1.147229,0.177786
1.450000,-17.371906,-4.165670,1.233215,-1.546775,-0.064070,1.154141,0.155437
1.466667,-17.370955,-4.162415,1.235517,-1.553244,-0.056022,1.162390,0.203499
1.483333,-17.375851,-4.166244,1.240759,-1.566155,-0.068021,1.167889,0.372936
1.500000,-17.376637,-4.167105,1.240996,-1.568818,-0.063864,1.175146,0.069949
1.516667,-17.376266,-4.168373,1.240286,-1.568098,-0.062029,1.182606,0.079248
1.533333,-17.378729,-4.172051,1.241723,-1.572695,-0.068180,1.187229,0.265587
1.550000,-17.380487,-4.174317,1.243016,-1.576581,-0.067549,1.188190,0.172074
1.566667,-17.381927,-4.176570,1.243782,-1.579244,-0.067105,1.188877,0.160461
1.583333,-17.383213,-4.179443,1.243737,-1.580021,-0.067298,1.188446,0.188821
1.600000,-17.384541,-4.183165,1.242994,-1.578982,-0.067865,1.186887,0.237083
1.616667,-17.386011,-4.187144,1.242341,-1.577869,-0.068111,1.185220,0.254535
1.633333,-17.387928,-4.189271,1.243956,-1.581928,-0.066454,1.187125,0.171807
1.650000,-17.390169,-4.191021,1.246105,-1.587546,-0.064923,1.189121,0.170606
1.666667,-17.392229,-4.191635,1.248530,-1.593541,-0.063023,1.188603,0.128964
1.683333,-17.393173,-4.193180,1.248646,-1.593033,-0.062097,1.187712,0.108660
1.700000,-17.394703,-4.194650,1.249493,-1.595066,-0.061118,1.188478,0.127295
1.716667,-17.396734,-4.195850,1.251121,-1.599380,-0.059675,1.190725,0.141564
1.733333,-17.399147,-4.196343,1.253535,-1.605641,-0.057591,1.194179,0.147754
1.750000,-17.402494,-4.196613,1.255932,-1.612114,-0.055570,1.195738,0.201498
1.766667,-17.405012,-4.197501,1.256895,-1.614244,-0.053308,1.195224,0.160180
1.783333,-17.407181,-4.198554,1.258121,-1.616466,-0.051777,1.192711,0.144643
1.800000,-17.409382,-4.200547,1.258559,-1.617620,-0.052315,1.189474,0.178166
1.816667,-17.410801,-4.202088,1.258348,-1.617369,-0.052909,1.187777,0.125698
1.833333,-17.411503,-4.203714,1.257389,-1.613763,-0.051636,1.186731,0.106236
1.850000,-17.413227,-4.204673,1.258186,-1.615518,-0.050787,1.188016,0.118377
1.866667,-17.414677,-4.205281,1.258986,-1.617108,-0.049654,1.189283,0.094326
1.883333,-17.415028,-4.205965,1.258780,-1.615826,-0.047319,1.187775,0.046090
1.900000,-17.414085,-4.206129,1.257755,-1.612400,-0.044026,1.185423,0.057384
1.916667,-17.412764,-4.206066,1.256997,-1.609798,-0.042021,1.184313,0.079397
1.933333,-17.411171,-4.205835,1.255771,-1.606452,-0.039276,1.183313,0.096556
1.950000,-17.410404,-4.206027,1.255212,-1.604788,-0.038236,1.182140,0.047428
1.966667,-17.410856,-4.206278,1.255226,-1.605018,-0.038055,1.182901,0.031018
1.983333,-17.411154,-4.206259,1.255363,-1.605577,-0.038012,1.183360,0.017888
2.000000,-17.410357,-4.206893,1.254632,-1.602955,-0.038298,1.179547,0.061107
2.016667,-17.410114,-4.207528,1.254244,-1.601519,-0.038626,1.179653,0.040786
2.033333,-17.410450,-4.207829,1.254291,-1.601861,-0.038513,1.181622,0.027029
2.050000,-17.411684,-4.206876,1.255649,-1.605515,-0.037453,1.182032,0.093524
2.066667,-17.411798,-4.206985,1.255708,-1.605669,-0.037465,1.181674,0.009451
2.083333,-17.411894,-4.207186,1.255673,-1.605649,-0.037561,1.181281,0.013387
2.100000,-17.411936,-4.207222,1.255695,-1.605699,-0.037517,1.181195,0.003290
2.116667,-17.411915,-4.207418,1.255568,-1.605439,-0.037527,1.181537,0.011854
2.133333,-17.412306,-4.207705,1.255511,-1.605485,-0.037450,1.182948,0.029104
2.150000,-17.413183,-4.207892,1.255942,-1.606371,-0.036598,1.185767,0.053830
2.166667,-17.413326,-4.207906,1.256220,-1.606451,-0.035709,1.189214,0.008623
2.183333,-17.413612,-4.207509,1.256899,-1.607789,-0.034786,1.191662,0.029371
2.200000,-17.417727,-4.211520,1.259601,-1.613535,-0.044278,1.190714,0.344755
2.216667,-17.421375,-4.214880,1.262016,-1.618549,-0.049933,1.190419,0.297600
2.233333,-17.421568,-4.214178,1.262257,-1.620196,-0.045635,1.187282,0.043672
2.250000,-17.422077,-4.214951,1.262581,-1.620445,-0.044464,1.185648,0.055538
2.266667,-17.424244,-4.217047,1.264020,-1.622649,-0.045370,1.182519,0.180885
2.283333,-17.429676,-4.219921,1.268735,-1.632440,-0.051165,1.178717,0.368731
2.300000,-17.431751,-4.220737,1.270145,-1.635430,-0.049810,1.174954,0.133778
2.316667,-17.431137,-4.219350,1.269803,-1.635710,-0.044658,1.172965,0.090994
2.333333,-17.430244,-4.217642,1.269178,-1.635888,-0.039448,1.170779,0.115633
2.350000,-17.430889,-4.217802,1.269701,-1.637301,-0.038848,1.169393,0.039858
2.366667,-17.429396,-4.217490,1.268161,-1.633238,-0.039088,1.172415,0.091540
2.383333,-17.430378,-4.217075,1.269117,-1.635896,-0.037717,1.171105,0.063978
2.400000,-17.432240,-4.217868,1.270390,-1.638464,-0.038145,1.168821,0.121395
2.416667,-17.432625,-4.217837,1.270808,-1.639132,-0.037165,1.168091,0.023189
2.433333,-17.432844,-4.217896,1.270905,-1.639432,-0.036288,1.167288,0.013623
2.450000,-17.432844,-4.218143,1.270875,-1.639308,-0.036036,1.166517,0.014820
2.466667,-17.432608,-4.218524,1.270622,-1.638714,-0.035935,1.165698,0.026906
2.483333,-17.432943,-4.218896,1.270819,-1.639532,-0.035039,1.163577,0.030083
2.500000,-17.433929,-4.217936,1.271829,-1.643527,-0.028932,1.158041,0.082588
2.516667,-17.435215,-4.217191,1.273130,-1.647806,-0.022175,1.150695,0.089144
2.533333,-17.438211,-4.218673,1.274810,-1.655528,-0.025786,1.148919,0.200574
2.550000,-17.438334,-4.218818,1.274683,-1.657517,-0.025217,1.148529,0.011349
2.566667,-17.439138,-4.220100,1.275212,-1.659626,-0.027369,1.147928,0.090835
2.583333,-17.437069,-4.220985,1.273053,-1.653087,-0.026397,1.146059,0.135057
2.600000,-17.433855,-4.222915,1.269564,-1.640862,-0.027093,1.146119,0.224909
2.616667,-17.431623,-4.225206,1.266904,-1.631128,-0.029268,1.145618,0.191923
2.633333,-17.430614,-4.225839,1.265893,-1.628752,-0.028460,1.144291,0.071459
2.650000,-17.429482,-4.226880,1.264619,-1.625413,-0.029310,1.144156,0.092294
2.666667,-17.430750,-4.227970,1.265625,-1.627945,-0.028091,1.139536,0.100364
2.683333,-17.430311,-4.229112,1.264900,-1.625825,-0.029370,1.139048,0.073376
2.700000,-17.429890,-4.230033,1.264230,-1.624282,-0.029884,1.138118,0.060812
2.716667,-17.428984,-4.230731,1.263306,-1.621714,-0.030589,1.138167,0.068607
2.733333,-17.428148,-4.231600,1.262296,-1.619187,-0.031379,1.137993,0.072318
2.750000,-17.427271,-4.232640,1.261253,-1.616479,-0.032232,1.137474,0.081639
2.766667,-17.426235,-4.233836,1.260030,-1.613229,-0.032997,1.136676,0.094922
2.783333,-17.425665,-4.234564,1.259385,-1.611140,-0.033204,1.136566,0.055493
2.800000,-17.425606,-4.235751,1.258681,-1.608840,-0.033327,1.136484,0.071299
2.816667,-17.426020,-4.236589,1.258686,-1.608411,-0.032842,1.138282,0.056093
2.833333,-17.427170,-4.236474,1.259592,-1.610803,-0.032120,1.138837,0.069354
2.850000,-17.432085,-4.238828,1.264987,-1.621635,-0.041172,1.139204,0.327007
2.866667,-17.436829,-4.241929,1.268679,-1.628989,-0.047832,1.138000,0.340031
2.883333,-17.438971,-4.240725,1.271018,-1.636829,-0.039646,1.132848,0.147429
2.900000,-17.442932,-4.240308,1.274825,-1.647090,-0.037145,1.130480,0.239008
2.916667,-17.445486,-4.241203,1.277045,-1.651340,-0.033853,1.128744,0.162383
2.933333,-17.449083,-4.240776,1.280402,-1.660505,-0.027576,1.125890,0.217353
2.950000,-17.454788,-4.241904,1.285191,-1.672309,-0.030075,1.124382,0.348922
2.966667,-17.457287,-4.242163,1.287216,-1.676492,-0.027658,1.124353,0.150717
2.983333,-17.460390,-4.241999,1.289971,-1.683511,-0.024878,1.124740,0.186455
3.000000,-17.463669,-4.241828,1.292876,-1.690975,-0.021939,1.125465,0.196990
3.016667,-17.467829,-4.241129,1.296688,-1.701761,-0.018688,1.126759,0.253095
3.033333,-17.471048,-4.240112,1.299881,-1.709840,-0.015065,1.129186,0.202586
3.050000,-17.475124,-4.237964,1.304134,-1.721825,-0.010977,1.131485,0.276432
3.066667,-17.480349,-4.236567,1.308667,-1.735043,-0.007505,1.132643,0.324462
3.083333,-17.485802,-4.235083,1.313433,-1.748357,-0.002808,1.131748,0.339092
3.100000,-17.491625,-4.232312,1.318614,-1.764583,0.004271,1.130331,0.386939
3.116667,-17.497665,-4.230696,1.323205,-1.777195,0.006365,1.130214,0.375172
3.133333,-17.503443,-4.228540,1.327320,-1.789202,0.010563,1.129162,0.369998
3.150000,-17.509605,-4.226133,1.331609,-1.802158,0.014768,1.128294,0.396963
3.166667,-17.514313,-4.224160,1.335030,-1.811971,0.016418,1.127634,0.306249
3.183333,-17.517164,-4.222617,1.337117,-1.817998,0.017121,1.127028,0.194533
3.200000,-17.518360,-4.221324,1.338288,-1.821060,0.018437,1.126796,0.105642
3.216667,-17.518076,-4.220270,1.338675,-1.821380,0.020559,1.126631,0.065543
3.233333,-17.516350,-4.219344,1.338392,-1.819147,0.023670,1.126477,0.117518
3.250000,-17.516304,-4.219503,1.338368,-1.819393,0.023848,1.126757,0.009915
3.266667,-17.518320,-4.219984,1.339167,-1.823391,0.024080,1.123240,0.124354
3.283333,-17.520355,-4.220654,1.339878,-1.827436,0.023793,1.119018,0.128573
3.300000,-17.523033,-4.221454,1.340722,-1.833226,0.023004,1.114357,0.167678
3.316667,-17.525236,-4.222582,1.341241,-1.838480,0.021356,1.110932,0.148504
3.333333,-17.527029,-4.223713,1.341537,-1.844826,0.017669,1.111680,0.127192
3.350000,-17.527472,-4.224545,1.341584,-1.847517,0.017411,1.110739,0.056520
3.366667,-17.527107,-4.225100,1.341240,-1.847712,0.015881,1.112395,0.039835
3.383333,-17.527298,-4.225337,1.341300,-1.848119,0.015747,1.111999,0.018253
3.400000,-17.527613,-4.225369,1.341450,-1.848504,0.015976,1.111493,0.018983
3.416667,-17.528078,-4.225238,1.341705,-1.848838,0.016672,1.110634,0.029003
3.433333,-17.528448,-4.225104,1.341979,-1.848974,0.017952,1.108574,0.023612
3.450000,-17.529522,-4.225298,1.342410,-1.850921,0.018231,1.106093,0.065474
3.466667,-17.529972,-4.225518,1.342609,-1.851843,0.018665,1.104776,0.030044
3.483333,-17.530422,-4.225585,1.342921,-1.852222,0.019780,1.103477,0.027308
3.500000,-17.530931,-4.226111,1.343128,-1.853657,0.019749,1.101640,0.043926
3.516667,-17.530636,-4.226473,1.343011,-1.853478,0.019427,1.102227,0.028039
3.533333,-17.530962,-4.226545,1.343238,-1.853843,0.020415,1.101283,0.020041
3.550000,-17.531666,-4.226772,1.343570,-1.855234,0.021605,1.098246,0.044370
3.566667,-17.531717,-4.227607,1.343531,-1.854763,0.022107,1.095959,0.050220
3.583333,-17.532055,-4.227432,1.343915,-1.857452,0.022810,1.095007,0.022816
3.600000,-17.532900,-4.228217,1.344214,-1.858950,0.022028,1.094017,0.069195
3.616667,-17.532625,-4.228190,1.344074,-1.859667,0.022999,1.093144,0.016557
3.633333,-17.532619,-4.228446,1.344054,-1.860408,0.023251,1.092249,0.015310
3.650000,-17.533169,-4.229442,1.344345,-1.860624,0.022114,1.091460,0.068252
3.666667,-17.532820,-4.229045,1.344097,-1.861647,0.023512,1.091055,0.031684
3.683333,-17.533354,-4.230128,1.344431,-1.861535,0.022055,1.090403,0.072420
3.700000,-17.533714,-4.230503,1.344650,-1.861735,0.022542,1.089990,0.031222
3.716667,-17.534716,-4.230725,1.345146,-1.862355,0.023793,1.088258,0.061543
3.733333,-17.536203,-4.231121,1.345848,-1.863082,0.025318,1.086704,0.092361
3.750000,-17.537766,-4.231576,1.346682,-1.863138,0.027446,1.085116,0.097636
3.766667,-17.538401,-4.231510,1.347314,-1.862395,0.032999,1.081941,0.038316
3.783333,-17.539299,-4.232123,1.347726,-1.862999,0.034300,1.078062,0.065246
3.800000,-17.540133,-4.232544,1.347909,-1.865156,0.035067,1.074163,0.056029
3.816667,-17.540398,-4.232901,1.347846,-1.867492,0.036476,1.070304,0.026665
3.833333,-17.540165,-4.233307,1.347589,-1.869840,0.038162,1.066378,0.028091
3.850000,-17.539486,-4.233993,1.347296,-1.870682,0.037645,1.066417,0.057921
3.866667,-17.539560,-4.237066,1.347465,-1.869376,0.030374,1.069520,0.184447
3.883333,-17.539333,-4.236093,1.347265,-1.870843,0.034442,1.068278,0.059988
3.900000,-17.537401,-4.235512,1.346894,-1.868625,0.037421,1.067881,0.121045
3.916667,-17.536867,-4.235733,1.346625,-1.868745,0.036461,1.069893,0.034674
3.933333,-17.535418,-4.235652,1.346183,-1.867540,0.036273,1.072812,0.087109
3.950000,-17.536240,-4.238379,1.346960,-1.864475,0.031432,1.072344,0.170895
3.966667,-17.537224,-4.237437,1.347280,-1.866050,0.037601,1.066011,0.081770
3.983333,-17.537888,-4.237260,1.347597,-1.866704,0.040975,1.059745,0.041216
4.000000,-17.540014,-4.238853,1.347311,-1.868441,0.039546,1.054508,0.159451
4.016667,-17.540100,-4.241401,1.346035,-1.864249,0.038441,1.051344,0.152923
4.033333,-17.543175,-4.242007,1.349021,-1.870350,0.036941,1.053961,0.188029
4.050000,-17.544197,-4.242303,1.349205,-1.871869,0.043105,1.052991,0.063862
4.066667,-17.545053,-4.243845,1.349323,-1.872951,0.043171,1.050408,0.105861
4.083333,-17.544640,-4.244808,1.349306,-1.871645,0.043846,1.051359,0.062850
4.100000,-17.541540,-4.247699,1.347098,-1.858021,0.045149,1.050934,0.254309
4.116667,-17.545952,-4.248143,1.349942,-1.866816,0.042472,1.048747,0.266041
4.133333,-17.547329,-4.248592,1.350264,-1.867364,0.043209,1.046878,0.086902
4.150000,-17.548742,-4.249334,1.350527,-1.866927,0.043895,1.046163,0.095776
4.166667,-17.549259,-4.250017,1.350733,-1.863984,0.046693,1.044817,0.051384
4.183333,-17.550076,-4.250588,1.350962,-1.861340,0.048784,1.044582,0.059782
4.200000,-17.552515,-4.252464,1.352129,-1.858658,0.047716,1.042642,0.184641
4.216667,-17.553413,-4.251472,1.352513,-1.857565,0.054134,1.040610,0.080313
4.233333,-17.554394,-4.251910,1.352905,-1.857015,0.054854,1.038048,0.064431
4.250000,-17.554783,-4.252188,1.353020,-1.857125,0.054647,1.037055,0.028692
4.266667,-17.554491,-4.252261,1.352885,-1.857686,0.054815,1.037077,0.018048
4.283333,-17.554129,-4.252608,1.352651,-1.859102,0.054702,1.037070,0.030130
4.300000,-17.553394,-4.253117,1.352279,-1.860832,0.054620,1.037074,0.053586
4.316667,-17.554071,-4.255947,1.352640,-1.860272,0.050125,1.035945,0.174594
4.333333,-17.553194,-4.255314,1.352166,-1.862122,0.053051,1.035603,0.064888
4.350000,-17.554054,-4.257369,1.352576,-1.861494,0.049880,1.033988,0.133650
4.366667,-17.553473,-4.256403,1.352224,-1.863019,0.053450,1.033064,0.067662
4.383333,-17.552643,-4.255809,1.351948,-1.863841,0.057045,1.029587,0.061229
4.400000,-17.553564,-4.258285,1.352363,-1.863776,0.052604,1.027002,0.158522
4.416667,-17.552717,-4.257453,1.351803,-1.866186,0.055492,1.026408,0.071214
4.433333,-17.552460,-4.257786,1.351644,-1.867235,0.057316,1.022443,0.025248
4.450000,-17.552849,-4.258947,1.351571,-1.869133,0.056923,1.019544,0.073446
4.466667,-17.552727,-4.260186,1.351597,-1.868448,0.055139,1.020352,0.074718
4.483333,-17.552528,-4.259727,1.351430,-1.869517,0.056996,1.018811,0.030039
4.500000,-17.552666,-4.260379,1.351375,-1.870369,0.057277,1.016600,0.039997
4.516667,-17.552027,-4.260861,1.351226,-1.870085,0.057886,1.015725,0.048043
4.533333,-17.551287,-4.261296,1.351072,-1.869447,0.058107,1.015757,0.051502
4.550000,-17.551580,-4.261384,1.351134,-1.869592,0.058412,1.014908,0.018402
4.566667,-17.551702,-4.261470,1.351145,-1.869826,0.058564,1.014402,0.008953
4.583333,-17.550821,-4.261807,1.351028,-1.868494,0.059099,1.014141,0.056599
4.600000,-17.550436,-4.261826,1.350904,-1.868498,0.058648,1.015704,0.023144
4.616667,-17.550659,-4.261871,1.350971,-1.868490,0.058549,1.015825,0.013668
4.633333,-17.550634,-4.261922,1.350962,-1.868516,0.058579,1.015866,0.003378
4.650000,-17.550970,-4.262245,1.351056,-1.868636,0.058619,1.015436,0.027963
4.666667,-17.551178,-4.262363,1.351118,-1.868802,0.058901,1.014787,0.014351
4.683333,-17.551180,-4.262328,1.351148,-1.868743,0.058755,1.015233,0.002149
4.700000,-17.551332,-4.262382,1.351197,-1.868733,0.058796,1.015081,0.009719
4.716667,-17.551235,-4.262333,1.351169,-1.868590,0.058840,1.015216,0.006538
4.733333,-17.551161,-4.262275,1.351130,-1.868487,0.058899,1.015279,0.005648
4.750000,-17.551008,-4.262250,1.351086,-1.868214,0.059098,1.015303,0.009280
4.766667,-17.551256,-4.262417,1.351084,-1.868747,0.058955,1.014719,0.017949
4.783333,-17.550909,-4.262520,1.351036,-1.868132,0.059467,1.014153,0.021726
4.800000,-17.550650,-4.262264,1.351168,-1.868200,0.060182,1.014050,0.021890
4.816667,-17.550724,-4.262643,1.350987,-1.868168,0.059980,1.013330,0.023207
4.833333,-17.550619,-4.262754,1.350936,-1.868261,0.059866,1.013525,0.009147
4.850000,-17.550650,-4.262785,1.350934,-1.868371,0.059787,1.013606,0.002610
4.866667,-17.550831,-4.262958,1.350946,-1.868700,0.059974,1.012765,0.015035
4.883333,-17.549902,-4.263270,1.350819,-1.867283,0.059712,1.014144,0.058799
4.900000,-17.549753,-4.263289,1.350782,-1.867184,0.059737,1.014675,0.008999
4.916667,-17.549774,-4.263350,1.350800,-1.867168,0.059842,1.014510,0.003818
4.933333,-17.549959,-4.263473,1.350863,-1.867224,0.059717,1.014802,0.013331
4.950000,-17.550205,-4.263600,1.350963,-1.867066,0.059592,1.015384,0.016622
4.966667,-17.550182,-4.263607,1.350981,-1.867071,0.059600,1.015457,0.001431
4.983333,-17.550215,-4.263700,1.350974,-1.867132,0.059866,1.014830,0.005908
5.000000,-17.550219,-4.263672,1.350955,-1.867129,0.059851,1.014833,0.001647
5.016667,-17.550014,-4.263600,1.350892,-1.866837,0.059827,1.015291,0.012985
5.033333,-17.550116,-4.263701,1.350870,-1.867065,0.059931,1.014730,0.008558
5.050000,-17.549952,-4.263730,1.350831,-1.866836,0.060344,1.014204,0.009991
5.066667,-17.549990,-4.263788,1.350828,-1.866960,0.060432,1.013838,0.004198
5.083333,-17.549952,-4.263845,1.350820,-1.866937,0.060625,1.013471,0.004102
5.100000,-17.550028,-4.263943,1.350813,-1.867144,0.060656,1.013099,0.007463
5.116667,-17.549322,-4.264172,1.350710,-1.866120,0.061139,1.013029,0.044506
5.133333,-17.549480,-4.264308,1.350698,-1.866624,0.060926,1.012914,0.012537
5.150000,-17.549677,-4.264470,1.350762,-1.866451,0.061194,1.012556,0.015265
5.166667,-17.549080,-4.264290,1.350608,-1.866638,0.061986,1.010496,0.037400
5.183333,-17.547768,-4.264817,1.350363,-1.865192,0.061693,1.011840,0.084835
5.200000,-17.547733,-4.265133,1.350270,-1.865219,0.061935,1.010954,0.019080
5.216667,-17.546780,-4.265248,1.350231,-1.863990,0.062276,1.011887,0.057638
5.233333,-17.546997,-4.265365,1.350265,-1.864649,0.062047,1.011797,0.014797
5.250000,-17.546938,-4.265274,1.350279,-1.864629,0.062018,1.012110,0.006515
5.266667,-17.546953,-4.265382,1.350235,-1.864677,0.062193,1.011634,0.006587
5.283333,-17.546999,-4.265417,1.350207,-1.864573,0.062415,1.011008,0.003433
5.300000,-17.546864,-4.265409,1.350161,-1.864215,0.062885,1.010377,0.008140
5.316667,-17.546909,-4.265423,1.350163,-1.863971,0.063350,1.009410,0.002878
5.333333,-17.546806,-4.265730,1.350171,-1.863435,0.063686,1.008195,0.019461
