t,x,y,z,roll,pitch,yaw,v
0.716667,-18.852030,-5.553283,0.403603,-0.109164,0.041872,-0.271461,0.506825
0.733333,-18.842554,-5.553016,0.401837,-0.106418,0.039906,-0.275439,0.568768
0.750000,-18.833784,-5.553188,0.400631,-0.102949,0.039052,-0.279475,0.526301
0.766667,-18.825054,-5.553980,0.399809,-0.101025,0.039239,-0.282190,0.525947
0.783333,-18.815557,-5.554639,0.398397,-0.097515,0.038001,-0.283880,0.571172
0.800000,-18.806833,-5.554731,0.397488,-0.093281,0.036453,-0.286101,0.523482
0.816667,-18.798208,-5.555799,0.396958,-0.093111,0.034524,-0.288212,0.521455
0.833333,-18.789534,-5.555816,0.395747,-0.088256,0.033671,-0.290368,0.520478
0.850000,-18.780518,-5.557578,0.395637,-0.088539,0.032327,-0.290797,0.551189
0.866667,-18.771944,-5.558286,0.394650,-0.086141,0.031749,-0.293261,0.516166
0.883333,-18.762524,-5.559668,0.394474,-0.086118,0.029143,-0.293461,0.571273
0.900000,-18.753159,-5.561218,0.394366,-0.087438,0.026182,-0.294421,0.569546
0.916667,-18.743860,-5.562847,0.394589,-0.089272,0.023444,-0.295285,0.566400
0.933333,-18.734848,-5.564022,0.394434,-0.090322,0.020736,-0.297415,0.545309
0.950000,-18.725689,-5.564262,0.392755,-0.087229,0.018979,-0.299135,0.549734
0.966667,-18.717426,-5.564933,0.392618,-0.086420,0.020774,-0.300867,0.497387
0.983333,-18.708410,-5.565713,0.391682,-0.084869,0.021553,-0.301632,0.542986
1.000000,-18.701237,-5.566801,0.392713,-0.089708,0.023927,-0.306607,0.435332
1.016667,-18.693459,-5.566443,0.391852,-0.088925,0.025435,-0.312188,0.467184
1.033333,-18.685581,-5.566693,0.392186,-0.090803,0.027095,-0.316657,0.472879
1.050000,-18.677874,-5.567463,0.393318,-0.094434,0.029982,-0.320925,0.464758
1.066667,-18.668520,-5.568134,0.392665,-0.094769,0.026183,-0.324998,0.562662
1.083333,-18.660044,-5.568872,0.393478,-0.097437,0.024854,-0.329912,0.510500
1.100000,-18.650997,-5.569514,0.393454,-0.098007,0.022163,-0.334681,0.544156
1.116667,-18.642172,-5.570365,0.393806,-0.099038,0.020023,-0.339247,0.531975
1.133333,-18.633942,-5.571182,0.393622,-0.098100,0.018698,-0.343490,0.496241
1.150000,-18.625160,-5.572057,0.391901,-0.095443,0.014764,-0.347862,0.529495
1.166667,-18.617424,-5.573531,0.391767,-0.096314,0.013635,-0.351924,0.472522
1.183333,-18.608845,-5.575125,0.391622,-0.095806,0.011628,-0.354834,0.523565
1.200000,-18.599894,-5.577244,0.391095,-0.096109,0.008274,-0.357483,0.551916
1.216667,-18.591314,-5.578446,0.390457,-0.093248,0.007302,-0.360027,0.519784
1.233333,-18.582752,-5.581366,0.390697,-0.095485,0.005652,-0.361100,0.542772
1.250000,-18.574423,-5.583822,0.390834,-0.095673,0.005804,-0.361887,0.521031
1.266667,-18.566740,-5.587560,0.393152,-0.101154,0.007922,-0.361462,0.512644
1.283333,-18.558126,-5.591510,0.394558,-0.104986,0.008231,-0.360093,0.568569
1.300000,-18.550646,-5.593969,0.395141,-0.105813,0.011103,-0.362013,0.472457
1.316667,-18.542028,-5.596920,0.395549,-0.107057,0.010379,-0.362019,0.546523
1.333333,-18.533394,-5.598915,0.394403,-0.105778,0.007340,-0.363853,0.531724
1.350000,-18.524950,-5.601351,0.393669,-0.106183,0.003723,-0.365877,0.527294
1.366667,-18.516945,-5.603545,0.393749,-0.106450,0.002359,-0.368260,0.498020
1.383333,-18.508221,-5.606209,0.393568,-0.106724,-0.000050,-0.369317,0.547315
1.400000,-18.499311,-5.609029,0.393220,-0.107061,-0.002632,-0.370121,0.560684
1.416667,-18.490425,-5.612595,0.393119,-0.108489,-0.005953,-0.370087,0.574504
1.433333,-18.481083,-5.615257,0.391242,-0.105292,-0.012538,-0.371538,0.582846
1.450000,-18.473423,-5.617781,0.390435,-0.104285,-0.014891,-0.373196,0.483909
1.466667,-18.466570,-5.622185,0.392209,-0.113110,-0.017392,-0.374935,0.488758
1.483333,-18.459728,-5.625398,0.393857,-0.118639,-0.017406,-0.376632,0.453511
1.500000,-18.451559,-5.628085,0.394059,-0.120318,-0.018959,-0.377452,0.515992
1.516667,-18.444065,-5.629766,0.393982,-0.119494,-0.022098,-0.381816,0.460803
1.533333,-18.435368,-5.630355,0.391383,-0.110511,-0.023313,-0.381500,0.523047
1.550000,-18.426920,-5.631595,0.389571,-0.104562,-0.024480,-0.380673,0.512288
1.566667,-18.419640,-5.632446,0.388305,-0.100132,-0.026991,-0.384487,0.439796
1.583333,-18.411606,-5.633728,0.387382,-0.096242,-0.029658,-0.385502,0.488121
1.600000,-18.404289,-5.633722,0.385511,-0.090173,-0.031865,-0.389632,0.438995
1.616667,-18.397036,-5.635177,0.385446,-0.090152,-0.035145,-0.393210,0.443886
1.633333,-18.389393,-5.637042,0.384693,-0.090861,-0.039685,-0.396287,0.472012
1.650000,-18.382351,-5.638407,0.384860,-0.090815,-0.040964,-0.398994,0.430388
1.666667,-18.374943,-5.640941,0.385320,-0.093829,-0.042664,-0.401217,0.469771
1.683333,-18.367216,-5.642467,0.384853,-0.092964,-0.044148,-0.404593,0.472548
1.700000,-18.360418,-5.644696,0.385810,-0.094691,-0.042601,-0.406767,0.429238
1.716667,-18.353092,-5.647708,0.386636,-0.096750,-0.041057,-0.407594,0.475283
1.733333,-18.345680,-5.651284,0.387312,-0.099471,-0.038373,-0.407522,0.493766
1.750000,-18.336872,-5.653993,0.386573,-0.097611,-0.039843,-0.409880,0.552909
1.766667,-18.328753,-5.657809,0.387165,-0.099948,-0.038558,-0.410288,0.538299
1.783333,-18.319565,-5.662312,0.387759,-0.102969,-0.039065,-0.408539,0.613905
1.800000,-18.311897,-5.666763,0.390457,-0.108992,-0.036882,-0.408160,0.531957
1.816667,-18.303040,-5.670078,0.390987,-0.109867,-0.038802,-0.408466,0.567463
1.833333,-18.294781,-5.673200,0.391664,-0.111230,-0.038896,-0.409383,0.529750
1.850000,-18.285820,-5.675668,0.390015,-0.108950,-0.041939,-0.412240,0.557672
1.866667,-18.277473,-5.678331,0.389890,-0.108332,-0.042731,-0.414087,0.525659
1.883333,-18.269491,-5.682160,0.391047,-0.111664,-0.043093,-0.414548,0.531199
1.900000,-18.261326,-5.685920,0.391752,-0.115345,-0.044510,-0.415494,0.539365
1.916667,-18.252439,-5.689275,0.391600,-0.119755,-0.049162,-0.416459,0.569905
1.933333,-18.243460,-5.692034,0.390950,-0.122630,-0.054564,-0.419530,0.563653
1.950000,-18.235071,-5.693367,0.390470,-0.125657,-0.057076,-0.424291,0.509624
1.966667,-18.228531,-5.694043,0.391310,-0.130007,-0.058532,-0.433331,0.394509
1.983333,-18.221195,-5.694044,0.391474,-0.130028,-0.059503,-0.440151,0.440140
2.000000,-18.214245,-5.694062,0.391781,-0.131084,-0.059998,-0.447506,0.417024
2.016667,-18.207701,-5.692680,0.391667,-0.128251,-0.058537,-0.455937,0.401299
2.033333,-18.201708,-5.691224,0.392029,-0.127144,-0.056971,-0.465774,0.370044
2.050000,-18.195551,-5.690983,0.392781,-0.128345,-0.056256,-0.473814,0.369698
2.066667,-18.189434,-5.691662,0.393758,-0.131570,-0.055584,-0.480635,0.369266
2.083333,-18.182846,-5.692154,0.393977,-0.132143,-0.054485,-0.486638,0.396380
2.100000,-18.177059,-5.693337,0.396500,-0.139059,-0.053075,-0.491998,0.354401
2.116667,-18.170969,-5.694665,0.398558,-0.144839,-0.050424,-0.496668,0.373996
2.133333,-18.164438,-5.694323,0.399203,-0.145383,-0.050076,-0.504163,0.392384
2.150000,-18.157965,-5.694633,0.399840,-0.147922,-0.051106,-0.512250,0.388859
2.166667,-18.151369,-5.695425,0.400679,-0.149604,-0.050424,-0.518948,0.398573
2.183333,-18.144510,-5.696285,0.401215,-0.150385,-0.050024,-0.525585,0.414757
2.200000,-18.137070,-5.697089,0.400440,-0.149928,-0.051492,-0.532953,0.449032
2.216667,-18.129337,-5.698463,0.398385,-0.149644,-0.054724,-0.541118,0.471214
2.233333,-18.122255,-5.700912,0.399090,-0.153830,-0.055803,-0.547912,0.449609
2.250000,-18.114588,-5.701269,0.397069,-0.145412,-0.055899,-0.553874,0.460549
2.266667,-18.107174,-5.703328,0.395655,-0.141650,-0.057882,-0.559177,0.461676
2.283333,-18.099817,-5.705838,0.395485,-0.138391,-0.058682,-0.561982,0.466375
2.300000,-18.093021,-5.709257,0.395655,-0.137356,-0.058988,-0.563927,0.456459
2.316667,-18.086756,-5.714255,0.396703,-0.139095,-0.060715,-0.564312,0.480883
2.333333,-18.080570,-5.718288,0.397175,-0.137930,-0.062059,-0.565652,0.443068
2.350000,-18.074999,-5.722445,0.398321,-0.139361,-0.062852,-0.566414,0.417081
2.366667,-18.070032,-5.726080,0.399582,-0.140343,-0.063082,-0.568680,0.369286
2.383333,-18.064507,-5.728688,0.399478,-0.136523,-0.062364,-0.571124,0.366592
2.400000,-18.059151,-5.731192,0.399599,-0.133851,-0.062001,-0.574868,0.354745
2.416667,-18.054001,-5.734324,0.400082,-0.131791,-0.060137,-0.577309,0.361644
2.433333,-18.048897,-5.738158,0.401319,-0.131908,-0.059087,-0.578471,0.383028
2.450000,-18.043089,-5.742229,0.402556,-0.131562,-0.058432,-0.576982,0.425562
2.466667,-18.037184,-5.747194,0.403743,-0.132962,-0.058447,-0.574558,0.462878
2.483333,-18.031528,-5.751726,0.404909,-0.133765,-0.057389,-0.573426,0.434824
2.500000,-18.025276,-5.757178,0.406465,-0.135993,-0.056771,-0.570886,0.497737
2.516667,-18.019148,-5.762121,0.408057,-0.137275,-0.056065,-0.569349,0.472396
2.533333,-18.013189,-5.766215,0.409074,-0.137565,-0.056796,-0.570081,0.433789
2.550000,-18.007675,-5.769773,0.410727,-0.138049,-0.056230,-0.571601,0.393734
2.566667,-18.001638,-5.773088,0.411728,-0.137218,-0.056203,-0.573036,0.413237
2.583333,-17.995901,-5.776440,0.413157,-0.137633,-0.054869,-0.574779,0.398661
2.600000,-17.990013,-5.779702,0.414637,-0.138317,-0.053510,-0.576865,0.403873
2.616667,-17.984360,-5.782480,0.415977,-0.138887,-0.052030,-0.580598,0.377944
2.633333,-17.978809,-5.786354,0.418053,-0.143916,-0.051710,-0.584054,0.406113
2.650000,-17.971821,-5.790224,0.419211,-0.146143,-0.052976,-0.585356,0.479325
2.666667,-17.964422,-5.793493,0.418548,-0.142851,-0.053876,-0.587161,0.485310
2.683333,-17.957291,-5.796605,0.416942,-0.137083,-0.055952,-0.588344,0.466867
2.700000,-17.950996,-5.799980,0.416852,-0.135838,-0.057209,-0.589941,0.428522
2.716667,-17.944969,-5.803743,0.417605,-0.137703,-0.058131,-0.591888,0.426319
2.733333,-17.938292,-5.808436,0.417914,-0.140654,-0.061545,-0.593799,0.489709
2.750000,-17.931694,-5.811940,0.416963,-0.139611,-0.065037,-0.597380,0.448225
2.766667,-17.925253,-5.814477,0.416081,-0.136868,-0.066939,-0.601245,0.415370
2.783333,-17.919949,-5.816886,0.416721,-0.137638,-0.067428,-0.606585,0.349532
2.800000,-17.914230,-5.819045,0.417045,-0.137757,-0.067841,-0.612258,0.366737
2.816667,-17.908615,-5.820011,0.416917,-0.133712,-0.066241,-0.617829,0.341864
2.833333,-17.902884,-5.821177,0.416868,-0.130824,-0.065199,-0.623359,0.350932
2.850000,-17.896639,-5.823052,0.416633,-0.129512,-0.066532,-0.628254,0.391211
2.866667,-17.890175,-5.825002,0.416308,-0.128763,-0.068972,-0.633349,0.405108
2.883333,-17.884007,-5.826997,0.416573,-0.129663,-0.071178,-0.638829,0.388970
2.900000,-17.877548,-5.827687,0.415857,-0.126309,-0.073638,-0.646043,0.389702
2.916667,-17.871317,-5.828898,0.415668,-0.125411,-0.076341,-0.652713,0.380881
2.933333,-17.865707,-5.829541,0.416015,-0.125124,-0.078026,-0.660263,0.338773
2.950000,-17.860369,-5.829317,0.416287,-0.123977,-0.078516,-0.668051,0.320603
2.966667,-17.854706,-5.829247,0.416101,-0.123798,-0.081040,-0.676860,0.339801
2.983333,-17.848913,-5.829035,0.415657,-0.123530,-0.084089,-0.685922,0.347790
3.000000,-17.843685,-5.829132,0.416010,-0.124108,-0.085840,-0.693847,0.313737
3.016667,-17.838421,-5.829056,0.416264,-0.124771,-0.087846,-0.702573,0.315890
3.033333,-17.832796,-5.828326,0.416083,-0.123492,-0.089893,-0.711987,0.340317
3.050000,-17.827663,-5.828699,0.416582,-0.125940,-0.091843,-0.719858,0.308774
3.066667,-17.822481,-5.829031,0.416609,-0.126399,-0.095765,-0.727489,0.311571
3.083333,-17.817381,-5.828272,0.416155,-0.125115,-0.098634,-0.736439,0.309382
3.100000,-17.812454,-5.826492,0.415359,-0.123429,-0.100795,-0.747577,0.314303
3.116667,-17.807434,-5.824362,0.414681,-0.122403,-0.102684,-0.759657,0.327200
3.133333,-17.802183,-5.821845,0.414144,-0.121273,-0.105029,-0.772691,0.349387
3.150000,-17.796852,-5.819480,0.413580,-0.121090,-0.108033,-0.786030,0.349916
3.166667,-17.791302,-5.816576,0.412895,-0.119682,-0.111490,-0.800333,0.375863
3.183333,-17.786127,-5.812969,0.412257,-0.116747,-0.114249,-0.814361,0.378456
3.200000,-17.781569,-5.810313,0.412003,-0.115561,-0.117282,-0.826304,0.316552
3.216667,-17.777260,-5.807350,0.411867,-0.114842,-0.120018,-0.838964,0.313753
3.233333,-17.772465,-5.803689,0.410815,-0.113217,-0.123197,-0.853499,0.361944
3.250000,-17.767025,-5.798904,0.408996,-0.109206,-0.126852,-0.870437,0.434691
3.266667,-17.761593,-5.793109,0.407065,-0.105047,-0.129508,-0.889400,0.476596
3.283333,-17.756065,-5.786211,0.405018,-0.100512,-0.131262,-0.910556,0.530385
3.300000,-17.750095,-5.778628,0.402633,-0.093919,-0.132365,-0.931849,0.579025
3.316667,-17.745386,-5.773895,0.401432,-0.097029,-0.136485,-0.950094,0.400605
3.333333,-17.739267,-5.768381,0.399798,-0.095256,-0.141504,-0.968290,0.494228
3.350000,-17.733076,-5.762164,0.397821,-0.091709,-0.146815,-0.987618,0.526439
3.366667,-17.725304,-5.753687,0.393290,-0.080411,-0.152138,-1.012517,0.690042
3.383333,-17.717911,-5.744924,0.389405,-0.071359,-0.155404,-1.037022,0.687911
3.400000,-17.708803,-5.735906,0.384939,-0.058028,-0.158207,-1.060364,0.768991
3.416667,-17.700294,-5.726062,0.380551,-0.044401,-0.160143,-1.087955,0.780710
3.433333,-17.693438,-5.716051,0.378458,-0.036815,-0.159783,-1.116388,0.728035
3.450000,-17.686779,-5.708523,0.377358,-0.032882,-0.159250,-1.138060,0.603028
3.466667,-17.678522,-5.700950,0.373758,-0.020156,-0.159339,-1.160402,0.672219
3.483333,-17.672855,-5.694631,0.372852,-0.017763,-0.159763,-1.182043,0.509287
3.500000,-17.666658,-5.688303,0.370963,-0.012693,-0.159120,-1.202646,0.531382
3.516667,-17.659735,-5.681797,0.369236,-0.005919,-0.160144,-1.225934,0.570067
3.533333,-17.654009,-5.677838,0.368556,-0.006876,-0.162141,-1.243770,0.417682
3.550000,-17.646538,-5.672909,0.367097,-0.000960,-0.163507,-1.263952,0.537035
3.566667,-17.639603,-5.668926,0.365943,0.003928,-0.164230,-1.281290,0.479851
3.583333,-17.634253,-5.665453,0.365390,0.004072,-0.166618,-1.300840,0.382689
3.600000,-17.626774,-5.660989,0.363803,0.013634,-0.165411,-1.318740,0.522600
3.616667,-17.621428,-5.658744,0.363186,0.014122,-0.167825,-1.334722,0.347899
3.633333,-17.615334,-5.656314,0.362402,0.017023,-0.168945,-1.350996,0.393635
3.650000,-17.608616,-5.653709,0.360758,0.022016,-0.170365,-1.368727,0.432315
3.666667,-17.599962,-5.659930,0.361510,0.022562,-0.180293,-1.360009,0.639455
3.683333,-17.592367,-5.663729,0.361816,0.021884,-0.183581,-1.350355,0.509531
3.700000,-17.585878,-5.665282,0.361426,0.021961,-0.182752,-1.343727,0.400331
3.716667,-17.580811,-5.665220,0.361292,0.020442,-0.178029,-1.338505,0.304092
3.733333,-17.575367,-5.664514,0.361713,0.019612,-0.178647,-1.342367,0.329355
3.750000,-17.569664,-5.663401,0.362022,0.018133,-0.178121,-1.343238,0.348628
3.766667,-17.566111,-5.660675,0.362038,0.018496,-0.181006,-1.349608,0.268718
3.783333,-17.564089,-5.655146,0.362377,0.016517,-0.181515,-1.361522,0.353246
3.800000,-17.560331,-5.648429,0.360954,0.019724,-0.181014,-1.377477,0.461753
3.816667,-17.556499,-5.640862,0.359878,0.022324,-0.178413,-1.394573,0.508936
3.833333,-17.553289,-5.632725,0.359152,0.021965,-0.175715,-1.414373,0.524824
3.850000,-17.551495,-5.623901,0.360358,0.016970,-0.170357,-1.433723,0.540302
3.866667,-17.548586,-5.617852,0.360537,0.016527,-0.169472,-1.450485,0.402729
3.883333,-17.546473,-5.611790,0.361062,0.014571,-0.167337,-1.467220,0.385191
3.900000,-17.543787,-5.606299,0.361479,0.013688,-0.166906,-1.484319,0.366715
3.916667,-17.541725,-5.601937,0.361882,0.012779,-0.166498,-1.497041,0.289491
3.933333,-17.539642,-5.597542,0.362247,0.011964,-0.165973,-1.511812,0.291814
3.950000,-17.537123,-5.592036,0.362645,0.011398,-0.164355,-1.529555,0.363335
3.966667,-17.534950,-5.587531,0.362883,0.010913,-0.162442,-1.544893,0.300071
3.983333,-17.532919,-5.584084,0.363083,0.011196,-0.161256,-1.559506,0.240088
4.000000,-17.531111,-5.581036,0.363203,0.011668,-0.160497,-1.573206,0.212611
4.016667,-17.530420,-5.579971,0.363204,0.011752,-0.160606,-1.575250,0.076167
4.033333,-17.529739,-5.578781,0.363183,0.012384,-0.160412,-1.581374,0.082247
4.050000,-17.531128,-5.579069,0.363114,0.011802,-0.161080,-1.576382,0.085080
4.066667,-17.532795,-5.579700,0.363112,0.010900,-0.161302,-1.570379,0.106954
4.083333,-17.535275,-5.580085,0.362930,0.010089,-0.160682,-1.563164,0.150554
4.100000,-17.537540,-5.581363,0.362786,0.009761,-0.162297,-1.556553,0.156101
4.116667,-17.540255,-5.584236,0.362415,0.009851,-0.163164,-1.544036,0.237136
4.133333,-17.542873,-5.587358,0.362257,0.010073,-0.164204,-1.532973,0.244488
4.150000,-17.545612,-5.591354,0.362147,0.010242,-0.164997,-1.520591,0.290669
4.166667,-17.548609,-5.595791,0.362314,0.008920,-0.166925,-1.510230,0.321264
4.183333,-17.551033,-5.600349,0.362159,0.009686,-0.167203,-1.498370,0.309760
4.200000,-17.553173,-5.605774,0.362067,0.010426,-0.167900,-1.485496,0.349909
4.216667,-17.555708,-5.611565,0.362000,0.011289,-0.168905,-1.473584,0.379247
4.233333,-17.557814,-5.616469,0.362230,0.011243,-0.168520,-1.464506,0.320259
4.250000,-17.559429,-5.621205,0.362166,0.012198,-0.168306,-1.457981,0.300207
4.266667,-17.560415,-5.625484,0.361627,0.015660,-0.168841,-1.449526,0.263449
4.283333,-17.562033,-5.628433,0.361505,0.016838,-0.169624,-1.442336,0.201819
4.300000,-17.563747,-5.631790,0.361552,0.017131,-0.170302,-1.433809,0.226171
4.316667,-17.565308,-5.634959,0.361030,0.019431,-0.171280,-1.428384,0.211964
4.333333,-17.567123,-5.637970,0.360909,0.020357,-0.172051,-1.423152,0.210980
4.350000,-17.569086,-5.640772,0.360994,0.020538,-0.172437,-1.417951,0.205231
4.366667,-17.570927,-5.643687,0.360999,0.021017,-0.173128,-1.411428,0.206843
4.383333,-17.573523,-5.646277,0.361029,0.021351,-0.173597,-1.407015,0.220047
4.400000,-17.576166,-5.649367,0.361219,0.021244,-0.173949,-1.401539,0.243987
4.416667,-17.578609,-5.652914,0.361440,0.021090,-0.174209,-1.394870,0.258411
4.433333,-17.580954,-5.657247,0.361853,0.020600,-0.174978,-1.386934,0.295562
4.450000,-17.583736,-5.662206,0.362330,0.019617,-0.175548,-1.376194,0.341193
4.466667,-17.586267,-5.666677,0.362651,0.019216,-0.175987,-1.366621,0.308253
4.483333,-17.588558,-5.670923,0.362793,0.019330,-0.176326,-1.357502,0.289508
4.500000,-17.591425,-5.675436,0.363438,0.017566,-0.176479,-1.347237,0.320805
4.516667,-17.593740,-5.679381,0.364051,0.016342,-0.176950,-1.339751,0.274454
4.533333,-17.596090,-5.682944,0.364501,0.015288,-0.177424,-1.333291,0.256083
4.550000,-17.598581,-5.686981,0.365278,0.013185,-0.177501,-1.324941,0.284591
4.566667,-17.600760,-5.690831,0.365862,0.011757,-0.177309,-1.317946,0.265407
4.583333,-17.602566,-5.694727,0.366069,0.011334,-0.177856,-1.308929,0.257673
4.600000,-17.604504,-5.698536,0.366461,0.010452,-0.177859,-1.302083,0.256441
4.616667,-17.607174,-5.702765,0.366866,0.009289,-0.178286,-1.292935,0.300069
4.633333,-17.609577,-5.707062,0.367325,0.008307,-0.178774,-1.285065,0.295392
4.650000,-17.611481,-5.711816,0.367194,0.008718,-0.178748,-1.275644,0.307286
4.666667,-17.612978,-5.717490,0.366641,0.010661,-0.179941,-1.265087,0.352059
4.683333,-17.615402,-5.723670,0.367025,0.010065,-0.179954,-1.253414,0.398351
4.700000,-17.618628,-5.728638,0.368318,0.006699,-0.179056,-1.243694,0.355374
4.716667,-17.621700,-5.734007,0.369580,0.003936,-0.178907,-1.233762,0.371176
4.733333,-17.624304,-5.738871,0.370535,0.001992,-0.178948,-1.224595,0.331004
4.750000,-17.626806,-5.744232,0.371708,-0.000447,-0.178491,-1.214705,0.354982
4.766667,-17.628342,-5.749448,0.372458,-0.000493,-0.176995,-1.203000,0.326217
4.783333,-17.629934,-5.754158,0.373242,-0.000935,-0.176110,-1.194618,0.298357
4.800000,-17.631708,-5.758400,0.373928,-0.001316,-0.176035,-1.186325,0.275847
4.816667,-17.633860,-5.762258,0.375095,-0.003087,-0.174514,-1.178941,0.265021
4.833333,-17.635384,-5.767389,0.375939,-0.004088,-0.174267,-1.165911,0.321166
4.850000,-17.637148,-5.772671,0.376852,-0.005639,-0.172131,-1.150419,0.334155
4.866667,-17.639225,-5.777439,0.378013,-0.007364,-0.171543,-1.140290,0.312041
4.883333,-17.641863,-5.781489,0.378980,-0.008870,-0.169927,-1.130307,0.289987
4.900000,-17.644133,-5.786479,0.379783,-0.010510,-0.169965,-1.119967,0.328897
4.916667,-17.647310,-5.790786,0.381669,-0.015323,-0.168128,-1.109820,0.321154
4.933333,-17.649723,-5.794669,0.382763,-0.018036,-0.167049,-1.101033,0.274313
4.950000,-17.651718,-5.798472,0.383752,-0.020423,-0.166549,-1.093013,0.257687
4.966667,-17.653591,-5.801660,0.384566,-0.021941,-0.165845,-1.086760,0.221832
4.983333,-17.655397,-5.804425,0.385279,-0.023446,-0.165220,-1.081606,0.198147
5.000000,-17.656868,-5.807679,0.386173,-0.025441,-0.164688,-1.074509,0.214275
5.016667,-17.658199,-5.810699,0.386988,-0.027151,-0.164290,-1.067955,0.198042
5.033333,-17.659622,-5.812912,0.387734,-0.029043,-0.163818,-1.063922,0.157834
5.050000,-17.660606,-5.814467,0.388014,-0.029358,-0.163089,-1.060749,0.110440
5.066667,-17.661537,-5.816746,0.388607,-0.030997,-0.162762,-1.055802,0.147668
5.083333,-17.662422,-5.818944,0.388986,-0.031223,-0.162680,-1.051612,0.142155
5.100000,-17.663305,-5.820552,0.389279,-0.031763,-0.162302,-1.048598,0.110092
5.116667,-17.664185,-5.822231,0.389650,-0.032873,-0.162607,-1.046142,0.113741
5.133333,-17.664665,-5.822893,0.389713,-0.032900,-0.162237,-1.044946,0.049078
5.150000,-17.665035,-5.824276,0.390063,-0.034035,-0.162040,-1.041632,0.085916
5.166667,-17.665367,-5.825232,0.390234,-0.034535,-0.161833,-1.039429,0.060694
5.183333,-17.665815,-5.826097,0.390406,-0.034913,-0.161918,-1.038194,0.058453
5.200000,-17.665779,-5.827429,0.390734,-0.035710,-0.162262,-1.035000,0.079938
