env,coverage,sigma,policy,alpha,run,found,nominal_length,min_clearance,planner_cost,nodes,plan_time,realized_mean,realized_p95,realized_max,over_budget,hazard_rate
easy,0.08,0.01,rrtstar,,11,1,79.55240370675511,1.2356164450569989,79.55240370675511,1362,0.1599238000344485,79.87267847833039,81.42374913150947,86.41906176850925,0.0,0.305
easy,0.08,0.01,rrtstar,,12,1,82.10069746021134,0.23970655600324386,82.10069746021135,1326,0.2661184199969284,83.17101592362245,86.0496281458941,92.01854650462214,0.0,0.7125
easy,0.08,0.01,rrtstar,,13,1,80.38809807512283,0.378774002229356,80.38809807512281,1347,0.2063595229992643,80.809569578043,82.77173942864563,87.25222514198347,0.0,0.325
easy,0.08,0.01,rrtstar,,14,1,81.75469863739534,0.028753703203512337,81.75469863739534,1287,0.15740565996384248,82.73725807194086,85.02324921201824,89.72066600567385,0.0,0.7375
easy,0.08,0.01,rrtstar,,15,1,80.10636120974122,0.32457642492403593,80.10636120974122,1361,0.1586445409920998,80.63546261922068,82.7161433099099,85.74600109828764,0.0,0.4775
easy,0.08,0.01,rrtstar,,16,1,79.52717535743658,0.19707779595302233,79.52717535743658,1331,0.22474966396111995,79.97177436036166,81.88630834708272,85.8171089423868,0.0,0.4
easy,0.08,0.01,rrtstar,,17,1,79.65803197668426,0.950610403892409,79.65803197668426,1325,0.15770296100527048,80.09988221678326,82.0411572592816,86.07211411345783,0.0,0.415
easy,0.08,0.01,rrtstar,,18,1,80.13806460759047,0.31309770085942956,80.1380646075905,1319,0.16129812697181478,80.68627886265372,82.775229516061,87.05893123713174,0.0,0.4125
easy,0.08,0.01,rrtstar,,19,1,80.14466104149251,0.3461168973041042,80.1446610414925,1321,0.15964152599917725,80.52764020159798,82.16603977578762,85.18044966602807,0.0,0.4125
easy,0.08,0.01,rrtstar,,20,1,80.12442771209318,0.7905866311837677,80.12442771209318,1292,0.276550447975751,80.50456381252701,82.05748338578562,89.56719779008415,0.0,0.3325
easy,0.08,0.01,rrtstar,,21,1,79.92037338716233,0.8719031266776822,79.92037338716233,1319,0.26767639396712184,80.29933961144305,82.1394859753876,83.83381304661609,0.0,0.34
easy,0.08,0.01,rrtstar,,22,1,80.92371530879467,0.03766025912394655,80.9237153087947,1288,0.23248308099573478,81.32386282833684,83.02340683827968,91.45746251664913,0.0,0.405
easy,0.08,0.01,rrtstar,,23,1,80.6634668768206,0.22693809330170245,80.66346687682065,1300,0.1602190979756415,81.53236057714854,83.86812613476316,87.88501448305207,0.0,0.665
easy,0.08,0.01,rrtstar,,24,1,81.13586233277135,0.39511103023014327,81.13586233277131,1320,0.2637519860290922,81.841436576923,84.68973676897403,88.95729465421114,0.0,0.495
easy,0.08,0.01,rrtstar,,25,1,79.92220304335025,1.0938166962790081,79.92220304335027,1307,0.26053324301028624,80.28166795790052,81.88641911056517,85.80703430691571,0.0,0.3825
easy,0.08,0.01,rrtstar,,26,1,79.63704559974983,1.623281522140367,79.63704559974983,1304,0.25843202095711604,79.97924575393405,81.81255828068961,86.91970103029,0.0,0.3175
easy,0.08,0.01,rrtstar,,27,1,79.49940425087644,0.3441559027317376,79.49940425087644,1322,0.2578562319977209,80.07540581095999,82.2202684696768,88.15898549588978,0.0,0.465
easy,0.08,0.01,rrtstar,,28,1,79.47303502011188,4.0,79.4730350201119,1316,0.25418064498808235,79.5715967890666,80.15318968823482,84.61121665181572,0.0,0.13
