obstacle_density,max_slope_deg,friction_static,friction_dynamic,restitution,height_scale,rocks_per_m2,encounters_per_m,p_encounter,mean_free_path_m,progress_fraction,grade_mean_deg,grade_p90_deg,no_slip_margin,slip_share,relief,attitude,contestedness,traversability,RR.1,RR.2,RR.3,feasible,on_frontier
0.25,22.5,0.9,0.8,0.0,0.329344,0.073456,0.165276,0.948951,7.522347,0.379725,7.431985,18.057406,0.573972,0.0,0.350799,0.980191,0.43325,0.372203,1,1,1,1,0
0.25,22.5,0.9,0.8,0.1,0.329344,0.073456,0.165276,0.948951,7.522347,0.379714,7.431985,18.057406,0.573972,0.0,0.350799,0.980191,0.43325,0.372192,1,1,1,1,0
0.25,22.5,0.9,0.8,0.3,0.329344,0.073456,0.165276,0.948951,7.522347,0.379621,7.431985,18.057406,0.573972,0.0,0.350799,0.980191,0.43325,0.372101,1,1,1,1,0
0.25,22.5,1.0,0.9,0.0,0.329344,0.073456,0.165276,0.948951,7.522347,0.379725,7.431985,18.057406,0.673972,0.0,0.350799,0.980191,0.43325,0.372203,1,1,1,1,0
0.25,22.5,1.0,0.9,0.1,0.329344,0.073456,0.165276,0.948951,7.522347,0.379715,7.431985,18.057406,0.673972,0.0,0.350799,0.980191,0.43325,0.372193,1,1,1,1,0
0.25,22.5,1.0,0.9,0.3,0.329344,0.073456,0.165276,0.948951,7.522347,0.379633,7.431985,18.057406,0.673972,0.0,0.350799,0.980191,0.43325,0.372113,1,1,1,1,0
0.25,25.0,0.3,0.2,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,-0.067031,0.141955,0.383126,0.968775,0.491344,0.315647,0,1,0,0,0
0.25,25.0,0.3,0.2,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379679,8.309196,20.154705,-0.067031,0.141955,0.383126,0.968775,0.491344,0.315609,0,1,0,0,0
0.25,25.0,0.3,0.2,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379308,8.309196,20.154705,-0.067031,0.141955,0.383126,0.968775,0.491344,0.315301,0,1,0,0,0
0.25,25.0,0.4,0.3,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.032969,0.068576,0.383126,0.968775,0.466884,0.342641,0,1,1,0,0
0.25,25.0,0.4,0.3,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379694,8.309196,20.154705,0.032969,0.068576,0.383126,0.968775,0.466884,0.342613,0,1,1,0,0
0.25,25.0,0.4,0.3,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379447,8.309196,20.154705,0.032969,0.068576,0.383126,0.968775,0.466884,0.342391,0,1,1,0,0
0.25,25.0,0.5,0.4,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.132969,0.033573,0.383126,0.968775,0.455217,0.355518,0,1,1,0,0
0.25,25.0,0.5,0.4,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379702,8.309196,20.154705,0.132969,0.033573,0.383126,0.968775,0.455217,0.355496,0,1,1,0,0
0.25,25.0,0.5,0.4,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379517,8.309196,20.154705,0.132969,0.033573,0.383126,0.968775,0.455217,0.355323,0,1,1,0,0
0.25,25.0,0.6,0.5,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.232969,0.010936,0.383126,0.968775,0.447671,0.363845,0,1,1,0,0
0.25,25.0,0.6,0.5,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379707,8.309196,20.154705,0.232969,0.010936,0.383126,0.968775,0.447671,0.363827,0,1,1,0,0
0.25,25.0,0.6,0.5,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379558,8.309196,20.154705,0.232969,0.010936,0.383126,0.968775,0.447671,0.363685,0,1,1,0,0
0.25,25.0,0.7,0.6,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.332969,0.001745,0.383126,0.968775,0.444607,0.367226,0,1,1,0,0
0.25,25.0,0.7,0.6,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.37971,8.309196,20.154705,0.332969,0.001745,0.383126,0.968775,0.444607,0.367211,0,1,1,0,0
0.25,25.0,0.7,0.6,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379586,8.309196,20.154705,0.332969,0.001745,0.383126,0.968775,0.444607,0.367092,0,1,1,0,0
0.25,25.0,0.8,0.7,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.432969,0.0,0.383126,0.968775,0.444026,0.367868,0,1,1,0,0
0.25,25.0,0.8,0.7,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379712,8.309196,20.154705,0.432969,0.0,0.383126,0.968775,0.444026,0.367855,0,1,1,0,0
0.25,25.0,0.8,0.7,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379606,8.309196,20.154705,0.432969,0.0,0.383126,0.968775,0.444026,0.367753,0,1,1,0,0
0.25,25.0,0.9,0.8,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.532969,0.0,0.383126,0.968775,0.444026,0.367868,0,1,1,0,0
0.25,25.0,0.9,0.8,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379714,8.309196,20.154705,0.532969,0.0,0.383126,0.968775,0.444026,0.367857,0,1,1,0,0
0.25,25.0,0.9,0.8,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379621,8.309196,20.154705,0.532969,0.0,0.383126,0.968775,0.444026,0.367767,0,1,1,0,0
0.25,25.0,1.0,0.9,0.0,0.370764,0.073456,0.165276,0.948951,7.522347,0.379725,8.309196,20.154705,0.632969,0.0,0.383126,0.968775,0.444026,0.367868,0,1,1,0,0
0.25,25.0,1.0,0.9,0.1,0.370764,0.073456,0.165276,0.948951,7.522347,0.379715,8.309196,20.154705,0.632969,0.0,0.383126,0.968775,0.444026,0.367858,0,1,1,0,0
0.25,25.0,1.0,0.9,0.3,0.370764,0.073456,0.165276,0.948951,7.522347,0.379633,8.309196,20.154705,0.632969,0.0,0.383126,0.968775,0.444026,0.367779,0,1,1,0,0
0.25,27.5,0.3,0.2,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,-0.109739,0.171901,0.41356,0.954532,0.511471,0.300153,0,1,0,0,0
0.25,27.5,0.3,0.2,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379679,9.20513,22.280809,-0.109739,0.171901,0.41356,0.954532,0.511471,0.300116,0,1,0,0,0
0.25,27.5,0.3,0.2,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379308,9.20513,22.280809,-0.109739,0.171901,0.41356,0.954532,0.511471,0.299823,0,1,0,0,0
0.25,27.5,0.4,0.3,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,-0.009739,0.094355,0.41356,0.954532,0.485622,0.32826,0,1,0,0,0
0.25,27.5,0.4,0.3,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379694,9.20513,22.280809,-0.009739,0.094355,0.41356,0.954532,0.485622,0.328233,0,1,0,0,0
0.25,27.5,0.4,0.3,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379447,9.20513,22.280809,-0.009739,0.094355,0.41356,0.954532,0.485622,0.32802,0,1,0,0,0
0.25,27.5,0.5,0.4,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,0.090261,0.049907,0.41356,0.954532,0.470806,0.344371,0,1,1,0,0
0.25,27.5,0.5,0.4,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379702,9.20513,22.280809,0.090261,0.049907,0.41356,0.954532,0.470806,0.34435,0,1,1,0,0
0.25,27.5,0.5,0.4,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379517,9.20513,22.280809,0.090261,0.049907,0.41356,0.954532,0.470806,0.344182,0,1,1,0,0
0.25,27.5,0.6,0.5,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,0.190261,0.023269,0.41356,0.954532,0.461927,0.354026,0,1,1,0,0
0.25,27.5,0.6,0.5,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379707,9.20513,22.280809,0.190261,0.023269,0.41356,0.954532,0.461927,0.354008,0,1,1,0,0
0.25,27.5,0.6,0.5,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379558,9.20513,22.280809,0.190261,0.023269,0.41356,0.954532,0.461927,0.35387,0,1,1,0,0
0.25,27.5,0.7,0.6,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,0.290261,0.008071,0.41356,0.954532,0.456861,0.359534,0,1,1,0,0
0.25,27.5,0.7,0.6,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.37971,9.20513,22.280809,0.290261,0.008071,0.41356,0.954532,0.456861,0.35952,0,1,1,0,0
0.25,27.5,0.7,0.6,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379586,9.20513,22.280809,0.290261,0.008071,0.41356,0.954532,0.456861,0.359403,0,1,1,0,0
0.25,27.5,0.8,0.7,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,0.390261,0.001167,0.41356,0.954532,0.454559,0.362037,0,1,1,0,0
0.25,27.5,0.8,0.7,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379712,9.20513,22.280809,0.390261,0.001167,0.41356,0.954532,0.454559,0.362024,0,1,1,0,0
0.25,27.5,0.8,0.7,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379606,9.20513,22.280809,0.390261,0.001167,0.41356,0.954532,0.454559,0.361923,0,1,1,0,0
0.25,27.5,0.9,0.8,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,0.490261,0.0,0.41356,0.954532,0.45417,0.36246,0,1,1,0,0
0.25,27.5,0.9,0.8,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379714,9.20513,22.280809,0.490261,0.0,0.41356,0.954532,0.45417,0.362449,0,1,1,0,0
0.25,27.5,0.9,0.8,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379621,9.20513,22.280809,0.490261,0.0,0.41356,0.954532,0.45417,0.36236,0,1,1,0,0
0.25,27.5,1.0,0.9,0.0,0.413906,0.073456,0.165276,0.948951,7.522347,0.379725,9.20513,22.280809,0.590261,0.0,0.41356,0.954532,0.45417,0.36246,0,1,1,0,0
0.25,27.5,1.0,0.9,0.1,0.413906,0.073456,0.165276,0.948951,7.522347,0.379715,9.20513,22.280809,0.590261,0.0,0.41356,0.954532,0.45417,0.36245,0,1,1,0,0
0.25,27.5,1.0,0.9,0.3,0.413906,0.073456,0.165276,0.948951,7.522347,0.379633,9.20513,22.280809,0.590261,0.0,0.41356,0.954532,0.45417,0.362371,0,1,1,0,0
0.25,30.0,0.3,0.2,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,-0.154433,0.201976,0.443587,0.939644,0.531505,0.28474,0,1,0,0,0
0.25,30.0,0.3,0.2,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379679,10.122921,24.438603,-0.154433,0.201976,0.443587,0.939644,0.531505,0.284706,0,1,0,0,0
0.25,30.0,0.3,0.2,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379308,10.122921,24.438603,-0.154433,0.201976,0.443587,0.939644,0.531505,0.284428,0,1,0,0,0
0.25,30.0,0.4,0.3,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,-0.054433,0.121855,0.443587,0.939644,0.504798,0.313328,0,1,0,0,0
0.25,30.0,0.4,0.3,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379694,10.122921,24.438603,-0.054433,0.121855,0.443587,0.939644,0.504798,0.313302,0,1,0,0,0
0.25,30.0,0.4,0.3,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379447,10.122921,24.438603,-0.054433,0.121855,0.443587,0.939644,0.504798,0.313099,0,1,0,0,0
0.25,30.0,0.5,0.4,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,0.045567,0.066439,0.443587,0.939644,0.486326,0.333101,0,1,1,0,0
0.25,30.0,0.5,0.4,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379702,10.122921,24.438603,0.045567,0.066439,0.443587,0.939644,0.486326,0.33308,0,1,1,0,0
0.25,30.0,0.5,0.4,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379517,10.122921,24.438603,0.045567,0.066439,0.443587,0.939644,0.486326,0.332918,0,1,1,0,0
0.25,30.0,0.6,0.5,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,0.145567,0.038399,0.443587,0.939644,0.476979,0.343106,0,1,1,0,0
0.25,30.0,0.6,0.5,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379707,10.122921,24.438603,0.145567,0.038399,0.443587,0.939644,0.476979,0.343089,0,1,1,0,0
0.25,30.0,0.6,0.5,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379558,10.122921,24.438603,0.145567,0.038399,0.443587,0.939644,0.476979,0.342955,0,1,1,0,0
0.25,30.0,0.7,0.6,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,0.245567,0.017438,0.443587,0.939644,0.469992,0.350585,0,1,1,0,0
0.25,30.0,0.7,0.6,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.37971,10.122921,24.438603,0.245567,0.017438,0.443587,0.939644,0.469992,0.35057,0,1,1,0,0
0.25,30.0,0.7,0.6,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379586,10.122921,24.438603,0.245567,0.017438,0.443587,0.939644,0.469992,0.350456,0,1,1,0,0
0.25,30.0,0.8,0.7,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,0.345567,0.006076,0.443587,0.939644,0.466205,0.354639,0,1,1,0,0
0.25,30.0,0.8,0.7,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379712,10.122921,24.438603,0.345567,0.006076,0.443587,0.939644,0.466205,0.354626,0,1,1,0,0
0.25,30.0,0.8,0.7,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379606,10.122921,24.438603,0.345567,0.006076,0.443587,0.939644,0.466205,0.354528,0,1,1,0,0
0.25,30.0,0.9,0.8,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,0.445567,0.000808,0.443587,0.939644,0.464449,0.356518,0,1,1,0,0
0.25,30.0,0.9,0.8,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379714,10.122921,24.438603,0.445567,0.000808,0.443587,0.939644,0.464449,0.356507,0,1,1,0,0
0.25,30.0,0.9,0.8,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379621,10.122921,24.438603,0.445567,0.000808,0.443587,0.939644,0.464449,0.35642,0,1,1,0,0
0.25,30.0,1.0,0.9,0.0,0.459055,0.073456,0.165276,0.948951,7.522347,0.379725,10.122921,24.438603,0.545567,0.0,0.443587,0.939644,0.464179,0.356807,0,1,1,0,0
0.25,30.0,1.0,0.9,0.1,0.459055,0.073456,0.165276,0.948951,7.522347,0.379715,10.122921,24.438603,0.545567,0.0,0.443587,0.939644,0.464179,0.356797,0,1,1,0,0
0.25,30.0,1.0,0.9,0.3,0.459055,0.073456,0.165276,0.948951,7.522347,0.379633,10.122921,24.438603,0.545567,0.0,0.443587,0.939644,0.464179,0.35672,0,1,1,0,0
0.25,32.5,0.3,0.2,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,-0.201438,0.232064,0.473424,0.924539,0.551479,0.2696,0,1,0,0,0
0.25,32.5,0.3,0.2,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379679,11.066099,26.630945,-0.201438,0.232064,0.473424,0.924539,0.551479,0.269567,0,1,0,0,0
0.25,32.5,0.3,0.2,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379308,11.066099,26.630945,-0.201438,0.232064,0.473424,0.924539,0.551479,0.269304,0,1,0,0,0
0.25,32.5,0.4,0.3,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,-0.101438,0.14849,0.473424,0.924539,0.523622,0.29894,0,1,0,0,0
0.25,32.5,0.4,0.3,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379694,11.066099,26.630945,-0.101438,0.14849,0.473424,0.924539,0.523622,0.298916,0,1,0,0,0
0.25,32.5,0.4,0.3,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379447,11.066099,26.630945,-0.101438,0.14849,0.473424,0.924539,0.523622,0.298721,0,1,0,0,0
0.25,32.5,0.5,0.4,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,-0.001438,0.089013,0.473424,0.924539,0.503796,0.319821,0,1,0,0,0
0.25,32.5,0.5,0.4,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379702,11.066099,26.630945,-0.001438,0.089013,0.473424,0.924539,0.503796,0.319802,0,1,0,0,0
0.25,32.5,0.5,0.4,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379517,11.066099,26.630945,-0.001438,0.089013,0.473424,0.924539,0.503796,0.319646,0,1,0,0,0
0.25,32.5,0.6,0.5,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,0.098562,0.05287,0.473424,0.924539,0.491748,0.33251,0,1,1,0,0
0.25,32.5,0.6,0.5,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379707,11.066099,26.630945,0.098562,0.05287,0.473424,0.924539,0.491748,0.332493,0,1,1,0,0
0.25,32.5,0.6,0.5,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379558,11.066099,26.630945,0.098562,0.05287,0.473424,0.924539,0.491748,0.332364,0,1,1,0,0
0.25,32.5,0.7,0.6,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,0.198562,0.029818,0.473424,0.924539,0.484064,0.340603,0,1,1,0,0
0.25,32.5,0.7,0.6,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.37971,11.066099,26.630945,0.198562,0.029818,0.473424,0.924539,0.484064,0.340589,0,1,1,0,0
0.25,32.5,0.7,0.6,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379586,11.066099,26.630945,0.198562,0.029818,0.473424,0.924539,0.484064,0.340478,0,1,1,0,0
0.25,32.5,0.8,0.7,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,0.298562,0.013218,0.473424,0.924539,0.478531,0.34643,0,1,1,0,0
0.25,32.5,0.8,0.7,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379712,11.066099,26.630945,0.298562,0.013218,0.473424,0.924539,0.478531,0.346418,0,1,1,0,0
0.25,32.5,0.8,0.7,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379606,11.066099,26.630945,0.298562,0.013218,0.473424,0.924539,0.478531,0.346322,0,1,1,0,0
0.25,32.5,0.9,0.8,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,0.398562,0.004757,0.473424,0.924539,0.47571,0.349401,0,1,1,0,0
0.25,32.5,0.9,0.8,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379714,11.066099,26.630945,0.398562,0.004757,0.473424,0.924539,0.47571,0.34939,0,1,1,0,0
0.25,32.5,0.9,0.8,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379621,11.066099,26.630945,0.398562,0.004757,0.473424,0.924539,0.47571,0.349305,0,1,1,0,0
0.25,32.5,1.0,0.9,0.0,0.506538,0.073456,0.165276,0.948951,7.522347,0.379725,11.066099,26.630945,0.498562,0.000632,0.473424,0.924539,0.474336,0.350849,0,1,1,0,0
0.25,32.5,1.0,0.9,0.1,0.506538,0.073456,0.165276,0.948951,7.522347,0.379715,11.066099,26.630945,0.498562,0.000632,0.473424,0.924539,0.474336,0.350839,0,1,1,0,0
0.25,32.5,1.0,0.9,0.3,0.506538,0.073456,0.165276,0.948951,7.522347,0.379633,11.066099,26.630945,0.498562,0.000632,0.473424,0.924539,0.474336,0.350763,0,1,1,0,0
0.25,35.0,0.3,0.2,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,-0.251134,0.262501,0.502452,0.908434,0.571301,0.254404,0,1,0,0,0
0.25,35.0,0.3,0.2,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379679,12.038659,28.860644,-0.251134,0.262501,0.502452,0.908434,0.571301,0.254373,0,1,0,0,0
0.25,35.0,0.3,0.2,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379308,12.038659,28.860644,-0.251134,0.262501,0.502452,0.908434,0.571301,0.254125,0,1,0,0,0
0.25,35.0,0.4,0.3,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,-0.151134,0.174398,0.502452,0.908434,0.541934,0.284796,0,1,0,0,0
0.25,35.0,0.4,0.3,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379694,12.038659,28.860644,-0.151134,0.174398,0.502452,0.908434,0.541934,0.284773,0,1,0,0,0
0.25,35.0,0.4,0.3,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379447,12.038659,28.860644,-0.151134,0.174398,0.502452,0.908434,0.541934,0.284587,0,1,0,0,0
0.25,35.0,0.5,0.4,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,-0.051134,0.113917,0.502452,0.908434,0.521774,0.305659,0,1,0,0,0
0.25,35.0,0.5,0.4,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379702,12.038659,28.860644,-0.051134,0.113917,0.502452,0.908434,0.521774,0.30564,0,1,0,0,0
0.25,35.0,0.5,0.4,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379517,12.038659,28.860644,-0.051134,0.113917,0.502452,0.908434,0.521774,0.305491,0,1,0,0,0
0.25,35.0,0.6,0.5,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,0.048866,0.068813,0.502452,0.908434,0.506739,0.321218,0,1,1,0,0
0.25,35.0,0.6,0.5,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379707,12.038659,28.860644,0.048866,0.068813,0.502452,0.908434,0.506739,0.321202,0,1,1,0,0
0.25,35.0,0.6,0.5,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379558,12.038659,28.860644,0.048866,0.068813,0.502452,0.908434,0.506739,0.321077,0,1,1,0,0
0.25,35.0,0.7,0.6,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,0.148866,0.044176,0.502452,0.908434,0.498526,0.329717,0,1,1,0,0
0.25,35.0,0.7,0.6,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.37971,12.038659,28.860644,0.148866,0.044176,0.502452,0.908434,0.498526,0.329703,0,1,1,0,0
0.25,35.0,0.7,0.6,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379586,12.038659,28.860644,0.148866,0.044176,0.502452,0.908434,0.498526,0.329596,0,1,1,0,0
0.25,35.0,0.8,0.7,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,0.248866,0.024297,0.502452,0.908434,0.4919,0.336574,0,1,1,0,0
0.25,35.0,0.8,0.7,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379712,12.038659,28.860644,0.248866,0.024297,0.502452,0.908434,0.4919,0.336562,0,1,1,0,0
0.25,35.0,0.8,0.7,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379606,12.038659,28.860644,0.248866,0.024297,0.502452,0.908434,0.4919,0.336468,0,1,1,0,0
0.25,35.0,0.9,0.8,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,0.348866,0.011025,0.502452,0.908434,0.487476,0.341152,0,1,1,0,0
0.25,35.0,0.9,0.8,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379714,12.038659,28.860644,0.348866,0.011025,0.502452,0.908434,0.487476,0.341142,0,1,1,0,0
0.25,35.0,0.9,0.8,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379621,12.038659,28.860644,0.348866,0.011025,0.502452,0.908434,0.487476,0.341059,0,1,1,0,0
0.25,35.0,1.0,0.9,0.0,0.556739,0.073456,0.165276,0.948951,7.522347,0.379725,12.038659,28.860644,0.448866,0.004005,0.502452,0.908434,0.485136,0.343574,0,1,1,0,0
0.25,35.0,1.0,0.9,0.1,0.556739,0.073456,0.165276,0.948951,7.522347,0.379715,12.038659,28.860644,0.448866,0.004005,0.502452,0.908434,0.485136,0.343564,0,1,1,0,0
0.25,35.0,1.0,0.9,0.3,0.556739,0.073456,0.165276,0.948951,7.522347,0.379633,12.038659,28.860644,0.448866,0.004005,0.502452,0.908434,0.485136,0.34349,0,1,1,0,0
0.3,5.0,0.3,0.2,0.0,0.069563,0.088147,0.198332,0.971843,6.268623,0.32854,1.613854,3.939305,0.231138,0.0,0.080477,1.0,0.350774,0.32854,1,1,1,1,0
0.3,5.0,0.3,0.2,0.1,0.069563,0.088147,0.198332,0.971843,6.268623,0.328491,1.613854,3.939305,0.231138,0.0,0.080477,1.0,0.350774,0.328491,1,1,1,1,0
0.3,5.0,0.3,0.2,0.3,0.069563,0.088147,0.198332,0.971843,6.268623,0.328107,1.613854,3.939305,0.231138,0.0,0.080477,1.0,0.350774,0.328107,1,1,1,1,0
0.3,5.0,0.4,0.3,0.0,0.069563,0.088147,0.198332,0.971843,6.268623,0.32854,1.613854,3.939305,0.331138,0.0,0.080477,1.0,0.350774,0.32854,1,1,1,1,0
0.3,5.0,0.4,0.3,0.1,0.069563,0.088147,0.198332,0.971843,6.268623,0.328507,1.613854,3.939305,0.331138,0.0,0.080477,1.0,0.350774,0.328507,1,1,1,1,0
0.3,5.0,0.4,0.3,0.3,0.069563,0.088147,0.198332,0.971843,6.268623,0.328251,1.613854,3.939305,0.331138,0.0,0.080477,1.0,0.350774,0.328251,1,1,1,1,0
0.3,5.0,0.5,0.4,0.0,0.069563,0.088147,0.198332,0.971843,6.268623,0.32854,1.613854,3.939305,0.431138,0.0,0.080477,1.0,0.350774,0.32854,1,1,1,1,0
0.3,5.0,0.5,0.4,0.1,0.069563,0.088147,0.198332,0.971843,6.268623,0.328515,1.613854,3.939305,0.431138,0.0,0.080477,1.0,0.350774,0.328515,1,1,1,1,0
0.3,5.0,0.5,0.4,0.3,0.069563,0.088147,0.198332,0.971843,6.268623,0.328323,1.613854,3.939305,0.431138,0.0,0.080477,1.0,0.350774,0.328323,1,1,1,1,0
0.3,5.0,0.6,0.5,0.0,0.069563,0.088147,0.198332,0.971843,6.268623,0.32854,1.613854,3.939305,0.531138,0.0,0.080477,1.0,0.350774,0.32854,1,1,1,1,0
0.3,5.0,0.6,0.5,0.1,0.069563,0.088147,0.198332,0.971843,6.268623,0.32852,1.613854,3.939305,0.531138,0.0,0.080477,1.0,0.350774,0.32852,1,1,1,1,0
0.3,5.0,0.6,0.5,0.3,0.069563,0.088147,0.198332,0.971843,6.268623,0.328366,1.613854,3.939305,0.531138,0.0,0.080477,1.0,0.350774,0.328366,1,1,1,1,0
