design,environment,experiment_id,trial_id,state,wall_seconds,env,coverage,sigma,policy,alpha,run,found,nominal_length,min_clearance,planner_cost,nodes,plan_time,realized_mean,realized_p95,realized_max,over_budget,hazard_rate
rrtstar,easy-sigma0.5-seed2,18,18,TrialState.SUCCESSFUL|SHUT_DOWN,1.001055479,easy,0.08,0.5,rrtstar,,2,1,79.523373633,0.046110386,79.523373633,1285,0.163949699,115.940791124,233.776822324,460.07959886,0.305,0.5775
rrtstar,easy-sigma0.5-seed3,19,19,TrialState.SUCCESSFUL|SHUT_DOWN,1.001354456,easy,0.08,0.5,rrtstar,,3,1,79.859903332,0.345933606,79.859903332,1313,0.173937908,102.719229124,205.638996041,474.217145885,0.1975,0.4325
rrtstar,easy-sigma0.5-seed4,20,20,TrialState.SUCCESSFUL|SHUT_DOWN,1.000918627,easy,0.08,0.5,rrtstar,,4,1,79.784236011,1.232808834,79.784236011,1298,0.173219911,94.42976791,167.071481258,359.479070542,0.135,0.235
rrtstar,hard-sigma0.01-seed0,41,41,TrialState.SUCCESSFUL|SHUT_DOWN,1.001041174,hard,0.26,0.01,rrtstar,,0,1,80.261283369,0.003668332,80.261283369,1063,0.172615869,81.10344009,83.817838772,88.988631782,0.0,0.5825
rrtstar,hard-sigma0.01-seed1,42,42,TrialState.SUCCESSFUL|SHUT_DOWN,1.001254797,hard,0.26,0.01,rrtstar,,1,1,81.739395226,0.344720257,81.739395226,1067,0.175250198,82.802004996,85.443710708,90.588058544,0.0,0.7075
rrtstar,hard-sigma0.01-seed2,43,43,TrialState.SUCCESSFUL|SHUT_DOWN,1.001725912,hard,0.26,0.01,rrtstar,,2,1,81.26833582,0.046601072,81.26833582,998,0.161422402,82.38517863,85.031902168,88.153313731,0.0,0.715
rrtstar,hard-sigma0.01-seed3,44,44,TrialState.SUCCESSFUL|SHUT_DOWN,1.001121521,hard,0.26,0.01,rrtstar,,3,1,80.225874535,0.089829929,80.225874535,1006,0.175025794,81.252156563,84.209510196,89.969432805,0.0,0.69
rrtstar,hard-sigma0.01-seed4,45,45,TrialState.SUCCESSFUL|SHUT_DOWN,1.000997066,hard,0.26,0.01,rrtstar,,4,1,80.521828887,0.032176712,80.521828887,1034,0.165422062,81.502579268,83.962634273,87.733195883,0.0,0.715
rrtstar,hard-sigma0.05-seed0,46,46,TrialState.SUCCESSFUL|SHUT_DOWN,1.000940084,hard,0.26,0.05,rrtstar,,0,1,80.261283369,0.003668332,80.261283369,1063,0.176204121,84.472066975,98.044060383,123.898025432,0.0075,0.5825
rrtstar,hard-sigma0.05-seed1,47,47,TrialState.SUCCESSFUL|SHUT_DOWN,1.001374483,hard,0.26,0.05,rrtstar,,1,1,81.739395226,0.344720257,81.739395226,1067,0.175972463,87.052444076,100.260972636,125.982711816,0.0025,0.7075
rrtstar,hard-sigma0.05-seed2,48,48,TrialState.SUCCESSFUL|SHUT_DOWN,1.000973701,hard,0.26,0.05,rrtstar,,2,1,81.26833582,0.046601072,81.26833582,998,0.162707261,86.85254987,100.086167557,115.693225376,0.0,0.715
rrtstar,hard-sigma0.05-seed3,49,49,TrialState.SUCCESSFUL|SHUT_DOWN,1.00120306,hard,0.26,0.05,rrtstar,,3,1,80.225874535,0.089829929,80.225874535,1006,0.176740646,85.357284675,100.144052841,128.943665885,0.0025,0.69
rrtstar,hard-sigma0.05-seed4,50,50,TrialState.SUCCESSFUL|SHUT_DOWN,1.001776934,hard,0.26,0.05,rrtstar,,4,1,80.521828887,0.032176712,80.521828887,1034,0.160048525,85.425580791,97.72585582,116.57866387,0.0,0.715
rrtstar,hard-sigma0.1-seed0,51,51,TrialState.SUCCESSFUL|SHUT_DOWN,1.000874043,hard,0.26,0.1,rrtstar,,0,1,80.261283369,0.003668332,80.261283369,1063,0.165735735,88.682850582,115.826837398,167.534767495,0.0375,0.5825
rrtstar,hard-sigma0.1-seed1,52,52,TrialState.SUCCESSFUL|SHUT_DOWN,1.001006126,hard,0.26,0.1,rrtstar,,1,1,81.739395226,0.344720257,81.739395226,1067,0.18007627,92.365492927,118.782550047,170.226028407,0.05,0.7075
rrtstar,hard-sigma0.1-seed2,53,53,TrialState.SUCCESSFUL|SHUT_DOWN,1.001278877,hard,0.26,0.1,rrtstar,,2,1,81.26833582,0.046601072,81.26833582,998,0.162791159,92.436763919,118.903999294,150.118114933,0.0525,0.715
rrtstar,hard-sigma0.1-seed3,54,54,TrialState.SUCCESSFUL|SHUT_DOWN,1.000933647,hard,0.26,0.1,rrtstar,,3,1,80.225874535,0.089829929,80.225874535,1006,0.175776743,90.488694815,120.062231146,177.661457235,0.0525,0.69
rrtstar,hard-sigma0.1-seed4,55,55,TrialState.SUCCESSFUL|SHUT_DOWN,1.000906229,hard,0.26,0.1,rrtstar,,4,1,80.521828887,0.032176712,80.521828887,1034,0.159947775,90.329332696,114.929882753,152.635498853,0.0375,0.715
rrtstar,hard-sigma0.5-seed0,56,56,TrialState.SUCCESSFUL|SHUT_DOWN,1.00096488,hard,0.26,0.5,rrtstar,,0,1,80.261283369,0.003668332,80.261283369,1063,0.168925343,122.64625358,258.089053514,516.628703997,0.315,0.5825
rrtstar,hard-sigma0.5-seed1,57,57,TrialState.SUCCESSFUL|SHUT_DOWN,1.001661539,hard,0.26,0.5,rrtstar,,1,1,81.739395226,0.344720257,81.739395226,1067,0.171620227,135.229121454,267.219258447,524.172561133,0.465,0.7075
rrtstar,hard-sigma0.5-seed2,58,58,TrialState.SUCCESSFUL|SHUT_DOWN,1.001074076,hard,0.26,0.5,rrtstar,,2,1,81.26833582,0.046601072,81.26833582,998,0.162443552,137.436729489,270.942372126,425.517231383,0.4725,0.715
rrtstar,hard-sigma0.5-seed3,59,59,TrialState.SUCCESSFUL|SHUT_DOWN,1.001433372,hard,0.26,0.5,rrtstar,,3,1,80.225874535,0.089829929,80.225874535,1006,0.172902681,131.844335817,279.789968007,567.403788032,0.4225,0.69
rrtstar,hard-sigma0.5-seed4,60,60,TrialState.SUCCESSFUL|SHUT_DOWN,1.000844717,hard,0.26,0.5,rrtstar,,4,1,80.521828887,0.032176712,80.521828887,1034,0.15854805,129.903674756,253.510915374,441.090178719,0.4375,0.715
rrtstar,medium-sigma0.01-seed0,21,21,TrialState.SUCCESSFUL|SHUT_DOWN,1.001074791,medium,0.16,0.01,rrtstar,,0,1,80.562531391,0.17563017,80.562531391,1183,0.167730736,81.179379929,83.300986962,87.878574695,0.0,0.4875
rrtstar,medium-sigma0.01-seed1,22,22,TrialState.SUCCESSFUL|SHUT_DOWN,1.001340151,medium,0.16,0.01,rrtstar,,1,1,80.278383835,0.175866353,80.278383835,1191,0.178036153,81.050547724,83.523138576,88.852476877,0.0,0.565
rrtstar,medium-sigma0.01-seed2,23,23,TrialState.SUCCESSFUL|SHUT_DOWN,1.001080036,medium,0.16,0.01,rrtstar,,2,1,79.799147717,0.339849836,79.799147717,1185,0.174794767,80.63170177,83.201070078,88.264356025,0.0,0.5725
rrtstar,medium-sigma0.01-seed3,24,24,TrialState.SUCCESSFUL|SHUT_DOWN,1.001067638,medium,0.16,0.01,rrtstar,,3,1,79.960958038,0.1576947,79.960958038,1191,0.178468911,80.519149453,82.569852477,88.017548778,0.0,0.485
rrtstar,medium-sigma0.01-seed4,25,25,TrialState.SUCCESSFUL|SHUT_DOWN,1.001058817,medium,0.16,0.01,rrtstar,,4,1,80.157603514,0.105937423,80.157603514,1217,0.183117918,80.874468731,83.609865316,86.41353597,0.0,0.54
rrtstar,medium-sigma0.05-seed0,26,26,TrialState.SUCCESSFUL|SHUT_DOWN,1.000813961,medium,0.16,0.05,rrtstar,,0,1,80.562531391,0.17563017,80.562531391,1183,0.189309401,83.646774083,94.254809248,117.142747912,0.0,0.4875
rrtstar,medium-sigma0.05-seed1,27,27,TrialState.SUCCESSFUL|SHUT_DOWN,1.001092911,medium,0.16,0.05,rrtstar,,1,1,80.278383835,0.175866353,80.278383835,1191,0.179387418,84.139203279,96.502157542,123.148849048,0.005,0.565
rrtstar,medium-sigma0.05-seed2,28,28,TrialState.SUCCESSFUL|SHUT_DOWN,1.002055883,medium,0.16,0.05,rrtstar,,2,1,79.799147717,0.339849836,79.799147717,1185,0.171323827,83.961917983,96.80875952,122.125189256,0.0025,0.5725
rrtstar,medium-sigma0.05-seed3,29,29,TrialState.SUCCESSFUL|SHUT_DOWN,1.001269817,medium,0.16,0.05,rrtstar,,3,1,79.960958038,0.1576947,79.960958038,1191,0.178511953,82.75191511,93.005430234,120.243911737,0.0025,0.485
rrtstar,medium-sigma0.05-seed4,30,30,TrialState.SUCCESSFUL|SHUT_DOWN,1.000897169,medium,0.16,0.05,rrtstar,,4,1,80.157603514,0.105937423,80.157603514,1217,0.171361528,83.7419296,97.418912524,111.437265795,0.0,0.54
rrtstar,medium-sigma0.1-seed0,31,31,TrialState.SUCCESSFUL|SHUT_DOWN,1.000786304,medium,0.16,0.1,rrtstar,,0,1,80.562531391,0.17563017,80.562531391,1183,0.168703724,86.731016775,107.947087105,153.722964434,0.0325,0.4875
rrtstar,medium-sigma0.1-seed1,32,32,TrialState.SUCCESSFUL|SHUT_DOWN,1.00099802,medium,0.16,0.1,rrtstar,,1,1,80.278383835,0.175866353,80.278383835,1191,0.181520649,88.000022723,112.72593125,166.019314261,0.0325,0.565
rrtstar,medium-sigma0.1-seed2,33,33,TrialState.SUCCESSFUL|SHUT_DOWN,1.001754045,medium,0.16,0.1,rrtstar,,2,1,79.799147717,0.339849836,79.799147717,1185,0.168477057,88.12468825,113.818371322,164.451230795,0.04,0.5725
rrtstar,medium-sigma0.1-seed3,34,34,TrialState.SUCCESSFUL|SHUT_DOWN,1.001315117,medium,0.16,0.1,rrtstar,,3,1,79.960958038,0.1576947,79.960958038,1191,0.171007539,85.542872182,106.04990243,160.526865436,0.02,0.485
rrtstar,medium-sigma0.1-seed4,35,35,TrialState.SUCCESSFUL|SHUT_DOWN,1.000946045,medium,0.16,0.1,rrtstar,,4,1,80.157603514,0.105937423,80.157603514,1217,0.16842096,87.326255686,114.680221533,142.716928075,0.0225,0.54
rrtstar,medium-sigma0.5-seed0,36,36,TrialState.SUCCESSFUL|SHUT_DOWN,1.000963688,medium,0.16,0.5,rrtstar,,0,1,80.562531391,0.17563017,80.562531391,1183,0.169913952,111.694251956,217.485309959,446.364696604,0.28,0.4875
rrtstar,medium-sigma0.5-seed1,37,37,TrialState.SUCCESSFUL|SHUT_DOWN,1.000922441,medium,0.16,0.5,rrtstar,,1,1,80.278383835,0.175866353,80.278383835,1191,0.17531994,119.255745261,242.581545537,508.983035967,0.3425,0.565
rrtstar,medium-sigma0.5-seed2,38,38,TrialState.SUCCESSFUL|SHUT_DOWN,1.001076221,medium,0.16,0.5,rrtstar,,2,1,79.799147717,0.339849836,79.799147717,1185,0.169249907,121.736968434,250.543841852,503.059563104,0.355,0.5725
rrtstar,medium-sigma0.5-seed3,39,39,TrialState.SUCCESSFUL|SHUT_DOWN,1.001070261,medium,0.16,0.5,rrtstar,,3,1,79.960958038,0.1576947,79.960958038,1191,0.169382769,108.16345574,210.529401355,482.790495028,0.23,0.485
rrtstar,medium-sigma0.5-seed4,40,40,TrialState.SUCCESSFUL|SHUT_DOWN,1.001170874,medium,0.16,0.5,rrtstar,,4,1,80.157603514,0.105937423,80.157603514,1217,0.170202117,116.358112149,253.130045556,392.954226319,0.295,0.54
