design,environment,experiment_id,trial_id,state,wall_seconds,allocation,required_margin,sigma,seed,feasible,stop,mip_status,nodes,mip_gap,dual_bound,solve_wall,effort,dense_margin,planned_rho_AGR_1,planned_rho_AGR_2,planned_rho_AGR_3,executed_rho_AGR_1,executed_rho_AGR_2,executed_rho_AGR_3,min_rho,violations,binding_AGR_1,binding_AGR_2,binding_AGR_3
alloc102-m0.15,sigma0.12-seed0,79,79,TrialState.SUCCESSFUL|SHUT_DOWN,48.657172918,1-0-2,0.15,0.12,0,1,optimal,0,6203,0.049661704,3.020943425,47.954341149,3.178808471,-0.012352941,0.15,0.15,0.15,-0.233292156,-0.133983473,-0.095916443,-0.233292156,3,OBS_WALL_MID@k=9,"sep(1,2)@k=5",OBS_WALL_SOUTH@k=6
alloc102-m0.15,sigma0.12-seed1,80,80,TrialState.SUCCESSFUL|SHUT_DOWN,48.174894094,1-0-2,0.15,0.12,1,1,optimal,0,6203,0.049661704,3.020943425,47.736007268,3.178808471,-0.012352941,0.15,0.15,0.15,0.094228673,0.093050904,-0.070648246,-0.070648246,1,OBS_WALL_MID@k=9,OBS_WALL_MID@k=5,ST_C2@k=15
alloc102-m0.15,sigma0.12-seed2,81,81,TrialState.SUCCESSFUL|SHUT_DOWN,48.650265932,1-0-2,0.15,0.12,2,1,optimal,0,6203,0.049661704,3.020943425,47.810581971,3.178808471,-0.012352941,0.15,0.15,0.15,-0.179870507,-0.179870507,-0.112335254,-0.179870507,3,"sep(1,2)@k=6","sep(1,2)@k=6",OBS_WALL_SOUTH@k=6
alloc102-m0.35,sigma0.06-seed0,82,82,TrialState.SUCCESSFUL|SHUT_DOWN,63.725344419,1-0-2,0.35,0.06,0,1,node limit,4,8000,0.481541868,2.700002206,63.367462145,5.207753609,0.17125,0.35,0.35,0.35,0.195020604,0.124393502,0.20621513,0.124393502,0,OBS_WALL_MID@k=7,OBS_WALL_NORTH@k=8,OBS_WALL_SOUTH@k=5
alloc102-m0.35,sigma0.06-seed1,83,83,TrialState.SUCCESSFUL|SHUT_DOWN,64.720936298,1-0-2,0.35,0.06,1,1,node limit,4,8000,0.481541868,2.700002206,63.94481259,5.207753609,0.17125,0.35,0.35,0.35,0.267357614,0.270535264,0.267357614,0.267357614,0,"sep(1,3)@k=12",OBS_WALL_MID@k=6,"sep(1,3)@k=12"
alloc102-m0.35,sigma0.06-seed2,84,84,TrialState.SUCCESSFUL|SHUT_DOWN,64.188109159,1-0-2,0.35,0.06,2,1,node limit,4,8000,0.481541868,2.700002206,63.480967104,5.207753609,0.17125,0.35,0.35,0.35,0.169075262,0.189845548,0.169075262,0.169075262,0,"sep(1,3)@k=12",OBS_WALL_NORTH@k=8,"sep(1,3)@k=12"
alloc102-m0.35,sigma0.09-seed0,85,85,TrialState.SUCCESSFUL|SHUT_DOWN,64.179587364,1-0-2,0.35,0.09,0,1,node limit,4,8000,0.481541868,2.700002206,63.691880541,5.207753609,0.17125,0.35,0.35,0.35,0.117530906,0.054478994,0.168001819,0.054478994,0,OBS_WALL_MID@k=7,OBS_WALL_NORTH@k=8,OBS_WALL_SOUTH@k=5
alloc102-m0.35,sigma0.09-seed1,86,86,TrialState.SUCCESSFUL|SHUT_DOWN,62.68344903,1-0-2,0.35,0.09,1,1,node limit,4,8000,0.481541868,2.700002206,61.981792545,5.207753609,0.17125,0.35,0.35,0.35,0.226036421,0.230802896,0.226036421,0.226036421,0,"sep(1,3)@k=12",OBS_WALL_MID@k=6,"sep(1,3)@k=12"
alloc102-m0.35,sigma0.09-seed2,87,87,TrialState.SUCCESSFUL|SHUT_DOWN,56.629190683,1-0-2,0.35,0.09,2,1,node limit,4,8000,0.481541868,2.700002206,55.940440914,5.207753609,0.17125,0.35,0.35,0.35,0.078612892,0.107965956,0.078612892,0.078612892,0,"sep(1,3)@k=12",OBS_WALL_NORTH@k=9,"sep(1,3)@k=12"
alloc102-m0.35,sigma0.12-seed0,88,88,TrialState.SUCCESSFUL|SHUT_DOWN,56.140160561,1-0-2,0.35,0.12,0,1,node limit,4,8000,0.481541868,2.700002206,55.401173683,5.207753609,0.17125,0.35,0.35,0.35,0.040041208,0.114960596,0.140669091,0.040041208,0,OBS_WALL_MID@k=7,OBS_WALL_NORTH@k=8,OBS_WALL_SOUTH@k=5
alloc102-m0.35,sigma0.12-seed1,89,89,TrialState.SUCCESSFUL|SHUT_DOWN,56.130496025,1-0-2,0.35,0.12,1,1,node limit,4,8000,0.481541868,2.700002206,55.241092236,5.207753609,0.17125,0.35,0.35,0.35,0.254014066,0.239250166,0.254014066,0.239250166,0,"sep(1,3)@k=12",ST_N1@k=10,"sep(1,3)@k=12"
alloc102-m0.35,sigma0.12-seed2,90,90,TrialState.SUCCESSFUL|SHUT_DOWN,55.136350632,1-0-2,0.35,0.12,2,1,node limit,4,8000,0.481541868,2.700002206,54.646848993,5.207753609,0.17125,0.35,0.35,0.35,0.012666873,0.020889556,0.012666873,0.012666873,0,"sep(1,3)@k=12",OBS_WALL_NORTH@k=9,"sep(1,3)@k=12"
alloc102-m0.45,sigma0.06-seed0,91,91,TrialState.SUCCESSFUL|SHUT_DOWN,69.660109043,1-0-2,0.45,0.06,0,1,node limit,4,8000,0.477163521,4.235093905,68.907160667,8.100226513,0.235333333,0.45,0.45,0.45,0.258353922,0.257719853,0.288438229,0.257719853,0,OBS_WALL_MID@k=9,OBS_WALL_NORTH@k=6,OBS_PILLAR@k=14
alloc102-m0.45,sigma0.06-seed1,92,92,TrialState.SUCCESSFUL|SHUT_DOWN,70.183093071,1-0-2,0.45,0.06,1,1,node limit,4,8000,0.477163521,4.235093905,69.392829738,8.100226513,0.235333333,0.45,0.45,0.45,0.342983537,0.392803168,0.354260259,0.342983537,0,ST_S2@k=16,OBS_WALL_NORTH@k=7,OBS_WALL_MID@k=6
alloc102-m0.45,sigma0.06-seed2,93,93,TrialState.SUCCESSFUL|SHUT_DOWN,69.161658525,1-0-2,0.45,0.06,2,1,node limit,4,8000,0.477163521,4.235093905,68.728233992,8.100226513,0.235333333,0.45,0.45,0.45,0.269075262,0.356233829,0.269075262,0.269075262,0,"sep(1,3)@k=12","sep(1,2)@k=8","sep(1,3)@k=12"
alloc102-m0.45,sigma0.09-seed0,94,94,TrialState.SUCCESSFUL|SHUT_DOWN,69.665705442,1-0-2,0.45,0.09,0,1,node limit,4,8000,0.477163521,4.235093905,69.190796725,8.100226513,0.235333333,0.45,0.45,0.45,0.162530883,0.16157978,0.191610967,0.16157978,0,OBS_WALL_MID@k=9,OBS_WALL_NORTH@k=6,OBS_PILLAR@k=14
alloc102-m0.45,sigma0.09-seed1,95,95,TrialState.SUCCESSFUL|SHUT_DOWN,69.684177637,1-0-2,0.45,0.09,1,1,node limit,4,8000,0.477163521,4.235093905,68.842799307,8.100226513,0.235333333,0.45,0.45,0.45,0.289475306,0.376764211,0.306390389,0.289475306,0,ST_S2@k=16,OBS_WALL_NORTH@k=7,OBS_WALL_MID@k=6
alloc102-m0.45,sigma0.09-seed2,96,96,TrialState.SUCCESSFUL|SHUT_DOWN,69.162694693,1-0-2,0.45,0.09,2,1,node limit,4,8000,0.477163521,4.235093905,68.400682216,8.100226513,0.235333333,0.45,0.45,0.45,0.178612892,0.328502481,0.178612892,0.178612892,0,"sep(1,3)@k=12",OBS_WALL_NORTH@k=5,"sep(1,3)@k=12"
alloc102-m0.45,sigma0.12-seed0,97,97,TrialState.SUCCESSFUL|SHUT_DOWN,69.174032927,1-0-2,0.45,0.12,0,1,node limit,4,8000,0.477163521,4.235093905,68.484253001,8.100226513,0.235333333,0.45,0.45,0.45,0.066707844,0.065439706,0.094783705,0.065439706,0,OBS_WALL_MID@k=9,OBS_WALL_NORTH@k=6,OBS_PILLAR@k=14
alloc102-m0.45,sigma0.12-seed1,98,98,TrialState.SUCCESSFUL|SHUT_DOWN,69.169543028,1-0-2,0.45,0.12,1,1,node limit,4,8000,0.477163521,4.235093905,68.307418671,8.100226513,0.235333333,0.45,0.45,0.45,0.235967074,0.391070528,0.258520518,0.235967074,0,ST_S2@k=16,OBS_WALL_MID@k=6,OBS_WALL_MID@k=6
alloc102-m0.45,sigma0.12-seed2,99,99,TrialState.SUCCESSFUL|SHUT_DOWN,69.179926157,1-0-2,0.45,0.12,2,1,node limit,4,8000,0.477163521,4.235093905,68.42474888,8.100226513,0.235333333,0.45,0.45,0.45,0.088150523,0.254669974,0.088150523,0.088150523,0,"sep(1,3)@k=12",OBS_WALL_NORTH@k=5,"sep(1,3)@k=12"
alloc102-m0.5,sigma0.06-seed0,100,100,TrialState.SUCCESSFUL|SHUT_DOWN,1.002215624,1-0-2,0.5,0.06,0,0,infeasible,2,,,,0.010802046,,,,,,,,,,,,,
alloc102-m0.5,sigma0.06-seed1,101,101,TrialState.SUCCESSFUL|SHUT_DOWN,1.002299547,1-0-2,0.5,0.06,1,0,infeasible,2,,,,0.014536503,,,,,,,,,,,,,
alloc102-m0.5,sigma0.06-seed2,102,102,TrialState.SUCCESSFUL|SHUT_DOWN,1.001956701,1-0-2,0.5,0.06,2,0,infeasible,2,,,,0.011237779,,,,,,,,,,,,,
alloc102-m0.5,sigma0.09-seed0,103,103,TrialState.SUCCESSFUL|SHUT_DOWN,1.00241828,1-0-2,0.5,0.09,0,0,infeasible,2,,,,0.010769324,,,,,,,,,,,,,
alloc102-m0.5,sigma0.09-seed1,104,104,TrialState.SUCCESSFUL|SHUT_DOWN,1.001804352,1-0-2,0.5,0.09,1,0,infeasible,2,,,,0.013763322,,,,,,,,,,,,,
alloc102-m0.5,sigma0.09-seed2,105,105,TrialState.SUCCESSFUL|SHUT_DOWN,1.002361536,1-0-2,0.5,0.09,2,0,infeasible,2,,,,0.011009878,,,,,,,,,,,,,
alloc102-m0.5,sigma0.12-seed0,106,106,TrialState.SUCCESSFUL|SHUT_DOWN,1.002342701,1-0-2,0.5,0.12,0,0,infeasible,2,,,,0.011463095,,,,,,,,,,,,,
alloc102-m0.5,sigma0.12-seed1,107,107,TrialState.SUCCESSFUL|SHUT_DOWN,1.002668858,1-0-2,0.5,0.12,1,0,infeasible,2,,,,0.01112209,,,,,,,,,,,,,
alloc102-m0.5,sigma0.12-seed2,108,108,TrialState.SUCCESSFUL|SHUT_DOWN,1.002269983,1-0-2,0.5,0.12,2,0,infeasible,2,,,,0.011342316,,,,,,,,,,,,,
alloc120-m0.15,sigma0.06-seed0,109,109,TrialState.SUCCESSFUL|SHUT_DOWN,29.068910599,1-2-0,0.15,0.06,0,1,optimal,0,4015,0.04996435,3.372559339,28.619407721,3.549929248,0.002610612,0.15,0.15,0.15,-0.094211022,-0.036822141,-0.094211022,-0.094211022,3,"sep(1,3)@k=7","sep(2,3)@k=5","sep(1,3)@k=7"
alloc120-m0.15,sigma0.06-seed1,110,110,TrialState.SUCCESSFUL|SHUT_DOWN,29.568380117,1-2-0,0.15,0.06,1,1,optimal,0,4015,0.04996435,3.372559339,28.809359291,3.549929248,0.002610612,0.15,0.15,0.15,-0.069685882,-0.069685882,0.067316017,-0.069685882,2,"sep(1,2)@k=13","sep(1,2)@k=13",ST_N1@k=10
alloc120-m0.15,sigma0.06-seed2,111,111,TrialState.SUCCESSFUL|SHUT_DOWN,29.568915606,1-2-0,0.15,0.06,2,1,optimal,0,4015,0.04996435,3.372559339,28.762869017,3.549929248,0.002610612,0.15,0.15,0.15,0.061964718,-0.014490819,-0.014490819,-0.014490819,2,OBS_WALL_MID@k=7,"sep(2,3)@k=5","sep(2,3)@k=5"
alloc120-m0.15,sigma0.09-seed0,112,112,TrialState.SUCCESSFUL|SHUT_DOWN,29.06579113,1-2-0,0.15,0.09,0,1,optimal,0,4015,0.04996435,3.372559339,28.609599626,3.549929248,0.002610612,0.15,0.15,0.15,-0.24159431,-0.155030783,-0.24159431,-0.24159431,3,"sep(1,3)@k=7","sep(2,3)@k=5","sep(1,3)@k=7"
alloc120-m0.15,sigma0.09-seed1,113,113,TrialState.SUCCESSFUL|SHUT_DOWN,29.068119764,1-2-0,0.15,0.09,1,1,optimal,0,4015,0.04996435,3.372559339,28.62265574,3.549929248,0.002610612,0.15,0.15,0.15,-0.205186718,-0.205186718,0.025974025,-0.205186718,2,"sep(1,2)@k=13","sep(1,2)@k=13",ST_N1@k=10
alloc120-m0.15,sigma0.09-seed2,114,114,TrialState.SUCCESSFUL|SHUT_DOWN,29.06475234,1-2-0,0.15,0.09,2,1,optimal,0,4015,0.04996435,3.372559339,28.677004788,3.549929248,0.002610612,0.15,0.15,0.15,0.017947078,-0.066118396,-0.066118396,-0.066118396,2,OBS_WALL_MID@k=7,"sep(2,3)@k=4","sep(2,3)@k=4"
alloc120-m0.15,sigma0.12-seed0,115,115,TrialState.SUCCESSFUL|SHUT_DOWN,29.574303627,1-2-0,0.15,0.12,0,1,optimal,0,4015,0.04996435,3.372559339,28.846910702,3.549929248,0.002610612,0.15,0.15,0.15,-0.388977599,-0.273239424,-0.388977599,-0.388977599,3,"sep(1,3)@k=7","sep(2,3)@k=5","sep(1,3)@k=7"
alloc120-m0.15,sigma0.12-seed1,116,116,TrialState.SUCCESSFUL|SHUT_DOWN,29.066873074,1-2-0,0.15,0.12,1,1,optimal,0,4015,0.04996435,3.372559339,28.631876999,3.549929248,0.002610612,0.15,0.15,0.15,-0.340687553,-0.340687553,-0.015367966,-0.340687553,3,"sep(1,2)@k=13","sep(1,2)@k=13",ST_N1@k=10
alloc120-m0.15,sigma0.12-seed2,117,117,TrialState.SUCCESSFUL|SHUT_DOWN,29.069372416,1-2-0,0.15,0.12,2,1,optimal,0,4015,0.04996435,3.372559339,28.658141567,3.549929248,0.002610612,0.15,0.15,0.15,-0.026070563,-0.138157861,-0.138157861,-0.138157861,3,OBS_WALL_MID@k=7,"sep(2,3)@k=4","sep(2,3)@k=4"
alloc120-m0.35,sigma0.06-seed0,118,118,TrialState.SUCCESSFUL|SHUT_DOWN,53.123676777,1-2-0,0.35,0.06,0,1,node limit,4,8000,0.246254322,3.98482908,52.672239358,5.286702397,0.123333333,0.35,0.35,0.35,0.195020604,0.135457717,0.122014558,0.122014558,0,OBS_WALL_MID@k=7,"sep(2,3)@k=5",ST_N2@k=14
alloc120-m0.35,sigma0.06-seed1,119,119,TrialState.SUCCESSFUL|SHUT_DOWN,53.135301352,1-2-0,0.35,0.06,1,1,node limit,4,8000,0.246254322,3.98482908,52.481965069,5.286702397,0.123333333,0.35,0.35,0.35,0.315454982,0.287135917,0.264158331,0.264158331,0,OBS_WALL_NORTH@k=4,ST_C2@k=15,ST_N1@k=10
alloc120-m0.35,sigma0.06-seed2,120,120,TrialState.SUCCESSFUL|SHUT_DOWN,53.632781029,1-2-0,0.35,0.06,2,1,node limit,4,8000,0.246254322,3.98482908,52.772846998,5.286702397,0.123333333,0.35,0.35,0.35,0.198212724,0.198212724,0.242587736,0.198212724,0,"sep(1,2)@k=12","sep(1,2)@k=12","sep(2,3)@k=4"
alloc120-m0.35,sigma0.09-seed0,121,121,TrialState.SUCCESSFUL|SHUT_DOWN,53.129358768,1-2-0,0.35,0.09,0,1,node limit,4,8000,0.246254322,3.98482908,52.48277122,5.286702397,0.123333333,0.35,0.35,0.35,0.117530906,0.017249076,0.013477133,0.013477133,0,OBS_WALL_MID@k=7,"sep(2,3)@k=5",OBS_WALL_MID@k=6
alloc120-m0.35,sigma0.09-seed1,122,122,TrialState.SUCCESSFUL|SHUT_DOWN,53.137699842,1-2-0,0.35,0.09,1,1,node limit,4,8000,0.246254322,3.98482908,52.585915717,5.286702397,0.123333333,0.35,0.35,0.35,0.298182474,0.255703875,0.221237497,0.221237497,0,OBS_WALL_NORTH@k=4,ST_C2@k=15,ST_N1@k=10
alloc120-m0.35,sigma0.09-seed2,123,123,TrialState.SUCCESSFUL|SHUT_DOWN,53.62941885,1-2-0,0.35,0.09,2,1,node limit,4,8000,0.246254322,3.98482908,52.760189229,5.286702397,0.123333333,0.35,0.35,0.35,0.122319086,0.122319086,0.170548271,0.122319086,0,"sep(1,2)@k=12","sep(1,2)@k=12","sep(2,3)@k=4"
alloc120-m0.35,sigma0.12-seed0,124,124,TrialState.SUCCESSFUL|SHUT_DOWN,53.12618494,1-2-0,0.35,0.12,0,1,node limit,4,8000,0.246254322,3.98482908,52.619004234,5.286702397,0.123333333,0.35,0.35,0.35,0.040041208,-0.100959566,-0.100959566,-0.100959566,2,OBS_WALL_MID@k=7,"sep(2,3)@k=5","sep(2,3)@k=5"
alloc120-m0.35,sigma0.12-seed1,125,125,TrialState.SUCCESSFUL|SHUT_DOWN,53.122033834,1-2-0,0.35,0.12,1,1,node limit,4,8000,0.246254322,3.98482908,52.58306466,5.286702397,0.123333333,0.35,0.35,0.35,0.280909965,0.224271834,0.178316663,0.178316663,0,OBS_WALL_NORTH@k=4,ST_C2@k=15,ST_N1@k=10
alloc120-m0.35,sigma0.12-seed2,126,126,TrialState.SUCCESSFUL|SHUT_DOWN,53.119825363,1-2-0,0.35,0.12,2,1,node limit,4,8000,0.246254322,3.98482908,52.707552027,5.286702397,0.123333333,0.35,0.35,0.35,0.046425448,0.046425448,0.098508805,0.046425448,0,"sep(1,2)@k=12","sep(1,2)@k=12","sep(2,3)@k=4"
alloc120-m0.45,sigma0.06-seed0,127,127,TrialState.SUCCESSFUL|SHUT_DOWN,67.658468962,1-2-0,0.45,0.06,0,1,node limit,4,8000,0.344736096,5.308873597,66.980350915,8.101886227,0.244166667,0.45,0.45,0.45,0.239063474,0.264662251,0.225651422,0.225651422,0,"sep(1,3)@k=8",ST_S1@k=10,OBS_WALL_MID@k=6
alloc120-m0.45,sigma0.06-seed1,128,128,TrialState.SUCCESSFUL|SHUT_DOWN,67.666031361,1-2-0,0.45,0.06,1,1,node limit,4,8000,0.344736096,5.308873597,67.011924429,8.101886227,0.244166667,0.45,0.45,0.45,0.4071585,0.387135917,0.364158331,0.364158331,0,OBS_WALL_NORTH@k=5,ST_C2@k=15,ST_N1@k=10
alloc120-m0.45,sigma0.06-seed2,129,129,TrialState.SUCCESSFUL|SHUT_DOWN,67.678364754,1-2-0,0.45,0.06,2,1,node limit,4,8000,0.344736096,5.308873597,67.090311838,8.101886227,0.244166667,0.45,0.45,0.45,0.298212724,0.298212724,0.420228299,0.298212724,0,"sep(1,2)@k=12","sep(1,2)@k=12",OBS_WALL_MID@k=6
alloc120-m0.45,sigma0.09-seed0,130,130,TrialState.SUCCESSFUL|SHUT_DOWN,67.667891026,1-2-0,0.45,0.09,0,1,node limit,4,8000,0.344736096,5.308873597,67.175540915,8.101886227,0.244166667,0.45,0.45,0.45,0.220218063,0.171993377,0.113477133,0.113477133,0,OBS_WALL_MID@k=7,ST_S1@k=10,OBS_WALL_MID@k=6
alloc120-m0.45,sigma0.09-seed1,131,131,TrialState.SUCCESSFUL|SHUT_DOWN,67.669368505,1-2-0,0.45,0.09,1,1,node limit,4,8000,0.344736096,5.308873597,67.069521062,8.101886227,0.244166667,0.45,0.45,0.45,0.382554315,0.355703875,0.321237497,0.321237497,0,ST_S2@k=16,ST_C2@k=15,ST_N1@k=10
alloc120-m0.45,sigma0.09-seed2,132,132,TrialState.SUCCESSFUL|SHUT_DOWN,67.664302588,1-2-0,0.45,0.09,2,1,node limit,4,8000,0.344736096,5.308873597,67.022760716,8.101886227,0.244166667,0.45,0.45,0.45,0.222319086,0.222319086,0.357691128,0.222319086,0,"sep(1,2)@k=12","sep(1,2)@k=12","sep(2,3)@k=4"
alloc120-m0.45,sigma0.12-seed0,133,133,TrialState.SUCCESSFUL|SHUT_DOWN,67.661130667,1-2-0,0.45,0.12,0,1,node limit,4,8000,0.344736096,5.308873597,67.048219211,8.101886227,0.244166667,0.45,0.45,0.45,0.177133513,0.079324502,0.001302844,0.001302844,0,"sep(1,3)@k=7",ST_S1@k=10,OBS_WALL_MID@k=6
alloc120-m0.45,sigma0.12-seed1,134,134,TrialState.SUCCESSFUL|SHUT_DOWN,67.167876005,1-2-0,0.45,0.12,1,1,node limit,4,8000,0.344736096,5.308873597,66.695192776,8.101886227,0.244166667,0.45,0.45,0.45,0.329046083,0.324271834,0.278316663,0.278316663,0,ST_S2@k=16,ST_C2@k=15,ST_N1@k=10
alloc120-m0.45,sigma0.12-seed2,135,135,TrialState.SUCCESSFUL|SHUT_DOWN,67.663300514,1-2-0,0.45,0.12,2,1,node limit,4,8000,0.344736096,5.308873597,66.9673858,8.101886227,0.244166667,0.45,0.45,0.45,0.146425448,0.146425448,0.285651662,0.146425448,0,"sep(1,2)@k=12","sep(1,2)@k=12","sep(2,3)@k=4"
alloc120-m0.5,sigma0.06-seed0,136,136,TrialState.SUCCESSFUL|SHUT_DOWN,1.002544641,1-2-0,0.5,0.06,0,0,infeasible,2,,,,0.010491819,,,,,,,,,,,,,
alloc120-m0.5,sigma0.06-seed1,137,137,TrialState.SUCCESSFUL|SHUT_DOWN,1.001689911,1-2-0,0.5,0.06,1,0,infeasible,2,,,,0.010250193,,,,,,,,,,,,,
alloc120-m0.5,sigma0.06-seed2,138,138,TrialState.SUCCESSFUL|SHUT_DOWN,1.002367496,1-2-0,0.5,0.06,2,0,infeasible,2,,,,0.010525102,,,,,,,,,,,,,
alloc120-m0.5,sigma0.09-seed0,139,139,TrialState.SUCCESSFUL|SHUT_DOWN,1.002346039,1-2-0,0.5,0.09,0,0,infeasible,2,,,,0.010269449,,,,,,,,,,,,,
alloc120-m0.5,sigma0.09-seed1,140,140,TrialState.SUCCESSFUL|SHUT_DOWN,1.002423048,1-2-0,0.5,0.09,1,0,infeasible,2,,,,0.01013201,,,,,,,,,,,,,
alloc120-m0.5,sigma0.09-seed2,141,141,TrialState.SUCCESSFUL|SHUT_DOWN,1.002488852,1-2-0,0.5,0.09,2,0,infeasible,2,,,,0.01052914,,,,,,,,,,,,,
alloc120-m0.5,sigma0.12-seed0,142,142,TrialState.SUCCESSFUL|SHUT_DOWN,1.001832485,1-2-0,0.5,0.12,0,0,infeasible,2,,,,0.010142519,,,,,,,,,,,,,
alloc120-m0.5,sigma0.12-seed1,143,143,TrialState.SUCCESSFUL|SHUT_DOWN,1.002403498,1-2-0,0.5,0.12,1,0,infeasible,2,,,,0.010197984,,,,,,,,,,,,,
alloc120-m0.5,sigma0.12-seed2,144,144,TrialState.SUCCESSFUL|SHUT_DOWN,1.002277374,1-2-0,0.5,0.12,2,0,infeasible,2,,,,0.010406468,,,,,,,,,,,,,
alloc201-m0.15,sigma0.06-seed0,145,145,TrialState.SUCCESSFUL|SHUT_DOWN,42.096524,2-0-1,0.15,0.06,0,1,optimal,0,5129,0.049991118,3.872434459,41.522428303,4.07620869,0.023461538,0.15,0.15,0.15,0.02138097,0.115389025,0.011740644,0.011740644,0,ST_S1@k=10,"sep(1,2)@k=5",ST_S2@k=15
alloc201-m0.15,sigma0.06-seed1,146,146,TrialState.SUCCESSFUL|SHUT_DOWN,42.093882084,2-0-1,0.15,0.06,1,1,optimal,0,5129,0.049991118,3.872434459,41.508545255,4.07620869,0.023461538,0.15,0.15,0.15,0.025735677,0.025735677,0.070215189,0.025735677,0,"sep(1,2)@k=5","sep(1,2)@k=5","sep(1,3)@k=12"
alloc201-m0.15,sigma0.06-seed2,147,147,TrialState.SUCCESSFUL|SHUT_DOWN,42.097602844,2-0-1,0.15,0.06,2,1,optimal,0,5129,0.049991118,3.872434459,41.568362507,4.07620869,0.023461538,0.15,0.15,0.15,0.025930747,0.090566015,0.06261271,0.025930747,0,ST_C2@k=16,"sep(1,2)@k=4",ST_S2@k=15
alloc201-m0.15,sigma0.09-seed0,148,148,TrialState.SUCCESSFUL|SHUT_DOWN,42.099550009,2-0-1,0.15,0.09,0,1,optimal,0,5129,0.049991118,3.872434459,41.618619824,4.07620869,0.023461538,0.15,0.15,0.15,-0.042928545,0.08912711,-0.057389034,-0.057389034,2,ST_S1@k=10,"sep(1,2)@k=4",ST_S2@k=15
alloc201-m0.15,sigma0.09-seed1,149,149,TrialState.SUCCESSFUL|SHUT_DOWN,42.094572544,2-0-1,0.15,0.09,1,1,optimal,0,5129,0.049991118,3.872434459,41.685521997,4.07620869,0.023461538,0.15,0.15,0.15,-0.036396484,-0.036396484,0.030322784,-0.036396484,2,"sep(1,2)@k=5","sep(1,2)@k=5","sep(1,3)@k=12"
alloc201-m0.15,sigma0.09-seed2,150,150,TrialState.SUCCESSFUL|SHUT_DOWN,42.09652853,2-0-1,0.15,0.09,2,1,optimal,0,5129,0.049991118,3.872434459,41.561211865,4.07620869,0.023461538,0.15,0.15,0.15,-0.03610388,0.044803271,0.021140366,-0.03610388,1,ST_C2@k=16,"sep(1,2)@k=4","sep(1,3)@k=7"
alloc201-m0.15,sigma0.12-seed0,151,151,TrialState.SUCCESSFUL|SHUT_DOWN,42.596160412,2-0-1,0.15,0.12,0,1,optimal,0,5129,0.049991118,3.872434459,41.793965471,4.07620869,0.023461538,0.15,0.15,0.15,-0.10723806,0.058138979,-0.126518712,-0.126518712,2,ST_S1@k=10,"sep(1,2)@k=4",ST_S2@k=15
alloc201-m0.15,sigma0.12-seed1,152,152,TrialState.SUCCESSFUL|SHUT_DOWN,42.108710289,2-0-1,0.15,0.12,1,1,optimal,0,5129,0.049991118,3.872434459,41.541323266,4.07620869,0.023461538,0.15,0.15,0.15,-0.098528645,-0.098528645,-0.009569622,-0.098528645,3,"sep(1,2)@k=5","sep(1,2)@k=5","sep(1,3)@k=12"
alloc201-m0.15,sigma0.12-seed2,153,153,TrialState.SUCCESSFUL|SHUT_DOWN,42.596220732,2-0-1,0.15,0.12,2,1,optimal,0,5129,0.049991118,3.872434459,41.830677736,4.07620869,0.023461538,0.15,0.15,0.15,-0.098138506,-0.000959473,-0.027041603,-0.098138506,3,ST_C2@k=16,"sep(1,2)@k=4","sep(1,3)@k=7"
alloc201-m0.35,sigma0.06-seed0,154,154,TrialState.SUCCESSFUL|SHUT_DOWN,57.633154869,2-0-1,0.35,0.06,0,1,node limit,4,8000,0.446181803,3.806613748,57.158032,6.873399557,0.152639491,0.35,0.35,0.35,0.199028353,0.124393502,0.24556603,0.124393502,0,OBS_WALL_SOUTH@k=9,OBS_WALL_NORTH@k=8,OBS_WALL_SOUTH@k=4
alloc201-m0.35,sigma0.06-seed1,155,155,TrialState.SUCCESSFUL|SHUT_DOWN,57.633474588,2-0-1,0.35,0.06,1,1,node limit,4,8000,0.446181803,3.806613748,56.766110952,6.873399557,0.152639491,0.35,0.35,0.35,0.231447112,0.231447112,0.254260259,0.231447112,0,"sep(1,2)@k=2","sep(1,2)@k=2",OBS_WALL_MID@k=6
alloc201-m0.35,sigma0.06-seed2,156,156,TrialState.SUCCESSFUL|SHUT_DOWN,57.637910843,2-0-1,0.35,0.06,2,1,node limit,4,8000,0.446181803,3.806613748,57.067429554,6.873399557,0.152639491,0.35,0.35,0.35,0.184736776,0.175847199,0.240639894,0.175847199,0,"sep(1,2)@k=2",OBS_WALL_NORTH@k=9,OBS_WALL_SOUTH@k=4
alloc201-m0.35,sigma0.09-seed0,157,157,TrialState.SUCCESSFUL|SHUT_DOWN,57.147471905,2-0-1,0.35,0.09,0,1,node limit,4,8000,0.446181803,3.806613748,56.724510288,6.873399557,0.152639491,0.35,0.35,0.35,0.103205314,0.011590253,0.193349045,0.011590253,0,OBS_WALL_SOUTH@k=9,OBS_WALL_NORTH@k=8,OBS_WALL_SOUTH@k=4
alloc201-m0.35,sigma0.09-seed1,158,158,TrialState.SUCCESSFUL|SHUT_DOWN,57.634239435,2-0-1,0.35,0.09,1,1,node limit,4,8000,0.446181803,3.806613748,56.874942481,6.873399557,0.152639491,0.35,0.35,0.35,0.143152811,0.143152811,0.206390389,0.143152811,0,"sep(1,2)@k=2","sep(1,2)@k=2",OBS_WALL_MID@k=6
