episode,step,object,robot_x,robot_y,range,true_xmin,true_ymin,true_xmax,true_ymax,det_xmin,det_ymin,det_xmax,det_ymax
9.0000,16.0000,5.0000,9.2500,8.7500,3.9563,9.6386,11.1275,11.8499,13.6990,9.6568,11.2897,11.7238,13.6842
9.0000,16.0000,6.0000,9.2500,8.7500,5.1940,11.8302,11.3520,14.3886,13.1000,11.8871,11.4041,14.2145,13.1237
10.0000,16.0000,0.0000,8.2500,7.7500,4.5065,7.3515,2.4307,8.6297,4.0713,7.2977,2.3926,8.4585,3.9492
10.0000,16.0000,1.0000,8.2500,7.7500,6.4560,6.5234,13.0315,8.0534,15.2365,6.5428,13.0339,7.9895,15.1642
10.0000,16.0000,2.0000,8.2500,7.7500,4.9917,10.8148,3.8540,13.5139,5.4508,10.8759,3.7539,13.4488,5.3047
10.0000,16.0000,3.0000,8.2500,7.7500,5.5439,2.5594,10.2801,5.6682,12.6029,2.7046,10.3768,5.6122,12.6394
10.0000,16.0000,4.0000,8.2500,7.7500,3.8659,10.6476,8.5582,12.6198,10.6812,10.7998,8.5554,12.6932,10.5565
10.0000,16.0000,5.0000,8.2500,7.7500,2.7839,4.8236,5.9415,6.4626,7.6047,4.7824,6.0871,6.3876,7.6769
12.0000,16.0000,0.0000,8.7500,8.7500,3.7486,3.5780,6.8508,6.5001,9.5887,3.7255,6.8734,6.4563,9.5503
12.0000,16.0000,1.0000,8.7500,8.7500,3.6139,4.5737,8.1084,5.7750,10.4408,4.9709,8.9218,5.4535,9.8963
12.0000,16.0000,2.0000,8.7500,8.7500,8.7581,15.1413,11.4354,17.8371,14.2641,16.0305,12.6545,17.4145,13.5983
12.0000,16.0000,3.0000,8.7500,8.7500,3.9756,11.3414,7.1336,14.0920,9.8351,11.8295,8.0093,13.4207,9.3709
12.0000,16.0000,4.0000,8.7500,8.7500,4.1600,11.0314,5.2658,13.4459,7.7022,11.2162,5.2552,13.4801,7.5464
12.0000,16.0000,5.0000,8.7500,8.7500,5.9859,4.4616,12.3163,5.8331,14.7445,4.7457,12.9263,5.3789,13.8695
12.0000,16.0000,6.0000,8.7500,8.7500,7.6613,15.0466,5.4163,16.8637,6.8756,15.1229,5.8373,16.8482,7.2077
12.0000,16.0000,7.0000,8.7500,8.7500,6.8349,11.2021,1.9004,13.9568,4.2770,11.3208,1.7123,13.8608,4.0189
13.0000,16.0000,0.0000,8.7500,8.7500,5.1266,11.3043,11.3316,13.8725,12.9651,11.4326,11.5371,13.8689,13.0582
13.0000,16.0000,1.0000,8.7500,8.7500,7.7643,3.9118,14.3732,5.8499,16.5900,3.9692,14.5622,5.8746,16.6514
13.0000,16.0000,2.0000,8.7500,8.7500,5.4910,10.0326,2.6951,12.6775,5.1374,10.1192,2.6032,12.6982,4.8801
13.0000,16.0000,3.0000,8.7500,8.7500,1.4508,9.2952,8.1432,11.0963,9.5994,9.6623,8.4865,10.6497,9.0981
13.0000,16.0000,4.0000,8.7500,8.7500,2.9837,9.1006,4.8783,11.7168,7.6615,9.1226,4.9909,11.5998,7.6311
13.0000,16.0000,5.0000,8.7500,8.7500,5.1073,12.6718,7.0553,15.0102,9.6283,12.8584,7.0827,15.0922,9.4221
13.0000,16.0000,6.0000,8.7500,8.7500,7.3179,11.0857,14.0279,13.8469,16.0803,11.1858,14.1151,13.7414,16.0036
14.0000,16.0000,0.0000,9.2500,9.2500,5.6376,7.0989,13.7095,9.2812,15.8647,7.7377,14.0673,8.8067,15.4420
14.0000,16.0000,1.0000,9.2500,9.2500,5.8255,12.4729,4.5048,14.5133,6.0121,12.3471,4.5606,14.3015,5.9570
14.0000,16.0000,2.0000,9.2500,9.2500,7.0942,9.8281,15.1946,11.8182,17.1406,9.8793,15.2549,11.7826,17.1111
14.0000,16.0000,3.0000,9.2500,9.2500,6.3893,13.0764,4.0153,15.3989,6.4980,13.0919,4.1572,15.3579,6.5280
14.0000,16.0000,4.0000,9.2500,9.2500,3.6341,11.4497,6.5037,13.1131,7.9876,11.6562,6.8477,12.6164,7.5151
16.0000,16.0000,0.0000,9.2500,7.7500,8.1699,11.8624,14.4057,13.4554,15.9437,11.7040,14.3270,13.2481,15.7749
16.0000,16.0000,1.0000,9.2500,7.7500,3.0225,7.2396,10.0563,10.2230,11.3990,7.9846,10.4365,9.4447,11.0754
16.0000,16.0000,2.0000,9.2500,7.7500,4.7944,6.9796,2.0197,8.1959,4.4863,7.0039,2.0309,8.1356,4.2895
16.0000,16.0000,4.0000,9.2500,7.7500,3.6815,10.1779,9.7940,12.8897,11.4810,10.2046,9.8455,12.7849,11.4377
16.0000,16.0000,5.0000,9.2500,7.7500,8.3662,11.9194,13.9676,14.1983,16.4302,12.0851,13.9901,14.2757,16.3045
17.0000,16.0000,0.0000,9.2500,9.2500,8.4558,2.9395,14.7334,4.7311,16.7560,2.9294,14.5702,4.6466,16.5586
17.0000,16.0000,1.0000,9.2500,9.2500,7.3169,13.6113,4.0898,16.5780,5.6062,13.6244,4.2600,16.5626,5.6681
17.0000,16.0000,2.0000,9.2500,9.2500,5.3706,6.9001,13.3147,9.7229,15.7613,7.3619,13.9699,9.1747,14.8747
17.0000,16.0000,3.0000,9.2500,9.2500,7.6217,8.5256,15.6287,11.4567,18.0424,9.1701,16.0667,11.0284,17.5157
17.0000,16.0000,4.0000,9.2500,9.2500,6.8282,5.0319,13.5886,6.3134,16.5436,5.0460,13.6258,6.2485,16.5907
17.0000,16.0000,5.0000,9.2500,9.2500,6.1846,2.1838,10.3113,4.8814,12.9047,2.1694,10.2865,4.7513,12.7324
17.0000,16.0000,6.0000,9.2500,9.2500,6.0130,2.9013,11.1424,5.3465,13.6438,2.9893,11.1391,5.3667,13.5042
17.0000,16.0000,7.0000,9.2500,9.2500,4.9071,3.0983,8.5341,5.5894,9.7708,3.3387,8.6894,5.6380,9.8934
23.0000,16.0000,0.0000,6.7500,9.2500,6.3051,8.1052,2.0710,10.6847,4.9820,8.1101,2.0822,10.6419,4.9764
23.0000,16.0000,1.0000,6.7500,9.2500,5.1953,10.2247,9.4570,13.1364,12.3179,10.4006,9.5191,13.1732,12.1511
23.0000,16.0000,2.0000,6.7500,9.2500,6.0620,11.1263,4.9444,12.8213,7.4042,11.1253,5.0190,12.7518,7.3953
23.0000,16.0000,3.0000,6.7500,9.2500,3.5326,5.7650,4.8770,7.8729,6.5592,5.7487,4.9485,7.7750,6.5746
23.0000,16.0000,4.0000,6.7500,9.2500,9.6216,14.8623,9.7369,17.7353,11.1256,14.7447,9.9136,17.4652,11.2757
24.0000,16.0000,0.0000,8.2500,8.7500,2.6609,6.1983,9.6000,7.5608,12.4617,6.3580,9.6639,7.6811,12.5070
24.0000,16.0000,1.0000,8.2500,8.7500,7.8104,9.5690,14.9971,11.9050,17.3106,9.6726,15.2081,11.8035,17.3149
24.0000,16.0000,3.0000,8.2500,8.7500,7.3236,13.1910,12.2523,14.8192,14.3062,13.6705,12.6281,14.6008,13.8471
24.0000,16.0000,4.0000,8.2500,8.7500,5.2637,8.6090,13.0218,10.6905,14.6265,9.1720,13.4496,10.2460,14.2075
24.0000,16.0000,5.0000,8.2500,8.7500,3.5289,3.6700,8.7697,6.2932,11.3918,3.8269,8.7929,6.3022,11.3463
24.0000,16.0000,6.0000,8.2500,8.7500,4.9181,2.8761,8.9505,4.3183,11.7367,2.8357,9.0638,4.2127,11.7390
24.0000,16.0000,7.0000,8.2500,8.7500,5.9442,3.4060,12.4558,5.9337,14.5344,3.6672,12.5215,6.0814,14.4864
24.0000,16.0000,8.0000,8.2500,8.7500,8.4854,13.6891,2.0314,15.4898,4.1879,13.6409,2.0435,15.3980,4.1217
25.0000,16.0000,0.0000,8.7500,9.2500,8.3462,14.7997,12.2876,16.7711,15.1928,14.8672,12.4321,16.7142,15.2118
25.0000,16.0000,1.0000,8.7500,9.2500,4.6371,5.6869,12.3539,7.9680,14.5855,5.8874,12.4208,8.0663,14.5054
25.0000,16.0000,2.0000,8.7500,9.2500,7.3373,12.3272,13.3865,14.7780,16.2077,12.4212,13.3568,14.7970,16.0826
25.0000,16.0000,3.0000,8.7500,9.2500,6.8320,1.8092,12.2221,4.6733,14.3599,2.0963,12.1887,4.7869,14.2453
25.0000,16.0000,4.0000,8.7500,9.2500,6.4064,9.3380,2.3121,12.3229,4.0695,10.1419,2.7608,11.6647,3.5913
25.0000,16.0000,5.0000,8.7500,9.2500,5.2665,12.4647,8.7338,15.4430,11.3861,12.5278,8.8140,15.3739,11.3571
26.0000,16.0000,1.0000,7.2500,8.7500,5.3227,9.8008,10.7826,12.8318,13.5866,9.9966,10.7244,12.8013,13.3550
26.0000,16.0000,2.0000,7.2500,8.7500,3.5412,6.7541,10.8754,8.8057,13.6272,6.8667,11.0837,8.7912,13.6517
26.0000,16.0000,3.0000,7.2500,8.7500,2.0178,6.8303,5.7254,9.3332,8.0977,6.8448,5.7880,9.1749,8.0106
26.0000,16.0000,4.0000,7.2500,8.7500,9.7348,14.5136,11.8191,17.5701,14.0404,14.7841,11.6829,17.6466,13.8034
26.0000,16.0000,5.0000,7.2500,8.7500,4.6154,10.2185,7.0222,13.3950,9.0111,10.2280,7.0844,13.3480,8.9095
26.0000,16.0000,6.0000,7.2500,8.7500,9.8963,15.7578,11.3073,16.9919,13.8541,15.7280,11.2711,16.9024,13.7263
26.0000,16.0000,7.0000,7.2500,8.7500,8.4014,3.8002,15.1447,5.2564,18.2520,3.8468,15.4132,5.2035,18.3030
27.0000,16.0000,0.0000,9.2500,9.2500,8.3675,14.7071,3.4565,17.1519,4.9638,14.8146,3.6578,17.0135,5.1029
27.0000,16.0000,1.0000,9.2500,9.2500,5.6850,13.3267,9.1583,16.1854,12.1725,13.4100,9.0585,16.1434,11.9064
27.0000,16.0000,2.0000,9.2500,9.2500,3.6456,8.5129,12.2090,11.2857,13.4655,8.6927,12.2268,11.1639,13.4221
27.0000,16.0000,3.0000,9.2500,9.2500,7.5297,15.5608,8.7890,17.9572,10.8257,15.4105,8.9711,17.6897,10.8754
27.0000,16.0000,4.0000,9.2500,9.2500,7.2460,14.2590,4.4295,16.0821,5.7155,14.4232,4.8354,15.8296,5.4015
27.0000,16.0000,5.0000,9.2500,9.2500,1.7859,9.6663,7.2193,11.9120,9.4691,9.7011,7.2281,11.8173,9.4289
29.0000,16.0000,0.0000,6.7500,8.7500,3.4185,2.8219,8.7738,4.3549,11.3265,2.8284,8.7296,4.2631,11.1106
29.0000,16.0000,1.0000,6.7500,8.7500,7.0837,12.4256,10.9206,13.8776,12.6451,12.5295,10.8837,13.9396,12.4427
29.0000,16.0000,3.0000,6.7500,8.7500,7.6006,8.7059,14.3993,10.9357,17.0060,8.7623,14.3371,10.8684,16.8417
29.0000,16.0000,5.0000,6.7500,8.7500,5.0527,3.4250,3.3025,5.5941,5.1398,3.5353,3.2570,5.5874,5.0339
29.0000,16.0000,8.0000,6.7500,8.7500,4.1022,9.5862,7.5014,12.0541,8.9744,9.6016,7.4485,11.9272,8.8505
30.0000,16.0000,0.0000,9.2500,9.2500,9.1570,15.2452,2.7337,17.4013,4.1355,15.7914,2.9355,16.7898,3.9107
30.0000,16.0000,1.0000,9.2500,9.2500,7.9604,13.6042,2.4064,16.3213,5.0063,13.4493,2.4864,16.0215,4.9137
30.0000,16.0000,2.0000,9.2500,9.2500,7.0231,14.0168,4.7282,16.9437,7.2886,14.0103,4.7889,16.8108,7.2758
30.0000,16.0000,3.0000,9.2500,9.2500,8.1482,2.9771,14.4608,4.2729,15.8295,3.0709,14.1670,4.2666,15.4525
30.0000,16.0000,4.0000,9.2500,9.2500,5.7125,13.4011,5.8536,15.8121,8.6766,13.4587,5.8661,15.7152,8.5950
30.0000,16.0000,5.0000,9.2500,9.2500,4.5385,9.4629,4.0963,11.5794,5.6901,9.3843,4.1278,11.4523,5.6573
31.0000,16.0000,0.0000,8.2500,8.2500,6.8225,13.7606,5.5000,16.1207,8.3304,13.7649,5.5854,16.0617,8.3518
31.0000,16.0000,1.0000,8.2500,8.2500,4.7140,2.8670,6.5053,4.2746,8.8519,2.9413,6.6161,4.2619,8.8601
31.0000,16.0000,2.0000,8.2500,8.2500,6.4467,6.6418,13.1867,8.8055,16.1636,6.7771,13.2382,8.7568,16.0417
31.0000,16.0000,3.0000,8.2500,8.2500,7.5596,9.8286,13.9769,11.2270,16.9397,9.7829,14.1489,11.0926,17.0294
31.0000,16.0000,4.0000,8.2500,8.2500,7.0148,6.1073,13.5708,7.4560,16.6479,6.2377,13.5796,7.5493,16.4790
31.0000,16.0000,5.0000,8.2500,8.2500,8.1780,15.5263,7.8886,17.2962,9.6602,15.7584,8.0408,17.3954,9.7048
31.0000,16.0000,6.0000,8.2500,8.2500,3.1548,3.8359,6.4916,6.6813,8.0040,3.7624,6.3339,6.4427,7.8071
31.0000,16.0000,7.0000,8.2500,8.2500,4.0625,4.0657,9.2686,5.3396,11.1911,4.1055,9.2286,5.3711,11.1186
32.0000,16.0000,0.0000,8.2500,7.7500,4.6854,9.9643,10.4590,12.3842,12.3626,9.9477,10.3885,12.2658,12.2134
32.0000,16.0000,1.0000,8.2500,7.7500,5.1258,3.1185,3.8205,4.4127,6.7140,3.0822,3.9383,4.3109,6.6621
32.0000,16.0000,2.0000,8.2500,7.7500,7.2915,14.2604,8.9945,16.0788,11.1033,14.4175,8.9255,16.1168,10.9481
32.0000,16.0000,3.0000,8.2500,7.7500,2.0406,9.1096,7.3935,10.7535,10.4187,9.1749,7.5007,10.7606,10.3626
32.0000,16.0000,4.0000,8.2500,7.7500,5.9875,12.7302,7.7456,15.4911,10.2063,12.6142,7.9939,15.3032,10.3084
37.0000,16.0000,0.0000,7.7500,9.2500,7.2537,13.2148,9.7525,16.3466,12.3168,13.3991,9.6711,16.3562,12.0809
37.0000,16.0000,1.0000,7.7500,9.2500,6.8596,11.9554,4.0127,13.9809,5.5821,11.9649,4.0486,13.8057,5.5104
37.0000,16.0000,2.0000,7.7500,9.2500,8.5902,14.3649,4.0404,16.3295,6.4409,14.5114,4.1431,16.3553,6.4237
37.0000,16.0000,3.0000,7.7500,9.2500,6.3564,10.9018,12.6809,14.0205,14.3534,11.0427,12.5917,14.1009,14.2123
37.0000,16.0000,4.0000,7.7500,9.2500,4.4837,3.5000,11.3681,5.2731,13.0619,4.0701,11.6804,4.7676,12.7330
37.0000,16.0000,6.0000,7.7500,9.2500,9.4589,15.0767,11.9516,17.3430,15.0106,15.1235,11.9890,17.3325,14.9673
37.0000,16.0000,7.0000,7.7500,9.2500,3.7536,8.7100,11.1484,11.0321,13.5455,8.6482,11.2788,10.8716,13.5213
41.0000,16.0000,0.0000,9.2500,9.2500,7.8907,12.5335,14.9799,13.7568,17.2446,12.5484,14.8520,13.6946,16.9801
41.0000,16.0000,1.0000,9.2500,9.2500,7.5071,9.0785,15.1892,12.1578,18.0735,9.5952,15.8573,11.1462,17.4139
41.0000,16.0000,2.0000,9.2500,9.2500,6.4513,2.4196,12.1631,5.3034,13.4315,2.4401,12.1119,5.1751,13.3240
41.0000,16.0000,3.0000,9.2500,9.2500,3.3822,7.1588,10.8282,8.8903,13.9764,7.2689,10.8701,8.9128,13.8600
41.0000,16.0000,4.0000,9.2500,9.2500,9.1733,2.8755,15.2899,4.3902,17.7148,2.8298,15.5012,4.2256,17.8280
43.0000,16.0000,0.0000,9.2500,8.7500,5.0075,10.5919,12.3875,11.9256,14.2865,10.5951,12.3996,11.8588,14.2126
43.0000,16.0000,1.0000,9.2500,8.7500,5.9741,3.0898,10.2520,4.8557,12.8480,3.2460,10.7208,4.3415,12.1295
43.0000,16.0000,2.0000,9.2500,8.7500,2.8101,9.6427,5.4658,11.7302,7.2038,9.7371,5.4831,11.6554,7.1790
43.0000,16.0000,3.0000,9.2500,8.7500,6.3919,5.1290,13.3058,6.9649,15.2571,5.2025,13.4819,6.9131,15.3687
43.0000,16.0000,4.0000,9.2500,8.7500,5.2046,5.0372,11.4138,6.7224,14.0184,4.9827,11.6272,6.5681,14.0845
43.0000,16.0000,5.0000,9.2500,8.7500,4.2622,7.2267,3.2579,9.1398,5.9889,7.8874,3.9086,8.4431,5.4391
44.0000,16.0000,0.0000,6.7500,9.2500,6.1663,5.8190,1.6129,7.7433,4.5547,6.1574,2.5578,7.2441,3.9251
44.0000,16.0000,1.0000,6.7500,9.2500,4.0921,9.8630,8.9469,11.5949,11.4642,9.8485,9.0071,11.5041,11.3193
44.0000,16.0000,2.0000,6.7500,9.2500,5.4899,1.8004,12.4670,4.9277,14.6758,2.3618,13.0006,4.5589,14.0032
44.0000,16.0000,3.0000,6.7500,9.2500,3.8316,8.6627,6.5175,11.8134,8.8110,8.7301,6.6131,11.7493,8.8358
44.0000,16.0000,4.0000,6.7500,9.2500,4.2740,4.8924,4.0236,6.5981,6.1679,4.8066,4.0953,6.4170,6.1100
44.0000,16.0000,5.0000,6.7500,9.2500,6.6396,8.3823,13.9110,10.1702,16.8695,8.4220,13.9137,10.1881,16.7487
46.0000,16.0000,0.0000,9.2500,8.2500,5.4688,3.7371,11.0039,6.8949,13.0939,3.6567,10.8715,6.7199,12.8403
46.0000,16.0000,1.0000,9.2500,8.2500,2.5665,7.2036,9.2294,9.7408,12.1621,7.3595,9.3246,9.8387,12.0718
46.0000,16.0000,2.0000,9.2500,8.2500,6.9749,14.7945,9.9416,16.6775,11.6893,14.8658,9.9535,16.6587,11.5534
46.0000,16.0000,3.0000,9.2500,8.2500,4.0152,11.8611,6.9360,14.6276,8.7463,12.0776,6.9825,14.6779,8.7061
46.0000,16.0000,4.0000,9.2500,8.2500,4.9283,12.3969,9.3883,14.3108,12.5692,12.4123,9.4662,14.2204,12.5519
46.0000,16.0000,5.0000,9.2500,8.2500,4.7356,13.1702,7.1454,14.7940,9.7190,13.1823,7.4728,14.7432,9.8591
48.0000,16.0000,0.0000,3.7500,9.2500,5.8982,8.8986,7.8950,10.3525,9.5725,8.9710,8.0099,10.3383,9.5483
48.0000,16.0000,1.0000,3.7500,9.2500,8.9453,11.3167,9.4322,13.7628,12.3892,11.3259,9.4882,13.6322,12.4549
48.0000,16.0000,2.0000,3.7500,9.2500,6.7416,5.5944,2.4727,8.7185,4.3920,5.7826,2.4326,8.7732,4.2595
48.0000,16.0000,3.0000,3.7500,9.2500,5.3651,3.3463,2.5539,6.2408,5.4209,3.4523,2.7676,6.1581,5.5428
48.0000,16.0000,5.0000,3.7500,9.2500,2.6327,3.4626,5.2390,5.3057,8.1506,3.4527,5.3093,5.2465,8.0606
49.0000,16.0000,0.0000,9.2500,9.2500,5.1436,11.2267,3.6214,13.6600,6.8140,11.3712,3.6427,13.6276,6.8286
49.0000,16.0000,1.0000,9.2500,9.2500,6.3545,3.6668,12.6092,5.4089,14.4172,3.6505,12.7047,5.3100,14.4024
49.0000,16.0000,2.0000,9.2500,9.2500,6.5709,12.6551,3.2445,15.3716,6.2029,12.8064,3.1760,15.4221,6.0358
49.0000,16.0000,3.0000,9.2500,9.2500,7.1924,12.8196,2.2950,14.1049,4.5453,12.8619,2.3223,14.0686,4.5012
49.0000,16.0000,4.0000,9.2500,9.2500,2.5473,10.0440,7.3900,13.0419,8.8906,10.0439,7.3369,12.9463,8.8419
51.0000,16.0000,0.0000,9.2500,6.7500,6.3702,3.2253,9.6769,4.7435,10.9935,3.3357,9.6762,4.8295,10.9228
51.0000,16.0000,1.0000,9.2500,6.7500,5.3631,13.4454,3.3364,14.7924,5.6663,13.3786,3.2746,14.6500,5.5140
51.0000,16.0000,2.0000,9.2500,6.7500,3.7433,4.3446,5.8525,6.6792,8.0426,4.4743,5.8885,6.6853,7.9977
51.0000,16.0000,3.0000,9.2500,6.7500,9.3597,12.1783,14.2003,14.5145,16.1310,12.3818,14.0357,14.5138,15.9155
51.0000,16.0000,4.0000,9.2500,6.7500,6.3614,11.8821,10.5527,13.3986,13.7127,11.7406,10.5949,13.1405,13.6771
51.0000,16.0000,5.0000,9.2500,6.7500,4.9477,9.4775,10.0320,11.1470,13.1325,9.4968,10.2327,11.0379,13.0581
51.0000,16.0000,6.0000,9.2500,6.7500,7.8481,12.4354,11.7388,14.8627,14.7599,12.6611,11.5788,14.9653,14.4959
57.0000,16.0000,0.0000,7.7500,9.2500,9.5050,12.8327,16.0503,14.2103,17.5540,13.3248,16.4104,14.0080,17.2298
57.0000,16.0000,1.0000,7.7500,9.2500,5.9490,10.4494,12.5899,13.4934,14.2934,10.5307,12.6528,13.4171,14.2942
57.0000,16.0000,2.0000,7.7500,9.2500,7.0327,10.9073,1.9005,12.5568,5.0060,10.8311,1.9248,12.4187,4.8931
57.0000,16.0000,3.0000,7.7500,9.2500,6.0797,4.0733,14.0049,6.2519,15.4985,4.5186,14.2332,5.7045,15.2023
57.0000,16.0000,4.0000,7.7500,9.2500,2.7189,8.1700,6.0292,10.3745,7.9651,8.2056,6.1710,10.3161,7.9998
57.0000,16.0000,5.0000,7.7500,9.2500,5.6611,7.9619,3.0644,9.7607,4.3337,8.0749,3.2336,9.7551,4.4259
57.0000,16.0000,6.0000,7.7500,9.2500,1.8679,8.3397,7.3219,10.4150,9.3441,8.4063,7.3342,10.4059,9.2756
58.0000,16.0000,0.0000,8.7500,7.7500,8.9937,12.7254,14.5252,14.0121,16.4090,12.7568,14.5127,13.9771,16.3450
58.0000,16.0000,1.0000,8.7500,7.7500,6.6890,14.1847,7.8870,16.6108,9.0957,14.4123,8.0999,16.6293,9.2402
58.0000,16.0000,2.0000,8.7500,7.7500,8.2050,12.0398,13.8403,14.7515,15.1860,13.0737,14.2117,13.8834,14.8430
58.0000,16.0000,3.0000,8.7500,7.7500,3.2253,11.1396,7.0723,12.8108,8.4753,11.2399,7.1354,12.7894,8.4566
58.0000,16.0000,4.0000,8.7500,7.7500,5.0696,3.2904,4.3721,5.2437,6.3933,3.4550,4.4940,5.2888,6.3875
58.0000,16.0000,5.0000,8.7500,7.7500,9.0920,5.8012,15.8021,8.8185,17.6524,6.0084,16.1523,8.8517,17.9080
58.0000,16.0000,6.0000,8.7500,7.7500,2.5888,5.2394,7.6122,7.2123,9.0381,5.2788,7.6785,7.1650,9.0256
58.0000,16.0000,7.0000,8.7500,7.7500,4.5523,11.0766,9.8308,13.0175,11.9470,11.1917,9.9653,13.0000,12.0796
58.0000,16.0000,8.0000,8.7500,7.7500,7.6997,6.5821,14.7607,9.3744,16.0612,6.7368,14.7657,9.3921,15.9844
59.0000,16.0000,0.0000,7.7500,9.2500,6.9510,13.8103,10.0862,15.2544,11.4577,13.8429,9.9548,15.2115,11.2391
59.0000,16.0000,2.0000,7.7500,9.2500,9.7981,15.2021,13.1505,16.6945,16.0809,15.0515,13.0946,16.4303,15.9037
59.0000,16.0000,3.0000,7.7500,9.2500,7.5429,13.2599,12.0516,14.8630,14.7095,13.2816,12.0977,14.8546,14.5692
59.0000,16.0000,4.0000,7.7500,9.2500,7.4853,13.6118,7.3051,16.6619,8.7753,13.8303,7.2483,16.6877,8.6649
59.0000,16.0000,5.0000,7.7500,9.2500,5.4133,11.8796,6.0029,13.5410,8.1616,12.3196,6.5054,13.0839,7.5068
59.0000,16.0000,6.0000,7.7500,9.2500,3.6619,10.6940,7.7904,12.1251,10.4485,10.8150,8.0196,12.1953,10.5593
60.0000,16.0000,0.0000,8.2500,9.2500,4.6318,9.3012,12.6635,11.5654,14.0064,9.3480,12.7284,11.5204,13.9901
60.0000,16.0000,1.0000,8.2500,9.2500,3.9958,10.4888,7.1338,13.5533,8.7236,10.6957,7.1649,13.5983,8.7262
60.0000,16.0000,2.0000,8.2500,9.2500,8.4952,11.9578,15.0823,13.7509,17.6962,12.3303,15.9599,13.2219,16.8890
60.0000,16.0000,3.0000,8.2500,9.2500,8.3973,13.1058,14.5278,14.3279,16.7202,13.1799,14.5065,14.3249,16.5750
60.0000,16.0000,4.0000,8.2500,9.2500,1.8524,8.9900,7.4094,11.1816,10.5950,9.3719,8.3689,10.8321,9.6429
60.0000,16.0000,5.0000,8.2500,9.2500,2.7216,4.0306,7.7783,7.0377,10.3667,4.0119,7.8209,7.0454,10.3043
60.0000,16.0000,6.0000,8.2500,9.2500,3.2793,9.2593,5.9012,11.2132,7.3800,9.3287,5.8276,11.2089,7.3018
62.0000,16.0000,0.0000,9.2500,6.7500,5.2392,2.5546,6.7773,5.5923,8.3386,3.0897,7.2473,5.0595,8.0435
62.0000,16.0000,1.0000,9.2500,6.7500,5.0727,3.3664,4.3623,5.2177,6.9921,3.4891,4.4833,5.2394,7.0203
62.0000,16.0000,2.0000,9.2500,6.7500,5.3552,10.1789,10.1354,13.1660,12.9165,10.2718,10.2731,13.1071,12.8525
62.0000,16.0000,3.0000,9.2500,6.7500,5.3276,8.5841,11.4181,9.8207,12.7367,9.2179,12.0701,9.6893,12.4530
62.0000,16.0000,4.0000,9.2500,6.7500,6.7693,14.4900,6.7350,17.3618,9.0057,14.6877,6.8927,17.4766,9.0527
62.0000,16.0000,5.0000,9.2500,6.7500,7.8065,16.3625,6.2331,17.6004,9.4258,16.4094,6.3366,17.6460,9.3925
65.0000,16.0000,0.0000,8.7500,9.2500,3.4074,6.6589,11.0230,8.7328,13.9575,6.8337,11.1270,8.7740,13.8831
65.0000,16.0000,1.0000,8.7500,9.2500,7.3087,8.0898,15.7939,10.8030,17.2569,8.0759,15.6707,10.8035,17.0791
65.0000,16.0000,2.0000,8.7500,9.2500,4.8329,8.9952,3.2883,11.9762,6.1907,9.7027,3.9491,11.0378,5.5529
65.0000,16.0000,3.0000,8.7500,9.2500,4.8242,10.7358,12.1207,12.2938,14.2861,10.9023,12.1201,12.4216,14.1319
65.0000,16.0000,4.0000,8.7500,9.2500,1.8791,9.6391,7.2393,10.8766,9.0180,9.7005,7.2789,10.8522,8.9295
65.0000,16.0000,5.0000,8.7500,9.2500,8.4713,14.1060,14.1834,15.5201,16.1491,13.8451,14.3732,15.2560,16.2634
65.0000,16.0000,6.0000,8.7500,9.2500,5.4415,2.8821,10.1157,4.3793,12.0737,3.0969,10.2046,4.4504,12.0771
65.0000,16.0000,7.0000,8.7500,9.2500,6.0764,11.8709,3.5835,13.8101,5.9299,12.0240,3.5129,13.8680,5.6888
65.0000,16.0000,8.0000,8.7500,9.2500,3.2880,9.7285,9.9767,12.6060,12.9810,9.8331,9.9700,12.7068,12.8366
66.0000,16.0000,0.0000,9.2500,9.2500,8.3687,15.2502,12.7499,17.4682,14.5805,15.3128,12.5776,17.3557,14.3395
66.0000,16.0000,1.0000,9.2500,9.2500,3.7842,5.3187,9.9541,6.6985,12.4515,5.4376,9.9421,6.7658,12.3410
66.0000,16.0000,2.0000,9.2500,9.2500,6.9926,14.5960,4.9790,16.0390,6.5690,14.5343,5.0288,15.9078,6.5380
66.0000,16.0000,3.0000,9.2500,9.2500,6.5600,4.1634,13.2607,6.5532,15.8013,4.2739,13.3765,6.5321,15.7019
66.0000,16.0000,4.0000,9.2500,9.2500,7.9158,4.0853,15.1293,6.2865,16.9566,4.3899,15.1061,6.4087,16.8161
66.0000,16.0000,5.0000,9.2500,9.2500,5.6648,5.5690,13.1976,8.7035,15.8137,6.1826,13.6716,7.9118,15.3954
66.0000,16.0000,6.0000,9.2500,9.2500,2.9844,11.2312,7.9176,13.2350,10.4060,11.8064,8.5504,12.6261,9.7304
67.0000,16.0000,0.0000,8.7500,8.7500,6.1190,12.8051,12.0006,14.0690,13.3668,12.9192,12.0973,14.1298,13.4231
67.0000,16.0000,1.0000,8.7500,8.7500,4.9170,9.3597,12.7030,11.8444,13.9068,9.3857,12.6779,11.6966,13.8393
67.0000,16.0000,2.0000,8.7500,8.7500,8.0183,3.7511,14.5875,6.2788,17.1032,4.4751,15.1208,5.8469,16.4977
67.0000,16.0000,3.0000,8.7500,8.7500,8.0557,15.9747,6.3721,17.4308,8.5604,15.8955,6.3157,17.3068,8.4182
