episode,step,object,robot_x,robot_y,range,true_xmin,true_ymin,true_xmax,true_ymax,det_xmin,det_ymin,det_xmax,det_ymax
25.0000,8.0000,5.0000,5.2500,5.2500,9.9445,12.4647,8.7338,15.4430,11.3861,12.6019,8.9522,15.3879,11.3473
26.0000,8.0000,1.0000,5.2500,5.2500,9.2135,9.8008,10.7826,12.8318,13.5866,9.7657,10.8396,12.6801,13.5733
26.0000,8.0000,2.0000,5.2500,5.2500,7.4444,6.7541,10.8754,8.8057,13.6272,6.8250,10.8850,8.6938,13.3974
26.0000,8.0000,3.0000,5.2500,5.2500,3.2832,6.8303,5.7254,9.3332,8.0977,6.8492,5.8205,9.2029,8.0691
26.0000,8.0000,5.0000,5.2500,5.2500,7.1165,10.2185,7.0222,13.3950,9.0111,10.4226,7.1116,13.3437,8.9599
27.0000,8.0000,2.0000,5.2500,5.2500,8.8985,8.5129,12.2090,11.2857,13.4655,8.5263,12.2473,11.1182,13.4100
27.0000,8.0000,4.0000,5.2500,5.2500,9.9221,14.2590,4.4295,16.0821,5.7155,14.6051,4.7812,15.5994,5.6741
27.0000,8.0000,5.0000,5.2500,5.2500,6.3448,9.6663,7.2193,11.9120,9.4691,9.7287,7.4384,11.8307,9.4889
28.0000,8.0000,0.0000,5.2500,5.2500,6.4868,10.4733,4.8990,12.9195,7.0468,10.6328,4.8873,12.9067,6.8218
28.0000,8.0000,2.0000,5.2500,5.2500,7.4640,10.2695,8.6411,11.4908,11.6593,10.1337,8.7609,11.3130,11.5781
28.0000,8.0000,3.0000,5.2500,5.2500,7.7020,11.7104,6.2231,13.3987,9.1610,11.7425,6.3634,13.3628,9.2051
28.0000,8.0000,5.0000,5.2500,5.2500,2.2541,3.8390,6.4846,5.9093,8.4606,3.8316,6.4909,5.8139,8.3274
29.0000,8.0000,0.0000,2.7500,5.2500,4.8729,2.8219,8.7738,4.3549,11.3265,2.9838,8.9690,4.4890,11.3364
29.0000,8.0000,5.0000,2.7500,5.2500,2.0383,3.4250,3.3025,5.5941,5.1398,3.5772,3.3823,5.6137,5.1741
29.0000,8.0000,8.0000,2.7500,5.2500,8.6055,9.5862,7.5014,12.0541,8.9744,9.6072,7.5141,12.0374,8.9646
30.0000,8.0000,1.0000,5.2500,5.2500,9.8347,13.6042,2.4064,16.3213,5.0063,13.6942,2.2938,16.3129,4.8494
30.0000,8.0000,4.0000,5.2500,5.2500,9.5711,13.4011,5.8536,15.8121,8.6766,13.3344,5.8016,15.7077,8.4694
30.0000,8.0000,5.0000,5.2500,5.2500,5.2832,9.4629,4.0963,11.5794,5.6901,9.5983,4.1450,11.5706,5.6935
31.0000,8.0000,0.0000,5.2500,5.2500,9.8327,13.7606,5.5000,16.1207,8.3304,13.7190,5.4143,15.9901,8.1153
31.0000,8.0000,1.0000,5.2500,5.2500,2.9526,2.8670,6.5053,4.2746,8.8519,2.8954,6.6455,4.2068,8.8042
31.0000,8.0000,2.0000,5.2500,5.2500,9.7444,6.6418,13.1867,8.8055,16.1636,6.6835,13.3172,8.7248,16.2384
31.0000,8.0000,4.0000,5.2500,5.2500,9.9776,6.1073,13.5708,7.4560,16.6479,5.9650,13.5860,7.2360,16.4595
31.0000,8.0000,6.0000,5.2500,5.2500,1.9978,3.8359,6.4916,6.6813,8.0040,4.0167,6.5931,6.7099,8.0132
31.0000,8.0000,7.0000,5.2500,5.2500,5.0099,4.0657,9.2686,5.3396,11.1911,4.1306,9.4032,5.3066,11.1916
32.0000,8.0000,0.0000,5.2500,3.7500,9.6843,9.9643,10.4590,12.3842,12.3626,9.6539,10.4392,12.0144,12.2683
32.0000,8.0000,1.0000,5.2500,3.7500,2.1226,3.1185,3.8205,4.4127,6.7140,3.1383,3.7956,4.3416,6.5212
32.0000,8.0000,3.0000,5.2500,3.7500,6.9644,9.1096,7.3935,10.7535,10.4187,8.8391,7.5337,10.4066,10.4242
33.0000,8.0000,0.0000,3.2500,5.2500,8.7171,8.5851,9.8692,10.7727,12.4048,8.5618,9.7539,10.6364,12.1680
33.0000,8.0000,2.0000,3.2500,5.2500,9.9157,11.2370,7.0019,14.3057,9.0349,11.3254,7.1249,14.2667,9.0811
33.0000,8.0000,3.0000,3.2500,5.2500,4.2926,5.7328,2.9482,8.7942,4.5067,5.7393,2.9829,8.6666,4.4703
33.0000,8.0000,5.0000,3.2500,5.2500,7.7231,6.5070,10.6528,8.8273,12.5175,6.6104,10.6782,8.8504,12.4795
33.0000,8.0000,7.0000,3.2500,5.2500,2.0181,3.7235,5.4423,6.3565,6.9218,3.8470,5.4693,6.3601,6.8902
34.0000,8.0000,3.0000,5.2500,5.2500,9.5487,12.5314,9.5385,14.2545,10.9354,12.6177,9.3277,14.2139,10.6770
34.0000,8.0000,5.0000,5.2500,5.2500,4.1002,7.4686,6.0870,9.9408,8.8295,7.4874,6.0152,9.8325,8.5305
35.0000,8.0000,1.0000,5.2500,3.2500,1.9164,4.2697,3.8504,5.8139,6.4597,4.3465,3.8257,5.7952,6.2982
35.0000,8.0000,2.0000,5.2500,3.2500,8.6060,4.6892,10.7706,6.6846,12.9192,4.6491,10.9771,6.5514,13.0158
37.0000,8.0000,1.0000,5.2500,5.2500,7.7314,11.9554,4.0127,13.9809,5.5821,11.9893,4.1207,13.9443,5.6108
37.0000,8.0000,4.0000,5.2500,5.2500,7.0183,3.5000,11.3681,5.2731,13.0619,3.8668,11.7402,4.6859,12.3337
37.0000,8.0000,7.0000,5.2500,5.2500,8.4688,8.7100,11.1484,11.0321,13.5455,8.5082,11.0792,10.7545,13.4163
38.0000,8.0000,1.0000,5.2500,4.7500,3.3529,6.7720,5.8234,8.5071,8.3807,6.7355,5.8965,8.3648,8.3656
38.0000,8.0000,2.0000,5.2500,4.7500,2.9452,6.9152,4.7096,8.7317,7.6552,7.3150,5.4114,8.3429,7.0319
38.0000,8.0000,3.0000,5.2500,4.7500,2.8319,5.1779,5.8233,7.6801,8.8263,5.2502,5.8865,7.5153,8.7828
38.0000,8.0000,4.0000,5.2500,4.7500,5.8972,5.9211,9.2724,7.5383,11.6446,6.0036,9.3619,7.5603,11.6190
38.0000,8.0000,5.0000,5.2500,4.7500,4.7433,8.9636,2.8450,10.8298,4.7506,9.2581,3.1708,10.2762,4.1989
39.0000,8.0000,1.0000,5.2500,5.2500,6.8793,7.1697,10.5077,9.7530,12.1596,6.9625,10.6374,9.4173,12.2277
39.0000,8.0000,2.0000,5.2500,5.2500,6.8598,2.7486,10.5146,5.6092,13.5366,2.6796,10.4996,5.5058,13.4781
39.0000,8.0000,4.0000,5.2500,5.2500,5.1130,5.6719,8.6594,8.5667,11.3587,5.6801,8.6393,8.5060,11.2284
40.0000,8.0000,1.0000,5.2500,5.2500,8.7981,6.8471,12.6165,8.4915,14.8013,6.6297,12.5184,8.1992,14.6053
40.0000,8.0000,2.0000,5.2500,5.2500,3.5248,5.2085,7.1631,7.2529,10.1081,5.8247,7.5760,6.6272,9.1685
40.0000,8.0000,3.0000,5.2500,5.2500,7.6501,11.5682,5.2357,14.1308,7.0210,11.4682,5.2466,13.9177,6.9407
41.0000,8.0000,2.0000,5.2500,5.2500,7.6739,2.4196,12.1631,5.3034,13.4315,2.4586,12.0156,5.1276,13.2441
41.0000,8.0000,3.0000,5.2500,5.2500,7.6716,7.1588,10.8282,8.8903,13.9764,7.1749,10.8391,8.8338,13.8460
42.0000,8.0000,0.0000,5.2500,5.2500,7.9828,4.4674,12.3427,6.1182,14.1227,4.3858,12.2610,5.9487,13.9258
42.0000,8.0000,1.0000,5.2500,5.2500,8.6181,10.4819,10.1269,12.0666,12.6987,10.6582,10.6960,11.6275,12.1822
42.0000,8.0000,2.0000,5.2500,5.2500,2.0549,6.5722,4.0985,7.9406,7.2890,6.5620,3.9933,7.8768,7.0613
42.0000,8.0000,4.0000,5.2500,5.2500,5.1748,3.2503,9.7608,6.4408,11.0572,4.0470,9.9928,5.4383,10.5572
42.0000,8.0000,5.0000,5.2500,5.2500,8.1973,11.8873,7.4062,13.8947,9.0307,12.1658,7.4285,14.0530,8.9933
42.0000,8.0000,7.0000,5.2500,5.2500,9.7486,13.6696,7.3561,15.5458,8.6099,13.7160,7.5070,15.4606,8.7015
42.0000,8.0000,8.0000,5.2500,5.2500,6.5236,5.5978,10.6962,8.2322,12.4189,6.2193,11.0499,7.4023,11.8222
43.0000,8.0000,1.0000,5.2500,5.2500,6.4281,3.0898,10.2520,4.8557,12.8480,3.3157,10.8412,4.3834,11.8144
43.0000,8.0000,2.0000,5.2500,5.2500,5.5437,9.6427,5.4658,11.7302,7.2038,9.7080,5.5918,11.7223,7.1811
43.0000,8.0000,3.0000,5.2500,5.2500,9.0666,5.1290,13.3058,6.9649,15.2571,5.3466,13.2957,7.1177,15.1631
43.0000,8.0000,4.0000,5.2500,5.2500,7.4926,5.0372,11.4138,6.7224,14.0184,5.0357,11.5041,6.6747,13.9072
43.0000,8.0000,5.0000,5.2500,5.2500,2.9994,7.2267,3.2579,9.1398,5.9889,7.8768,4.0040,8.5043,5.4045
44.0000,8.0000,0.0000,4.2500,5.2500,3.3316,5.8190,1.6129,7.7433,4.5547,6.1872,2.0455,6.9790,4.0823
44.0000,8.0000,1.0000,4.2500,5.2500,8.1568,9.8630,8.9469,11.5949,11.4642,9.9515,9.0987,11.5451,11.3600
44.0000,8.0000,2.0000,4.2500,5.2500,8.3684,1.8004,12.4670,4.9277,14.6758,2.4999,13.1699,3.9937,14.2150
44.0000,8.0000,3.0000,4.2500,5.2500,6.4565,8.6627,6.5175,11.8134,8.8110,8.8532,6.4717,11.9282,8.6470
44.0000,8.0000,4.0000,4.2500,5.2500,1.5032,4.8924,4.0236,6.5981,6.1679,4.9993,4.0762,6.6365,6.0903
46.0000,8.0000,0.0000,5.2500,5.2500,6.7992,3.7371,11.0039,6.8949,13.0939,3.6657,11.0479,6.6814,13.0023
46.0000,8.0000,1.0000,5.2500,5.2500,6.3276,7.2036,9.2294,9.7408,12.1621,7.4551,9.2862,9.8664,12.0528
46.0000,8.0000,3.0000,5.2500,5.2500,8.4038,11.8611,6.9360,14.6276,8.7463,12.0402,6.8163,14.6774,8.5188
46.0000,8.0000,4.0000,5.2500,5.2500,9.9243,12.3969,9.3883,14.3108,12.5692,12.2922,9.4303,14.1305,12.3184
46.0000,8.0000,5.0000,5.2500,5.2500,9.2939,13.1702,7.1454,14.7940,9.7190,13.0482,7.3825,14.6243,9.8121
48.0000,8.0000,0.0000,2.7500,5.2500,7.7078,8.8986,7.8950,10.3525,9.5725,8.8748,8.1960,10.3006,9.7842
48.0000,8.0000,2.0000,2.7500,5.2500,4.7666,5.5944,2.4727,8.7185,4.3920,5.5487,2.6227,8.4905,4.4359
48.0000,8.0000,3.0000,2.7500,5.2500,2.4022,3.3463,2.5539,6.2408,5.4209,3.3754,2.5371,6.1095,5.2942
48.0000,8.0000,5.0000,2.7500,5.2500,2.1813,3.4626,5.2390,5.3057,8.1506,3.4133,5.3379,5.1889,8.0873
49.0000,8.0000,0.0000,5.2500,5.2500,7.1934,11.2267,3.6214,13.6600,6.8140,11.2958,3.6652,13.5656,6.6857
49.0000,8.0000,1.0000,5.2500,5.2500,8.2938,3.6668,12.6092,5.4089,14.4172,3.6242,12.6165,5.3395,14.2958
49.0000,8.0000,2.0000,5.2500,5.2500,8.7791,12.6551,3.2445,15.3716,6.2029,12.7574,3.5046,15.2869,6.2662
49.0000,8.0000,3.0000,5.2500,5.2500,8.4136,12.8196,2.2950,14.1049,4.5453,12.9682,2.3072,14.1829,4.4531
49.0000,8.0000,4.0000,5.2500,5.2500,6.9249,10.0440,7.3900,13.0419,8.8906,10.1085,7.3831,13.0091,8.7511
50.0000,8.0000,1.0000,5.2500,5.2500,8.9553,10.3578,10.3296,13.0748,12.5615,11.1956,10.8650,12.2185,11.8201
50.0000,8.0000,3.0000,5.2500,5.2500,8.4744,9.7641,10.7974,11.9188,12.4387,9.8156,10.9254,11.8616,12.5072
50.0000,8.0000,4.0000,5.2500,5.2500,1.5874,3.4851,5.7972,5.5202,7.5037,3.4571,5.8128,5.3943,7.3823
50.0000,8.0000,5.0000,5.2500,5.2500,6.3037,9.5725,7.0249,12.5174,8.4367,9.5143,7.1395,12.3807,8.4963
50.0000,8.0000,6.0000,5.2500,5.2500,8.0381,4.6673,12.2778,7.7085,14.1886,5.5504,12.8298,6.7342,13.6858
50.0000,8.0000,7.0000,5.2500,5.2500,6.5152,7.3277,9.8726,10.5128,11.3935,7.6497,9.7977,10.6502,11.2680
51.0000,8.0000,0.0000,5.2500,5.2500,5.2403,3.2253,9.6769,4.7435,10.9935,3.1150,9.7316,4.5291,11.0086
51.0000,8.0000,1.0000,5.2500,5.2500,8.9004,13.4454,3.3364,14.7924,5.6663,13.5028,3.5827,14.7974,5.7735
51.0000,8.0000,2.0000,5.2500,5.2500,1.7176,4.3446,5.8525,6.6792,8.0426,4.3090,5.9800,6.5447,7.9816
51.0000,8.0000,5.0000,5.2500,5.2500,8.1071,9.4775,10.0320,11.1470,13.1325,9.5653,9.9683,11.1454,12.8535
53.0000,8.0000,0.0000,1.7500,5.2500,7.5564,7.8137,3.1791,10.6181,4.9891,7.8458,3.1574,10.5406,4.8517
53.0000,8.0000,2.0000,1.7500,5.2500,3.2906,2.5965,6.4348,5.5210,8.7547,2.6094,6.5955,5.4809,8.8516
53.0000,8.0000,4.0000,1.7500,5.2500,3.4861,3.8245,4.6114,6.6384,6.2500,3.8995,4.5715,6.5079,6.1150
53.0000,8.0000,5.0000,1.7500,5.2500,4.2596,4.4521,4.5935,7.3621,7.7638,4.4869,4.5238,7.2353,7.5776
57.0000,8.0000,2.0000,5.2500,5.2500,6.7265,10.9073,1.9005,12.5568,5.0060,11.0650,2.1371,12.6384,5.0686
57.0000,8.0000,3.0000,5.2500,5.2500,9.5021,4.0733,14.0049,6.2519,15.4985,4.7686,14.2853,5.5236,15.1176
57.0000,8.0000,4.0000,5.2500,5.2500,4.3853,8.1700,6.0292,10.3745,7.9651,8.1955,5.9481,10.2588,7.8141
57.0000,8.0000,5.0000,5.2500,5.2500,3.9303,7.9619,3.0644,9.7607,4.3337,7.9462,2.9888,9.5980,4.2069
57.0000,8.0000,6.0000,5.2500,5.2500,5.1517,8.3397,7.3219,10.4150,9.3441,8.4736,7.3513,10.4683,9.2197
58.0000,8.0000,3.0000,5.2500,3.7500,7.8371,11.1396,7.0723,12.8108,8.4753,11.1866,7.0870,12.7442,8.4206
58.0000,8.0000,4.0000,5.2500,3.7500,1.9057,3.2904,4.3721,5.2437,6.3933,3.3900,4.3996,5.2829,6.3478
58.0000,8.0000,6.0000,5.2500,3.7500,4.6781,5.2394,7.6122,7.2123,9.0381,5.2402,7.4739,7.1122,8.8859
58.0000,8.0000,7.0000,5.2500,3.7500,9.8572,11.0766,9.8308,13.0175,11.9470,10.9981,9.6875,12.8461,11.7160
59.0000,8.0000,5.0000,5.2500,5.2500,7.6820,11.8796,6.0029,13.5410,8.1616,12.0715,6.3928,13.0207,7.1901
59.0000,8.0000,6.0000,5.2500,5.2500,7.2741,10.6940,7.7904,12.1251,10.4485,10.7316,7.8526,12.0681,10.3317
60.0000,8.0000,0.0000,5.2500,5.2500,9.6038,9.3012,12.6635,11.5654,14.0064,9.3751,12.6122,11.5171,13.8994
60.0000,8.0000,1.0000,5.2500,5.2500,7.2816,10.4888,7.1338,13.5533,8.7236,10.6397,7.3286,13.5549,8.8820
60.0000,8.0000,4.0000,5.2500,5.2500,6.1208,8.9900,7.4094,11.1816,10.5950,9.5147,8.4214,10.7886,9.5728
60.0000,8.0000,5.0000,5.2500,5.2500,3.8331,4.0306,7.7783,7.0377,10.3667,4.0077,7.6591,6.8604,10.1598
60.0000,8.0000,6.0000,5.2500,5.2500,5.1765,9.2593,5.9012,11.2132,7.3800,9.4197,5.8208,11.1957,7.2013
61.0000,8.0000,1.0000,5.2500,5.2500,3.4263,2.6205,7.6936,5.0896,9.0654,2.5636,7.8149,4.8814,9.1027
61.0000,8.0000,4.0000,5.2500,5.2500,3.8108,6.9571,7.1190,8.6193,9.0661,6.9258,7.2303,8.4962,9.0664
62.0000,8.0000,0.0000,5.2500,3.7500,3.9856,2.5546,6.7773,5.5923,8.3386,3.4099,7.2632,4.9094,7.9755
62.0000,8.0000,1.0000,5.2500,3.7500,2.1521,3.3664,4.3623,5.2177,6.9921,3.3621,4.4773,5.1049,7.0169
62.0000,8.0000,3.0000,5.2500,3.7500,9.2177,8.5841,11.4181,9.8207,12.7367,8.5619,11.7546,9.3996,12.5391
64.0000,8.0000,1.0000,5.2500,5.2500,2.1965,4.1051,6.4335,5.8131,8.4209,4.5676,6.9735,5.4593,7.9938
64.0000,8.0000,2.0000,5.2500,5.2500,9.4096,8.3678,12.8440,11.0149,14.2470,8.2068,12.6341,10.7612,13.9828
64.0000,8.0000,3.0000,5.2500,5.2500,8.5527,13.0334,3.3901,14.5510,6.2629,13.1631,3.2267,14.5984,5.9615
64.0000,8.0000,4.0000,5.2500,5.2500,6.3855,8.2267,8.8166,10.1446,11.7401,8.5128,9.5071,9.6482,10.6194
64.0000,8.0000,5.0000,5.2500,5.2500,6.5159,10.3108,5.6982,12.9895,7.2476,10.2997,5.9375,12.8103,7.3962
64.0000,8.0000,6.0000,5.2500,5.2500,3.1035,7.3354,3.7055,9.3021,5.8682,7.3123,3.7251,9.1929,5.7209
64.0000,8.0000,7.0000,5.2500,5.2500,8.3207,4.2836,12.8479,7.2218,14.2632,4.5388,12.9571,7.2434,14.3069
65.0000,8.0000,0.0000,5.2500,5.2500,7.6422,6.6589,11.0230,8.7328,13.9575,6.9449,11.1280,8.9689,13.9659
65.0000,8.0000,2.0000,5.2500,5.2500,5.2605,8.9952,3.2883,11.9762,6.1907,9.8225,4.2893,10.9112,5.3428
65.0000,8.0000,4.0000,5.2500,5.2500,5.7763,9.6391,7.2393,10.8766,9.0180,9.8286,7.2568,11.0009,8.9706
65.0000,8.0000,6.0000,5.2500,5.2500,6.0649,2.8821,10.1157,4.3793,12.0737,3.0289,9.9760,4.4311,11.8944
65.0000,8.0000,7.0000,5.2500,5.2500,7.6065,11.8709,3.5835,13.8101,5.9299,11.8879,3.5557,13.6841,5.7150
65.0000,8.0000,8.0000,5.2500,5.2500,8.5914,9.7285,9.9767,12.6060,12.9810,9.8393,10.0859,12.6262,12.9830
66.0000,8.0000,1.0000,5.2500,5.2500,6.0009,5.3187,9.9541,6.6985,12.4515,5.4320,9.8816,6.7336,12.2951
66.0000,8.0000,3.0000,5.2500,5.2500,9.2816,4.1634,13.2607,6.5532,15.8013,4.3818,13.2749,6.6376,15.7224
66.0000,8.0000,5.0000,5.2500,5.2500,9.4459,5.5690,13.1976,8.7035,15.8137,6.6183,13.5891,7.6094,15.5281
66.0000,8.0000,6.0000,5.2500,5.2500,8.0041,11.2312,7.9176,13.2350,10.4060,11.6207,8.4996,12.7185,9.8588
67.0000,8.0000,1.0000,5.2500,5.2500,9.6709,9.3597,12.7030,11.8444,13.9068,9.4520,12.8069,11.7570,13.9976
67.0000,8.0000,4.0000,5.2500,5.2500,8.3945,10.7313,9.0066,12.9684,11.8683,10.7264,9.1843,12.8206,11.8807
67.0000,8.0000,5.0000,5.2500,5.2500,6.8729,5.6745,11.2976,7.3071,12.7224,5.7151,11.1749,7.2153,12.4895
67.0000,8.0000,6.0000,5.2500,5.2500,5.2918,5.8435,9.3297,8.4296,11.0585,5.9480,9.3388,8.3707,10.9774
68.0000,8.0000,0.0000,5.2500,5.2500,7.8455,6.0179,11.4562,8.0506,14.3236,5.9677,11.5450,7.9244,14.3349
68.0000,8.0000,2.0000,5.2500,5.2500,5.6223,2.1735,8.8509,3.9009,11.9862,2.1439,8.9773,3.8429,12.0070
68.0000,8.0000,5.0000,5.2500,5.2500,5.1175,8.2273,6.8660,10.8453,9.2256,8.3475,6.9979,10.7814,9.2217
68.0000,8.0000,6.0000,5.2500,5.2500,7.5789,11.0861,8.0635,12.5611,9.9805,11.4778,8.5404,11.9528,9.7528
68.0000,8.0000,8.0000,5.2500,5.2500,5.1435,7.4473,8.1652,9.8703,10.0383,7.4042,7.9548,9.6709,9.7720
69.0000,8.0000,0.0000,5.2500,5.2500,9.7850,9.3457,12.4690,10.8972,15.0034,9.2898,12.3330,10.7181,14.7202
69.0000,8.0000,1.0000,5.2500,5.2500,9.0992,12.7497,7.2432,15.0371,8.9442,12.8842,7.2519,15.0969,8.8577
69.0000,8.0000,2.0000,5.2500,5.2500,8.5923,8.9282,11.3671,11.3582,13.2587,9.1006,11.2832,11.3736,13.0636
69.0000,8.0000,4.0000,5.2500,5.2500,4.0607,3.6670,8.4379,5.8356,10.1221,4.2168,8.8680,5.0657,9.7420
69.0000,8.0000,7.0000,5.2500,5.2500,7.3518,2.3053,11.1962,4.2919,13.4799,2.4895,11.2942,4.4144,13.4474
71.0000,8.0000,2.0000,5.2500,5.2500,4.1364,4.9539,7.8728,7.2613,10.7203,5.0086,7.9931,7.1379,10.7945
71.0000,8.0000,3.0000,5.2500,5.2500,4.0211,8.1084,4.1716,10.4238,5.9278,8.1135,4.2820,10.3379,5.9403
71.0000,8.0000,4.0000,5.2500,5.2500,6.3565,9.6838,6.6294,12.4193,9.0656,9.5783,6.8330,12.2587,9.1459
72.0000,8.0000,2.0000,5.2500,5.2500,9.0339,13.5729,4.9670,14.9791,6.2887,13.6113,5.1259,14.9082,6.3810
72.0000,8.0000,3.0000,5.2500,5.2500,5.8233,9.5224,3.0787,12.5002,5.7270,9.5020,3.0872,12.4124,5.5914
72.0000,8.0000,4.0000,5.2500,5.2500,8.2058,4.4808,12.1230,7.1827,14.7474,4.4866,12.4059,7.0399,14.8353
72.0000,8.0000,5.0000,5.2500,5.2500,9.3996,13.1796,7.5633,14.4598,10.6603,13.3566,7.8128,14.5614,10.7041
72.0000,8.0000,6.0000,5.2500,5.2500,5.6564,9.2595,7.0713,10.5930,9.7935,9.3553,7.1632,10.6296,9.6805
72.0000,8.0000,7.0000,5.2500,5.2500,4.7860,3.0455,9.0821,5.9588,10.8724,3.2088,8.9073,5.9228,10.6549
72.0000,8.0000,8.0000,5.2500,5.2500,8.9689,12.5116,7.6075,14.1142,10.7491,12.4793,7.5801,14.0350,10.4861
74.0000,8.0000,2.0000,5.2500,5.2500,4.7893,6.4414,8.5686,9.0617,10.0997,6.5871,8.6173,9.0140,10.0672
74.0000,8.0000,3.0000,5.2500,5.2500,2.7407,4.5995,6.6335,6.2405,9.3374,4.8457,7.1060,5.8094,8.8164
74.0000,8.0000,4.0000,5.2500,5.2500,4.6198,9.2477,4.0008,10.4898,6.6978,9.2623,3.8827,10.4375,6.5193
74.0000,8.0000,5.0000,5.2500,5.2500,2.4386,5.8881,2.9387,8.9884,5.4086,5.8980,2.9775,8.8856,5.2787
74.0000,8.0000,6.0000,5.2500,5.2500,8.6324,9.9614,10.2749,12.7237,12.4559,9.9565,10.3982,12.5639,12.4644
75.0000,8.0000,1.0000,5.2500,5.2500,2.4009,5.8862,5.7215,8.6886,7.3188,5.9005,5.8112,8.4918,7.3820
75.0000,8.0000,2.0000,5.2500,5.2500,1.9331,6.1939,2.6013,7.4512,5.6502,6.2309,2.7028,7.4111,5.6116
75.0000,8.0000,3.0000,5.2500,5.2500,3.5047,7.3923,2.0940,8.6407,4.1027,7.4540,2.1652,8.6293,4.0867
75.0000,8.0000,4.0000,5.2500,5.2500,4.2810,8.4716,3.7720,10.5780,6.2647,8.4369,3.9182,10.3801,6.2821
75.0000,8.0000,5.0000,5.2500,5.2500,2.4957,2.5553,6.2579,4.4241,7.7804,2.7087,6.2206,4.5200,7.6801
76.0000,8.0000,1.0000,5.2500,5.2500,3.2602,5.1358,7.4300,8.1811,8.9505,5.3226,7.4454,8.2046,8.8936
76.0000,8.0000,2.0000,5.2500,5.2500,5.1524,3.3257,8.9086,5.5715,11.7708,3.2973,8.8519,5.4796,11.6631
76.0000,8.0000,4.0000,5.2500,5.2500,6.1041,6.5608,9.3752,9.1117,12.1831,6.5786,9.6387,9.0290,12.2553
76.0000,8.0000,5.0000,5.2500,5.2500,5.0529,9.0053,4.4030,11.5983,6.3062,8.9615,4.2419,11.4027,6.0336
77.0000,8.0000,1.0000,3.7500,5.2500,3.0276,3.3758,7.2781,5.1031,9.1975,3.4571,7.3595,5.0700,9.2098
77.0000,8.0000,2.0000,3.7500,5.2500,7.2881,9.9787,4.2922,12.0975,6.1825,10.0854,4.4248,12.1248,6.1706
77.0000,8.0000,6.0000,3.7500,5.2500,1.5098,4.2801,3.0548,5.6954,5.7162,4.3950,3.0480,5.6953,5.6374
78.0000,8.0000,0.0000,5.2500,5.2500,8.9221,10.6206,10.2403,13.1268,12.2146,10.8354,10.4845,13.1581,12.2939
78.0000,8.0000,4.0000,5.2500,5.2500,9.8657,13.5615,6.6248,16.0974,8.5936,13.8778,6.6514,16.2629,8.5472
78.0000,8.0000,6.0000,5.2500,5.2500,9.2087,10.4852,10.3652,13.4154,12.7689,10.8415,10.3823,13.4641,12.7117
79.0000,8.0000,1.0000,5.2500,5.2500,8.5109,9.2083,11.0774,10.5152,13.7288,9.2870,11.1829,10.4893,13.6733
79.0000,8.0000,2.0000,5.2500,5.2500,2.1047,5.7987,4.4386,8.8666,6.6687,6.8445,4.8720,7.9199,6.2875
79.0000,8.0000,3.0000,5.2500,5.2500,7.9883,9.3122,10.6193,11.4349,12.1384,9.4767,10.7969,11.5415,12.2120
80.0000,8.0000,3.0000,5.2500,3.2500,3.3416,5.9817,4.8283,9.0269,6.6052,6.7093,5.2381,8.1374,6.1321
80.0000,8.0000,4.0000,5.2500,3.2500,1.3614,4.1817,3.8153,6.0514,5.3944,4.1709,3.8514,5.9156,5.3372
80.0000,8.0000,6.0000,5.2500,3.2500,2.8333,3.2974,4.5283,6.4136,7.5831,3.3023,4.5848,6.3295,7.5448
82.0000,8.0000,0.0000,5.2500,5.2500,9.9891,9.7649,12.8236,12.0242,14.1591,9.6194,13.0933,11.7386,14.3380
82.0000,8.0000,3.0000,5.2500,5.2500,7.9533,12.5405,3.4128,13.7869,5.5011,12.6320,3.3060,13.7749,5.3560
82.0000,8.0000,4.0000,5.2500,5.2500,8.3837,12.3706,3.6672,14.8544,5.6397,12.4229,3.8798,14.8211,5.6446
83.0000,8.0000,1.0000,5.2500,3.7500,6.8120,10.6606,4.1711,13.1326,6.3127,10.7636,4.3229,13.0190,6.2911
83.0000,8.0000,2.0000,5.2500,3.7500,2.1505,2.5136,3.9335,4.1514,5.5140,2.5294,3.9253,4.0714,5.4719
83.0000,8.0000,3.0000,5.2500,3.7500,1.9157,4.8725,4.4922,7.8037,6.1611,4.9138,4.6493,7.6311,6.2652
83.0000,8.0000,4.0000,5.2500,3.7500,5.2556,9.0651,4.0888,11.2443,7.1874,9.2838,4.0652,11.3114,7.0205
83.0000,8.0000,5.0000,5.2500,3.7500,5.3370,9.1964,5.6976,10.4359,7.3281,9.5541,6.1832,10.1799,7.0164
83.0000,8.0000,6.0000,5.2500,3.7500,3.2312,2.2863,5.9663,5.2167,7.2591,2.3051,6.1675,5.2219,7.3386
84.0000,8.0000,0.0000,5.2500,5.2500,9.4432,13.7701,2.5405,15.3656,4.8928,13.8739,2.5433,15.4200,4.7806
84.0000,8.0000,1.0000,5.2500,5.2500,4.0005,5.4007,8.4082,7.4935,9.7261,5.4787,8.5619,7.5400,9.7973
84.0000,8.0000,2.0000,5.2500,5.2500,3.1477,6.9627,1.9974,8.6509,4.8307,7.2801,2.5608,8.0540,4.2036
84.0000,8.0000,4.0000,5.2500,5.2500,7.8471,4.9057,11.9497,7.2877,14.1528,5.4614,12.5111,6.3755,13.6863
85.0000,8.0000,0.0000,5.2500,5.2500,4.6617,8.8668,4.8871,10.9372,6.2139,9.4206,5.3825,10.3043,6.0450
